DATE_ID,LOCATION,VISIT_CLASS_ID,UNIQUE_USERS
20231126,a_15146_37,Pernottante,3898
20231126,a_15146_37,Visitatore,9971
20231126,a_15146_37,Abitante abituale,17079
20231130,a_15146_08,Pernottante,207
20231130,a_15146_08,Visitatore,624
20231130,a_15146_08,Abitante abituale,1058
20231130,a_15146_55,Pernottante,7070
20231130,a_15146_55,Abitante abituale,18225
20231130,a_15146_55,Visitatore,31276
20231130,a_15146_85,Pernottante,7977
20231130,a_15146_85,Abitante abituale,16004
20231130,a_15146_85,Visitatore,24446
20231201,m_15011,Pernottante,7227
20231201,m_15011,Abitante abituale,10474
20231201,m_15011,Visitatore,27027
20231201,m_15131,Pernottante,652
20231201,m_15131,Visitatore,3394
20231201,m_15131,Abitante abituale,4750
20231201,m_15194,Pernottante,608
20231201,m_15194,Visitatore,3120
20231201,m_15194,Abitante abituale,4183
20231202,a_15146_49,Pernottante,5267
20231202,a_15146_49,Visitatore,11938
20231202,a_15146_49,Abitante abituale,15781
20231202,m_15144,Pernottante,429
20231202,m_15144,Visitatore,1655
20231202,m_15144,Abitante abituale,2597
20231202,m_15182,Pernottante,26488
20231202,m_15182,Abitante abituale,39759
20231202,m_15182,Visitatore,93008
20231203,m_15036,Pernottante,4086
20231203,m_15036,Visitatore,13236
20231203,m_15036,Abitante abituale,23532
20231205,a_15146_33,Pernottante,1507
20231205,a_15146_33,Visitatore,7991
20231205,a_15146_33,Abitante abituale,8145
20231205,m_15105,Pernottante,4201
20231205,m_15105,Visitatore,14704
20231205,m_15105,Abitante abituale,17829
20231206,a_15146_11,Pernottante,7130
20231206,a_15146_11,Abitante abituale,18191
20231206,a_15146_11,Visitatore,27502
20231206,m_15209,Pernottante,15639
20231206,m_15209,Visitatore,46104
20231206,m_15209,Abitante abituale,61452
20231207,a_15146_26,Pernottante,2915
20231207,a_15146_26,Visitatore,8345
20231207,a_15146_26,Abitante abituale,8959
20231207,m_15012,Pernottante,1951
20231207,m_15012,Visitatore,6134
20231207,m_15012,Abitante abituale,13404
20231209,m_15060,Pernottante,1284
20231209,m_15060,Visitatore,4286
20231209,m_15060,Abitante abituale,7267
20231210,a_15146_5,Abitante abituale,19727
20231210,a_15146_5,Pernottante,21623
20231210,a_15146_5,Visitatore,59944
20231211,m_15024,Pernottante,801
20231211,m_15024,Visitatore,3046
20231211,m_15024,Abitante abituale,5066
20231212,m_15169,Pernottante,1148
20231212,m_15169,Visitatore,4887
20231212,m_15169,Abitante abituale,8441
20231214,m_15041,Pernottante,1590
20231214,m_15041,Visitatore,6366
20231214,m_15041,Abitante abituale,9082
20231214,m_15244,Pernottante,683
20231214,m_15244,Abitante abituale,2761
20231214,m_15244,Visitatore,4304
20231214,m_15250,Pernottante,3339
20231214,m_15250,Abitante abituale,8602
20231214,m_15250,Visitatore,10100
20231215,a_15146_1,Abitante abituale,29496
20231215,a_15146_1,Pernottante,68771
20231215,a_15146_1,Visitatore,214917
20231215,a_15146_69,Pernottante,9356
20231215,a_15146_69,Abitante abituale,20049
20231215,a_15146_69,Visitatore,30598
20231215,m_15140,Pernottante,2707
20231215,m_15140,Visitatore,8649
20231215,m_15140,Abitante abituale,12306
20231217,m_15230,Pernottante,747
20231217,m_15230,Visitatore,2935
20231217,m_15230,Abitante abituale,6586
20231218,m_15098,Pernottante,1479
20231218,m_15098,Abitante abituale,10257
20231218,m_15098,Visitatore,10584
20231218,m_15224,Pernottante,512
20231218,m_15224,Visitatore,3002
20231218,m_15224,Abitante abituale,3339
20231219,a_15146_12,Visitatore,11820
20231219,m_15201,Pernottante,1497
20231219,m_15201,Abitante abituale,6462
20231221,m_15116,Pernottante,4934
20231221,m_15116,Visitatore,18846
20231221,m_15116,Abitante abituale,19902
20231223,a_15146_41,Pernottante,4231
20231223,a_15146_41,Visitatore,9068
20231223,a_15146_41,Abitante abituale,12638
20231223,m_15105,Pernottante,5376
20231223,m_15105,Visitatore,14604
20231223,m_15105,Abitante abituale,16848
20231225,a_15146_08,Pernottante,418
20231225,a_15146_08,Visitatore,858
20231225,a_15146_08,Abitante abituale,969
20231225,m_15122,Pernottante,1252
20231225,m_15122,Visitatore,2174
20231225,m_15150,Pernottante,52
20231225,m_15150,Abitante abituale,244
20231225,m_15150,Visitatore,402
20231225,m_15151,Pernottante,1062
20231225,m_15151,Visitatore,1909
20231225,m_15151,Abitante abituale,3425
20231225,m_15173,Pernottante,3546
20231225,m_15173,Visitatore,6581
20231225,m_15173,Abitante abituale,10325
20231225,m_15200,Pernottante,956
20231225,m_15200,Visitatore,2842
20231225,m_15200,Abitante abituale,3114
20231226,a_15146_14,Pernottante,5455
20231226,a_15146_14,Visitatore,8541
20231226,a_15146_14,Abitante abituale,10186
20231226,a_15146_25,Pernottante,3111
20231226,a_15146_25,Visitatore,6314
20231226,a_15146_25,Abitante abituale,8441
20231227,a_15146_73,Pernottante,2897
20231227,a_15146_73,Visitatore,8992
20231227,a_15146_73,Abitante abituale,9586
20231228,a_15146_34,Pernottante,1851
20231228,a_15146_34,Visitatore,5165
20231228,a_15146_34,Abitante abituale,8093
20231228,a_15146_5,Abitante abituale,14190
20231228,a_15146_5,Pernottante,22886
20231228,a_15146_5,Visitatore,59162
20231229,m_15062,Pernottante,1330
20231229,m_15062,Visitatore,3462
20231229,m_15062,Abitante abituale,6634
20231230,m_15158,Pernottante,707
20231230,m_15158,Visitatore,1471
20231230,m_15158,Abitante abituale,3094
20231230,m_15188,Pernottante,502
20231230,m_15188,Visitatore,830
20231230,m_15188,Abitante abituale,2948
20230413,m_15181,Pernottante,1114
20230413,m_15181,Visitatore,8617
20230530,a_15146_32,Pernottante,3742
20230530,a_15146_32,Abitante abituale,14823
20230917,m_15114,Pernottante,1293
20230917,m_15114,Abitante abituale,7014
20231009,m_15016,Pernottante,571
20231009,m_15016,Abitante abituale,2519
20231011,m_15229,Visitatore,3438
20231219,a_15146_12,Pernottante,4131
20231219,a_15146_12,Abitante abituale,13350
20231219,m_15201,Visitatore,5455
20231225,m_15122,Abitante abituale,2532
20230101,m_15209,Pernottante,20688
20230101,m_15209,Visitatore,21910
20230101,m_15209,Abitante abituale,49338
20230101,m_15210,Pernottante,1993
20230101,m_15210,Visitatore,2664
20230101,m_15210,Abitante abituale,3534
20230102,a_15146_23,Pernottante,4909
20230102,a_15146_23,Visitatore,9720
20230102,a_15146_23,Abitante abituale,13728
20230102,a_15146_50,Pernottante,4241
20230102,a_15146_50,Visitatore,9288
20230102,a_15146_50,Abitante abituale,12827
20230103,m_15081,Pernottante,5266
20230103,m_15081,Visitatore,16088
20230103,m_15081,Abitante abituale,29935
20230104,m_15041,Pernottante,1243
20230104,m_15041,Visitatore,4385
20230104,m_15041,Abitante abituale,8612
20230105,m_15011,Pernottante,7073
20230105,m_15011,Abitante abituale,8006
20230105,m_15011,Visitatore,26474
20230106,m_15229,Pernottante,1021
20230106,m_15229,Visitatore,2711
20230106,m_15229,Abitante abituale,4865
20230107,m_15144,Pernottante,749
20230107,m_15144,Visitatore,1601
20230107,m_15144,Abitante abituale,2615
20230108,m_15036,Pernottante,4374
20230108,m_15036,Visitatore,11047
20230108,m_15036,Abitante abituale,25356
20230110,m_15170,Pernottante,3168
20230110,m_15170,Abitante abituale,8195
20230110,m_15170,Visitatore,13352
20230112,a_15146_09,Pernottante,581
20230112,a_15146_09,Visitatore,3629
20230112,a_15146_09,Abitante abituale,3840
20230113,a_15146_11,Pernottante,11131
20230113,a_15146_11,Abitante abituale,20436
20230113,a_15146_11,Visitatore,35799
20230114,a_15146_21,Pernottante,5040
20230114,a_15146_21,Abitante abituale,12101
20230114,a_15146_21,Visitatore,13146
20230115,a_15146_09,Pernottante,564
20230115,a_15146_09,Visitatore,3470
20230115,a_15146_09,Abitante abituale,3736
20230116,a_15146_19,Pernottante,4850
20230116,a_15146_19,Visitatore,16759
20230116,a_15146_19,Abitante abituale,17310
20230117,a_15146_66,Pernottante,2716
20230117,a_15146_66,Abitante abituale,9668
20230117,a_15146_66,Visitatore,11761
20230117,m_15173,Pernottante,2667
20230117,m_15173,Visitatore,8116
20230117,m_15173,Abitante abituale,11813
20230120,m_15010,Pernottante,1488
20230120,m_15010,Visitatore,6032
20230120,m_15010,Abitante abituale,8565
20230121,a_15146_13,Pernottante,5927
20230121,a_15146_13,Abitante abituale,11968
20230121,a_15146_13,Visitatore,17727
20230121,m_15074,Pernottante,3709
20230121,m_15074,Visitatore,12079
20230121,m_15074,Abitante abituale,13643
20230123,a_15146_22,Pernottante,5689
20230123,a_15146_22,Abitante abituale,17525
20230123,a_15146_22,Visitatore,31997
20230123,m_15016,Pernottante,429
20230123,m_15016,Visitatore,2262
20230123,m_15016,Abitante abituale,2565
20230123,m_15183,Pernottante,545
20230123,m_15183,Visitatore,2277
20230123,m_15183,Abitante abituale,2854
20230123,m_15244,Pernottante,547
20230123,m_15244,Abitante abituale,2492
20230123,m_15244,Visitatore,4058
20230124,m_15151,Pernottante,383
20230124,m_15151,Visitatore,1310
20230124,m_15151,Abitante abituale,3486
20230125,m_15040,Pernottante,593
20230125,m_15040,Visitatore,2722
20230125,m_15040,Abitante abituale,4965
20230126,a_15146_11,Pernottante,9860
20230126,a_15146_11,Abitante abituale,20382
20230126,a_15146_11,Visitatore,31756
20230126,a_15146_70,Pernottante,3598
20230126,a_15146_70,Abitante abituale,13969
20230126,a_15146_70,Visitatore,15378
20230127,a_15146_53,Pernottante,2935
20230127,a_15146_53,Abitante abituale,9792
20230127,a_15146_53,Visitatore,9824
20230128,m_15169,Pernottante,1434
20230128,m_15169,Visitatore,5395
20230128,m_15169,Abitante abituale,9150
20230130,a_15146_40,Pernottante,5256
20230130,a_15146_40,Abitante abituale,10592
20230130,a_15146_40,Visitatore,31284
20230130,m_15108,Pernottante,2527
20230130,m_15108,Visitatore,8922
20230130,m_15108,Abitante abituale,16219
20230130,m_15183,Pernottante,572
20230130,m_15183,Visitatore,2301
20230130,m_15183,Abitante abituale,2904
20230130,m_15226,Pernottante,504
20230130,m_15226,Visitatore,1823
20230130,m_15226,Abitante abituale,3243
20230201,a_15146_26,Pernottante,3357
20230201,a_15146_26,Abitante abituale,10886
20230201,a_15146_26,Visitatore,14508
20230201,m_15098,Pernottante,963
20230201,m_15098,Abitante abituale,6883
20230201,m_15098,Visitatore,8455
20230204,m_15236,Pernottante,446
20230204,m_15236,Visitatore,1726
20230204,m_15236,Abitante abituale,1952
20230206,m_15010,Pernottante,1437
20230206,m_15010,Visitatore,5976
20230206,m_15010,Abitante abituale,9162
20230207,m_15247,Pernottante,1029
20230207,m_15247,Abitante abituale,5056
20230207,m_15247,Visitatore,5504
20230208,m_15038,Pernottante,533
20230208,m_15038,Visitatore,1796
20230208,m_15038,Abitante abituale,2614
20230208,m_15122,Pernottante,1178
20230208,m_15122,Abitante abituale,3405
20230208,m_15122,Visitatore,4926
20230208,m_15192,Pernottante,7812
20230208,m_15192,Visitatore,27119
20230208,m_15192,Abitante abituale,29894
20230210,m_15024,Pernottante,1258
20230210,m_15024,Visitatore,4632
20230210,m_15024,Abitante abituale,6422
20230210,m_15181,Pernottante,1362
20230210,m_15181,Visitatore,9642
20230210,m_15181,Abitante abituale,13273
20230211,m_15014,Pernottante,1037
20230211,m_15014,Abitante abituale,2827
20230211,m_15014,Visitatore,4084
20230212,a_15146_26,Pernottante,4169
20230212,a_15146_26,Visitatore,8526
20230212,a_15146_26,Abitante abituale,10260
20230212,m_15154,Pernottante,1427
20230212,m_15154,Visitatore,5832
20230212,m_15154,Abitante abituale,10833
20230213,a_15146_17,Pernottante,4848
20230213,a_15146_17,Abitante abituale,14930
20230213,a_15146_17,Visitatore,18222
20230214,a_15146_48,Pernottante,2419
20230214,a_15146_48,Visitatore,8119
20230214,a_15146_48,Abitante abituale,11523
20230214,m_15134,Visitatore,3792
20230214,m_15157,Pernottante,3715
20230214,m_15157,Visitatore,15612
20230214,m_15157,Abitante abituale,19081
20230214,m_15173,Pernottante,2283
20230214,m_15173,Visitatore,8143
20230214,m_15173,Abitante abituale,11725
20230215,a_15146_85,Pernottante,8924
20230215,a_15146_85,Abitante abituale,17982
20230215,a_15146_85,Visitatore,30131
20230215,m_15247,Pernottante,1118
20230215,m_15247,Abitante abituale,4927
20230215,m_15247,Visitatore,5685
20230216,m_15071,Pernottante,262
20230216,m_15071,Abitante abituale,2035
20230216,m_15071,Visitatore,2803
20230218,m_15103,Pernottante,1631
20230218,m_15103,Visitatore,4976
20230218,m_15103,Abitante abituale,7267
20230219,a_15146_65,Pernottante,2169
20230219,a_15146_65,Visitatore,6152
20230219,a_15146_65,Abitante abituale,10487
20230221,m_15224,Pernottante,712
20230221,m_15224,Visitatore,3166
20230221,m_15224,Abitante abituale,3660
20230222,a_15146_09,Pernottante,588
20230222,a_15146_09,Visitatore,3240
20230222,a_15146_09,Abitante abituale,4039
20230222,m_15099,Pernottante,272
20230222,m_15099,Visitatore,1623
20230222,m_15099,Abitante abituale,2692
20230225,m_15035,Pernottante,546
20230225,m_15035,Visitatore,1282
20230225,m_15035,Abitante abituale,1966
20230225,m_15078,Pernottante,827
20230225,m_15078,Visitatore,2220
20230225,m_15078,Abitante abituale,4129
20230226,m_15022,Pernottante,371
20230226,m_15022,Abitante abituale,899
20230226,m_15022,Visitatore,917
20230226,m_15044,Pernottante,1083
20230226,m_15044,Abitante abituale,5416
20230226,m_15044,Visitatore,5522
20230226,m_15182,Pernottante,9012
20230226,m_15182,Visitatore,17338
20230226,m_15182,Abitante abituale,37865
20230227,a_15146_4,Pernottante,6433
20230227,a_15146_4,Abitante abituale,13532
20230227,a_15146_4,Visitatore,26259
20230227,m_15061,Pernottante,112
20230227,m_15061,Visitatore,783
20230227,m_15061,Abitante abituale,881
20230228,a_15146_05,Abitante abituale,1168
20230228,a_15146_05,Pernottante,1313
20230228,a_15146_05,Visitatore,6275
20230301,m_15140,Pernottante,2002
20230301,m_15140,Visitatore,7363
20230301,m_15140,Abitante abituale,12236
20230303,a_15146_61,Pernottante,15600
20230303,a_15146_61,Abitante abituale,21730
20230303,a_15146_61,Visitatore,46158
20230303,a_15146_62,Pernottante,4596
20230303,a_15146_62,Abitante abituale,11668
20230303,a_15146_62,Visitatore,22492
20230303,m_15022,Pernottante,250
20230303,m_15022,Visitatore,677
20230303,m_15022,Abitante abituale,918
20230306,a_15146_41,Pernottante,3107
20230306,a_15146_41,Visitatore,12553
20230306,a_15146_41,Abitante abituale,13144
20230306,a_15146_74,Pernottante,2726
20230306,a_15146_74,Visitatore,10333
20230306,a_15146_74,Abitante abituale,11312
20230308,a_15146_48,Pernottante,2413
20230308,a_15146_48,Visitatore,7776
20230308,a_15146_48,Abitante abituale,11227
20230308,m_15179,Pernottante,891
20230308,m_15179,Visitatore,4271
20230308,m_15179,Abitante abituale,5234
20230310,a_15146_53,Pernottante,3013
20230310,a_15146_53,Abitante abituale,10125
20230310,a_15146_53,Visitatore,10518
20230310,m_15151,Pernottante,453
20230310,m_15151,Visitatore,1542
20230310,m_15151,Abitante abituale,3640
20230312,a_15146_15,Pernottante,12610
20230312,a_15146_15,Abitante abituale,17358
20230312,a_15146_15,Visitatore,32716
20230313,m_15011,Pernottante,5663
20230313,m_15011,Abitante abituale,9564
20230313,m_15011,Visitatore,27012
20230313,m_15055,Pernottante,192
20230313,m_15055,Abitante abituale,900
20230313,m_15055,Visitatore,1591
20230314,a_15146_57,Pernottante,5177
20230314,a_15146_57,Abitante abituale,16310
20230314,a_15146_57,Visitatore,21210
20230314,m_15032,Pernottante,3194
20230314,m_15032,Visitatore,12253
20230314,m_15032,Abitante abituale,17843
20230315,m_15077,Pernottante,12152
20230315,m_15077,Visitatore,42174
20230315,m_15077,Abitante abituale,54825
20230316,m_15061,Pernottante,311
20230316,m_15061,Visitatore,1404
20230316,m_15061,Abitante abituale,1922
20230316,m_15167,Pernottante,1010
20230316,m_15167,Abitante abituale,5672
20230316,m_15167,Visitatore,5902
20230316,m_15192,Pernottante,7452
20230316,m_15192,Visitatore,26426
20230316,m_15192,Abitante abituale,30104
20230318,m_15206,Pernottante,3033
20230318,m_15206,Visitatore,14766
20230318,m_15206,Abitante abituale,15717
20230319,m_15062,Pernottante,1165
20230319,m_15062,Visitatore,6101
20230319,m_15062,Abitante abituale,8992
20230319,m_15112,Pernottante,144
20230319,m_15112,Visitatore,1038
20230319,m_15112,Abitante abituale,1102
20230320,a_15146_01,Pernottante,298
20230320,a_15146_01,Abitante abituale,1313
20230320,a_15146_01,Visitatore,1836
20230320,a_15146_47,Pernottante,2762
20230320,a_15146_47,Visitatore,11006
20230320,a_15146_47,Abitante abituale,11245
20230321,a_15146_82,Pernottante,2620
20230321,a_15146_82,Abitante abituale,11688
20230321,a_15146_82,Visitatore,11877
20230321,m_15181,Pernottante,1086
20230321,m_15181,Visitatore,7651
20230321,m_15181,Abitante abituale,12813
20230322,m_15072,Pernottante,1564
20230322,m_15072,Visitatore,9543
20230322,m_15072,Abitante abituale,10938
20230323,a_15146_60,Pernottante,7152
20230323,a_15146_60,Abitante abituale,17567
20230323,a_15146_60,Visitatore,26389
20230324,a_15146_25,Pernottante,3580
20230324,a_15146_25,Visitatore,12652
20230324,a_15146_25,Abitante abituale,13104
20230324,m_15249,Pernottante,391
20230324,m_15249,Abitante abituale,2511
20230324,m_15249,Visitatore,3180
20230326,m_15188,Pernottante,888
20230326,m_15188,Visitatore,1630
20230326,m_15188,Abitante abituale,3495
20230327,a_15146_04,Pernottante,555
20230327,a_15146_04,Abitante abituale,1699
20230327,a_15146_04,Visitatore,3192
20230328,a_15146_77,Pernottante,2349
20230328,a_15146_77,Abitante abituale,9603
20230328,a_15146_77,Visitatore,9782
20230330,a_15146_25,Pernottante,3865
20230330,a_15146_25,Visitatore,12212
20230330,a_15146_25,Abitante abituale,13311
20230402,a_15146_52,Pernottante,2830
20230402,a_15146_52,Visitatore,6960
20230402,a_15146_52,Abitante abituale,12652
20230403,m_15062,Pernottante,1060
20230403,m_15062,Visitatore,6531
20230403,m_15062,Abitante abituale,7942
20230408,m_15060,Pernottante,1650
20230408,m_15060,Visitatore,5614
20230408,m_15060,Abitante abituale,8912
20230409,a_15146_58,Pernottante,2223
20230409,a_15146_58,Visitatore,4982
20230409,a_15146_58,Abitante abituale,6206
20230410,a_15146_64,Pernottante,3010
20230410,a_15146_64,Visitatore,5892
20230410,a_15146_64,Abitante abituale,9128
20230411,m_15012,Pernottante,1899
20230411,m_15012,Visitatore,6558
20230411,m_15012,Abitante abituale,13225
20230411,m_15183,Pernottante,562
20230411,m_15183,Visitatore,2199
20230411,m_15183,Abitante abituale,3169
20230411,m_15213,Pernottante,1190
20230411,m_15213,Visitatore,8517
20230411,m_15213,Abitante abituale,13063
20230412,m_15036,Pernottante,3941
20230412,m_15036,Visitatore,16772
20230412,m_15036,Abitante abituale,23906
20230414,m_15022,Pernottante,261
20230414,m_15022,Visitatore,506
20230414,m_15022,Abitante abituale,886
20230414,m_15114,Pernottante,1532
20230414,m_15114,Visitatore,7640
20230414,m_15114,Abitante abituale,8038
20230414,m_15200,Pernottante,346
20230414,m_15200,Visitatore,1917
20230414,m_15200,Abitante abituale,2411
20230416,a_15146_33,Pernottante,1723
20230416,a_15146_33,Visitatore,4483
20230416,a_15146_33,Abitante abituale,7025
20230417,a_15146_20,Pernottante,1578
20230417,a_15146_20,Abitante abituale,6984
20230417,a_15146_20,Visitatore,8208
20230417,m_15024,Pernottante,1025
20230417,m_15024,Visitatore,4819
20230417,m_15024,Abitante abituale,5441
20230417,m_15077,Pernottante,12344
20230417,m_15077,Visitatore,42073
20230417,m_15077,Abitante abituale,55676
20230419,m_15097,Pernottante,1328
20230419,m_15097,Abitante abituale,5636
20230419,m_15097,Visitatore,6525
20230419,m_15172,Pernottante,1370
20230419,m_15172,Abitante abituale,7307
20230419,m_15172,Visitatore,9087
20230420,m_15251,Pernottante,820
20230420,m_15251,Visitatore,1923
20230420,m_15251,Abitante abituale,3562
20230421,m_15019,Pernottante,438
20230421,m_15019,Visitatore,1861
20230421,m_15019,Abitante abituale,2600
20230422,a_15146_31,Pernottante,2059
20230422,a_15146_31,Visitatore,6273
20230422,a_15146_31,Abitante abituale,9476
20230422,a_15146_63,Pernottante,2861
20230422,a_15146_63,Visitatore,10049
20230422,a_15146_63,Abitante abituale,14758
20230424,m_15024,Pernottante,1039
20230424,m_15024,Visitatore,4077
20230424,m_15024,Abitante abituale,4878
20230424,m_15081,Pernottante,5923
20230424,m_15081,Visitatore,15052
20230424,m_15081,Abitante abituale,28922
20230426,a_15146_39,Pernottante,5187
20230426,a_15146_39,Abitante abituale,17305
20230426,a_15146_39,Visitatore,22460
20230427,a_15146_79,Pernottante,2324
20230427,a_15146_79,Visitatore,9435
20230427,a_15146_79,Abitante abituale,14845
20230428,a_15146_65,Pernottante,1899
20230428,a_15146_65,Visitatore,6863
20230428,a_15146_65,Abitante abituale,10162
20230428,m_15185,Pernottante,617
20230428,m_15185,Visitatore,1877
20230428,m_15185,Abitante abituale,3388
20230429,a_15146_83,Pernottante,2949
20230429,a_15146_83,Visitatore,10492
20230429,a_15146_83,Abitante abituale,12312
20230429,m_15105,Pernottante,4762
20230429,m_15105,Visitatore,14820
20230429,m_15105,Abitante abituale,16968
20230430,m_15026,Pernottante,824
20230430,m_15026,Abitante abituale,2190
20230430,m_15026,Visitatore,2997
20230430,m_15062,Pernottante,1201
20230430,m_15062,Visitatore,5122
20230430,m_15062,Abitante abituale,7315
20230503,m_15086,Pernottante,3777
20230503,m_15086,Visitatore,11292
20230503,m_15086,Abitante abituale,15830
20230503,m_15134,Pernottante,963
20230503,m_15134,Visitatore,3313
20230503,m_15134,Abitante abituale,4369
20230504,m_15040,Pernottante,472
20230504,m_15040,Visitatore,2027
20230504,m_15040,Abitante abituale,3512
20230505,m_15007,Pernottante,609
20230505,m_15007,Visitatore,2455
20230505,m_15007,Abitante abituale,3518
20230508,a_15146_57,Pernottante,5585
20230508,a_15146_57,Abitante abituale,16231
20230508,a_15146_57,Visitatore,22027
20230509,a_15146_13,Pernottante,6758
20230509,a_15146_13,Abitante abituale,15611
20230509,a_15146_13,Visitatore,27048
20230509,a_15146_18,Pernottante,3694
20230509,a_15146_18,Visitatore,14320
20230509,a_15146_18,Abitante abituale,14535
20230509,m_15097,Pernottante,1235
20230509,m_15097,Abitante abituale,5588
20230509,m_15097,Visitatore,6301
20230509,m_15165,Pernottante,201
20230509,m_15165,Visitatore,897
20230509,m_15165,Abitante abituale,987
20230509,m_15248,Pernottante,625
20230509,m_15248,Visitatore,3413
20230509,m_15248,Abitante abituale,3710
20230510,m_15185,Pernottante,445
20230510,m_15185,Visitatore,1431
20230510,m_15185,Abitante abituale,3507
20230511,a_15146_1,Abitante abituale,31794
20230511,a_15146_1,Pernottante,58253
20230511,a_15146_1,Visitatore,219391
20230512,m_15178,Pernottante,840
20230512,m_15178,Visitatore,4216
20230512,m_15178,Abitante abituale,5122
20230512,m_15229,Pernottante,971
20230512,m_15229,Visitatore,3703
20230512,m_15229,Abitante abituale,5139
20230513,m_15027,Pernottante,4364
20230513,m_15027,Visitatore,13276
20230513,m_15027,Abitante abituale,24683
20230513,m_15118,Pernottante,10563
20230513,m_15118,Visitatore,38935
20230513,m_15118,Abitante abituale,42955
20230514,a_15146_010,Pernottante,304
20230514,a_15146_010,Abitante abituale,373
20230514,a_15146_010,Visitatore,1205
20230514,m_15188,Pernottante,615
20230514,m_15188,Visitatore,1758
20230514,m_15188,Abitante abituale,3335
20230514,m_15222,Pernottante,299
20230514,m_15222,Abitante abituale,799
20230514,m_15222,Visitatore,3429
20230518,a_15146_4,Pernottante,10677
20230518,a_15146_4,Abitante abituale,16731
20230518,a_15146_4,Visitatore,34049
20230518,m_15220,Pernottante,3115
20230518,m_15220,Visitatore,12756
20230518,m_15220,Abitante abituale,17303
20230520,a_15146_70,Pernottante,4297
20230520,a_15146_70,Visitatore,13608
20230520,a_15146_70,Abitante abituale,16068
20230520,m_15167,Pernottante,1265
20230520,m_15167,Abitante abituale,3411
20230520,m_15167,Visitatore,4551
20230521,m_15044,Pernottante,1050
20230521,m_15044,Visitatore,4671
20230521,m_15044,Abitante abituale,5495
20230522,a_15146_14,Pernottante,6022
20230522,a_15146_14,Abitante abituale,14041
20230522,a_15146_14,Visitatore,15954
20230522,a_15146_56,Pernottante,3649
20230522,a_15146_56,Visitatore,15018
20230522,a_15146_56,Abitante abituale,16169
20230526,a_15146_68,Pernottante,5552
20230526,a_15146_68,Abitante abituale,15551
20230526,a_15146_68,Visitatore,22220
20230527,a_15146_46,Pernottante,5506
20230527,a_15146_46,Abitante abituale,14068
20230527,a_15146_46,Visitatore,18702
20230527,m_15078,Pernottante,681
20230527,m_15078,Visitatore,2447
20230527,m_15078,Abitante abituale,4007
20230528,a_15146_12,Pernottante,3797
20230528,a_15146_12,Visitatore,9920
20230528,a_15146_12,Abitante abituale,13416
20230528,a_15146_70,Pernottante,4284
20230528,a_15146_70,Visitatore,12470
20230528,a_15146_70,Abitante abituale,15764
20230530,a_15146_59,Pernottante,3534
20230530,a_15146_59,Abitante abituale,13121
20230530,a_15146_59,Visitatore,16992
20230531,m_15201,Pernottante,1065
20230531,m_15201,Visitatore,4496
20230531,m_15201,Abitante abituale,5687
20230531,m_15221,Pernottante,1155
20230531,m_15221,Abitante abituale,8070
20230531,m_15221,Visitatore,10016
20230531,m_15224,Pernottante,783
20230531,m_15224,Abitante abituale,2854
20230531,m_15224,Visitatore,4250
20230601,a_15146_1,Abitante abituale,30063
20230601,a_15146_1,Pernottante,55769
20230601,a_15146_1,Visitatore,185735
20230602,a_15146_29,Pernottante,4436
20230602,a_15146_29,Visitatore,9823
20230602,a_15146_29,Abitante abituale,12159
20230602,a_15146_62,Pernottante,3295
20230602,a_15146_62,Visitatore,11421
20230602,a_15146_62,Abitante abituale,11728
20230603,m_15176,Pernottante,1841
20230603,m_15176,Abitante abituale,4931
20230603,m_15176,Visitatore,5821
20230608,m_15086,Pernottante,4217
20230608,m_15086,Visitatore,12471
20230608,m_15086,Abitante abituale,14969
20230609,a_15146_64,Pernottante,3336
20230609,a_15146_64,Abitante abituale,10421
20230609,a_15146_64,Visitatore,12065
20230610,m_15022,Pernottante,500
20230610,m_15022,Abitante abituale,767
20230610,m_15022,Visitatore,924
20230610,m_15144,Pernottante,629
20230610,m_15144,Visitatore,2026
20230610,m_15144,Abitante abituale,2483
20230612,a_15146_8,Pernottante,6723
20230612,a_15146_8,Abitante abituale,19344
20230612,a_15146_8,Visitatore,28925
20230613,m_15050,Pernottante,1270
20230613,m_15050,Visitatore,2719
20230613,m_15050,Abitante abituale,3111
20230614,m_15010,Pernottante,1733
20230614,m_15010,Visitatore,6783
20230614,m_15010,Abitante abituale,8705
20230614,m_15181,Pernottante,1062
20230614,m_15181,Visitatore,8473
20230614,m_15181,Abitante abituale,12059
20230615,a_15146_37,Pernottante,3309
20230615,a_15146_37,Visitatore,16150
20230615,a_15146_37,Abitante abituale,16331
20230615,a_15146_65,Pernottante,1959
20230615,a_15146_65,Visitatore,9348
20230615,a_15146_65,Abitante abituale,11081
20230615,m_15076,Pernottante,1085
20230615,m_15076,Visitatore,5697
20230615,m_15076,Abitante abituale,9552
20230615,m_15140,Pernottante,2119
20230615,m_15140,Visitatore,7546
20230615,m_15140,Abitante abituale,11381
20230616,m_15112,Pernottante,134
20230616,m_15112,Visitatore,622
20230617,a_15146_55,Pernottante,5752
20230617,a_15146_55,Abitante abituale,12427
20230617,a_15146_55,Visitatore,22257
20230617,m_15076,Pernottante,1381
20230617,m_15076,Visitatore,6085
20230617,m_15076,Abitante abituale,8992
20230617,m_15093,Pernottante,7369
20230617,m_15093,Visitatore,25669
20230617,m_15093,Abitante abituale,26812
