categoria,data_fine,data_inizio,indirizzo,luogo,titolo,url,macro_categoria,geocoded_address,lat,long
Teatri,21-02-24,2024-02-21,"Viale dell'Innovazione, 20, Milano, MI",Teatro Arcimboldi,"In scena all'Arcimboldi: True Tales of Sex, Success and Sex and The City",https://www.milanotoday.it/eventi/teatro/arcimbolldi-true-tales-of-sex-success-and-sex-and-the-city.html,Teatro e spettacolo,"20, Viale dell'Innovazione, Bicocca, Municipio 9, Milano, Lombardia, 20125, Italia",45.5148696,9.2135963
Spettacoli,21-02-24,2024-02-21,"Piazza Risorgimento 19,20066, Melzo, MI,Italia",Trivulzio,La cena dei cretini,https://www.teatro.it/spettacoli/melzo/trivulzio/2023-2024/la-cena-dei-cretini,Teatro e spettacolo,"Piazza Risorgimento, Melzo, Milano, Lombardia, 20066, Italia",45.5003449,9.4229132
Mercatini,22-05-24,2024-02-21,"Via Festa del Perdono, Milano, MI",,"Laghetto Street Market, il mercatino del riciclo nel cuore di Milano",https://www.milanotoday.it/eventi/mercatino-riciclo-via-festa-del-perdono.html,Mercati e shopping,"Via Festa del Perdono, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4618941,9.1949837
Spettacoli,21-02-24,2024-02-21,"v. Mons. Pogliani 7/a,ang. via Grandi,20090, Cesano Boscone, MI,Italia",Cristallo,Ci vuole orecchio,https://www.teatro.it/spettacoli/cesano-boscone/cristallo/2023-2024/elio-ci-vuole-orecchio,Teatro e spettacolo,"20090, Italy",45.407,9.1083
,21-02-24,2024-02-21,"Via Sant'Antonio, 5, Milano, MI",Centro Pastorale Ambrosiano,"Gerusalemme, Milano: una Chiesa, due realtà in dialogo",https://www.milanotoday.it/eventi/gerusalemme-milano-una-chiesa-due-realta-in-dialogo-monsignor-pierbattista-pizzaballa-e-monsignor-mario-delpini.html,Non classificato,"5, Via Sant'Antonio, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4614519,9.1934697
Mostre,20-06-24,2024-02-22,"Via Tortona, 56, Milano, MI",Mudec - Museo delle Culture,La grande mostra su Picasso nel cuore di Milano,https://www.milanotoday.it/eventi/mostra-picasso-mudec.html,Arte e cultura,"Mudec, 56, Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4520455,9.1613185
Manifestazioni,25-02-24,2024-02-22,"Via Tortona, 58, Milano, MI",White Village / Padiglione Visconti,"Milano Fashion Week, il vintage di East Market debutta in Tortona",https://www.milanotoday.it/eventi/fashion-week-2024-east-market-tortona.html,Altri eventi,"58, Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.451368,9.1610367
Mostre,02-06-24,2024-02-22,"Piazza del Duomo, Milano, MI",Palazzo Reale,Più di 200 foto di Brassaï in mostra a Palazzo Reale,https://www.milanotoday.it/eventi/mostra-fotografica-brassai-palazzo-reale.html,Arte e cultura,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398
,22-02-24,2024-02-22,"Piazza Venticinque Aprile, 8, Milano, MI",Cinema Anteo,Basilico – L'infinito è là in fondo,https://www.milanotoday.it/eventi/basilico-l-infinito-e-la-in-fondo-proiezione-all-anteo-con-regista-e-cast-in-sala-documentario-sul-fotografo-d-architettura-gabriele-basilico.html,Non classificato,"Anteo Spazio Cinema, 8, Piazza Venticinque Aprile, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4800568,9.1877898
,14-03-24,2024-02-22,"Corso Buenos Aires, 45, Milano, MI",Lusvardi Art,Etere - Uroboros,https://www.milanotoday.it/eventi/etere-uroboros-katya-ohii-lorenzo-conforti-giuseppe-salis-gregorio-vignola.html,Non classificato,"Goldenpoint, 45, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4808037,9.2111831
Spettacoli,23-02-24,2024-02-23,"Piazza S. Magno,20025, Legnano, MI,Italia",Galleria,Maschio caucasico irrisolto,https://www.teatro.it/spettacoli/legnano/galleria/2023-2024/antonio-ornano-maschio-caucasico-irrisolto,Teatro e spettacolo,"Piazza San Magno, San Magno, Oltresempione, Legnano, Milano, Lombardia, 20025, Italia",45.5948853,8.9184024
,23-02-24,2024-02-23,"Piazza della Scala, Milano, MI",Palazzo Marino,"Equal, l’evento di adci che celebra il superamento degli stereotipi nella comunicazione",https://www.milanotoday.it/eventi/equal-l-evento-di-adci-che-celebra.html,Non classificato,"Piazza della Scala, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4672839,9.1901494
Spettacoli,23-02-24,2024-02-23,"v. Matteotti 30,20064, Gorgonzola, MI,Italia",Sala Argentia,Ci vuole orecchio,https://www.teatro.it/spettacoli/gorgonzola/sala-argentia/2023-2024/elio-ci-vuole-orecchio,Teatro e spettacolo,"Sala Argentia, 30, Via Giacomo Matteotti, Gorgonzola, Milano, Lombardia, 20064, Italia",45.5327792,9.4032916
,23-02-24,2024-02-23,"Via Federico Confalonieri, 15, Milano, MI",Ristorante Bosco Verticale,Cena elegante tra le dolci note del pianoforte da “Ristorante bosco verticale”,https://www.milanotoday.it/eventi/venerdi-23-febbraio-2024-cena-elegante-tra-le-dolci-note-del-pianoforte-da-ristorante-bosco-verticale-mi.html,Non classificato,"Bosco Verticale, 15, Via Federico Confalonieri, Isola, Municipio 9, Milano, Lombardia, 20124, Italia",45.4867373,9.1912629
,23-02-24,2024-02-23,"Via Tortona, 27, Milano, MI",Super  Club,Sensitive contents,https://www.milanotoday.it/eventi/sensitive-contents-super-club-milano-super-studio-events.html,Non classificato,"Mandarina duck, 27, Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4506784,9.1634775
Spettacoli,24-02-24,2024-02-24,"Via G. di Vittorio 6,20090, Assago, MI,Italia",Unipol Forum,Tour 2025,https://www.teatro.it/spettacoli/assago/mediolanum-forum/2023-2024/alfa-non-so-chi-ha-creato-il-mondo,Teatro e spettacolo,"20090, Italy",45.407,9.1083
,24-02-24,2024-02-24,"Via Emanuele Kant, 8, Milano, MI",Cineteatro Maria Regina Pacis,La trilogia della confessione,https://www.milanotoday.it/eventi/la-trilogia-della-confessione-omt-officina-manutenzione-teatrale.html,Non classificato,"Club Alpino Italiano - Sottosezione G.E.S.A., 8, Via Immanuel Kant, Gallaratese, Quartiere Gallaratese, Municipio 8 di Milano, Milano, Lombardia, 20151, Italia",45.4960782,9.1175137
Spettacoli,24-02-24,2024-02-24,"Piazza S. Magno,20025, Legnano, MI,Italia",Galleria,Ci vuole orecchio,https://www.teatro.it/spettacoli/legnano/galleria/2023-2024/elio-ci-vuole-orecchio,Teatro e spettacolo,"Piazza San Magno, San Magno, Oltresempione, Legnano, Milano, Lombardia, 20025, Italia",45.5948853,8.9184024
Disco&Feste,24-02-24,2024-02-24,"Via Gaudenzio Fantoli, 9, Milano, MI",Fabrique,La serata delle sigle tv e dei cartoni animati,https://www.milanotoday.it/eventi/festa-serie-tv-fabrique.html,Musica e vita notturna,"Fabrique, 9, Via Gaudenzio Fantoli, Mecenate, Municipio 4, Milano, Lombardia, 20138, Italia",45.4521243,9.2522773
,24-02-24,2024-02-24,"Via Giuseppe Gabetti, 15, Milano, MI",MARE CULTURALE URBANO,Conflitto e violenza nei rapporti amorosi: la sonata a Kreutzer,https://www.milanotoday.it/eventi/conflitto-e-violenza-nei-rapporti-amorosi-la-sonata-a-kreutzer-davide-tortorella.html,Non classificato,"Cascina Torrette di Trenno, 15, Via Giuseppe Gabetti, Quartiere Vercellese, Forze Armate, Municipio 7, Milano, Lombardia, 20147, Italia",45.4687457,9.1240256
Spettacoli,24-02-24,2024-02-24,"p.zza IV Novembre 3,20025, Legnano, MI,Italia",Talisio Tirinnanzi,Lo Chiamavano Scintilla,https://www.teatro.it/spettacoli/legnano/talisio-tirinnanzi/2023-2024/lo-chiamavano-scintilla,Teatro e spettacolo,"Scuola Secondaria di Primo Grado Giovanni Ungaretti, 3, Piazza Quattro Novembre, San Giorgio su Legnano, Milano, Lombardia, 20034, Italia",45.5765251,8.9157963
Spettacoli,24-02-24,2024-02-24,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,Simon Boccanegra,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2023-2024/simon-boccanegra-teatro-alla-scala,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4676198,9.1884287
,25-02-24,2024-02-24,"Viale Achille Papa, 30, Milano, MI",GinArteria c\o World Join Center,Private night per la Milano fashion week,https://www.milanotoday.it/eventi/private-night-per-la-milano-fashion-week-aperitivo-dj-set.html,Non classificato,"30, Viale Achille Papa, Villapizzone, QT8, Municipio 8 di Milano, Milano, Lombardia, 20149, Italia",45.4895624,9.1412193
Spettacoli,24-02-24,2024-02-24,"Corso Venezia 2/A,20121, Milano, MI,Italia",San Babila,Sconfort Zone,https://www.teatro.it/spettacoli/milano/san-babila/2023-2024/paolo-camilli-paolo-camilli-live,Teatro e spettacolo,"2a, Corso Venezia, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4670204,9.1981104
Spettacoli,25-02-24,2024-02-25,"Corso di Porta Romana 63,20122, Milano, MI,Italia",Carcano,De Gasperi: L'Europa brucia,https://www.teatro.it/spettacoli/milano/carcano/2023-2024/de-gasperi-leuropa-brucia,Teatro e spettacolo,"Teatro Carcano, 63, Corso di Porta Romana, Crocetta, Municipio 1, Milano, Lombardia, 20121, Italia",45.4566842,9.1955297
Spettacoli,25-02-24,2024-02-25,"Via Giordano Rota 1,20145, Milano, MI,Italia",Nazionale Italiana Assicurazioni,Saranno famosi - Fame Il Musical,https://www.teatro.it/spettacoli/milano/nazionale-chebanca/2023-2024/saranno-famosi-fame-il-musical,Teatro e spettacolo,"20145, Italy",45.4643,9.1895
Spettacoli,25-02-24,2024-02-25,"Via Valtellina,7,20159, Milano, MI,Italia",Il Sistina Chapiteau - Milano,MATILDA Il Musical,https://www.teatro.it/spettacoli/milano/il-sistina-chapiteau/2023-2024/matilda-il-musical,Teatro e spettacolo,"Via Valtellina, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.4966447,9.183847
Spettacoli,25-02-24,2024-02-25,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - Sala Bausch,Caligula's Party,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-bausch/2023-2024/caligulas-party-chiara-ameglio,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387
Spettacoli,25-02-24,2024-02-25,"Via Lattanzio 58/A,20137, Milano, MI,Italia",deSidera Teatro Oscar,I Mezzalira. Panni sporchi fritti in casa,https://www.teatro.it/spettacoli/milano/oscar/2023-2024/i-mezzalira-panni-sporchi-fritti-in-casa,Teatro e spettacolo,"Teatro Oscar DeSidera, 58/A, Via Lattanzio, Umbria - Molise, Municipio 4, Milano, Lombardia, 20137, Italia",45.4523298,9.2167181
Spettacoli,25-02-24,2024-02-25,"Viale dell'Innovazione 20,20126, Milano, MI,Italia",Arcimboldi,Open,https://www.teatro.it/spettacoli/milano/arcimboldi/2023-2024/open-daniel-ezralow,Teatro e spettacolo,"20, Viale dell'Innovazione, Bicocca, Municipio 9, Milano, Lombardia, 20125, Italia",45.5148696,9.2135963
Spettacoli,25-02-24,2024-02-25,"Via Larga 14,20122, Milano, MI,Italia",Lirico Giorgio Gaber,TILT - Esaurimento globale,https://www.teatro.it/spettacoli/milano/lirico-giorgio-gaber/2023-2024/debora-villa-esaurimento-globale,Teatro e spettacolo,"Teatro Lirico Giorgio Gaber, 14, Via Larga, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20122, Italia",45.4615135,9.1918702
Spettacoli,25-02-24,2024-02-25,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,Il calamaro gigante,https://www.teatro.it/spettacoli/milano/manzoni/2023-2024/il-calamaro-gigante,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762
Spettacoli,25-02-24,2024-02-25,"Viale dell'Innovazione 20,20126, Milano, MI,Italia",Arcimboldi,LA REGINA DEI GHIACCI,https://www.teatro.it/spettacoli/milano/arcimboldi/2023-2024/all-crazy-art-show-la-regina-dei-ghiacci,Teatro e spettacolo,"20, Viale dell'Innovazione, Bicocca, Municipio 9, Milano, Lombardia, 20125, Italia",45.5148696,9.2135963
Spettacoli,25-02-24,2024-02-25,"Via Ciro Menotti 11,20129, Milano, MI,Italia",Menotti,I due Papi,https://www.teatro.it/spettacoli/milano/menotti/2023-2024/giorgio-colangeli-mariano-rigillo-i-due-papi,Teatro e spettacolo,"11, Via Ciro Menotti, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4699888,9.2132156
Spettacoli,25-02-24,2024-02-25,"via Filodrammatici,1,20121, Milano, MI,Italia",Filodrammatici,Bed Boy Jack,https://www.teatro.it/spettacoli/milano/filodrammatici/2023-2024/bed-boy-jack,Teatro e spettacolo,"Teatro dei Filodrammatici, 1, Via Filodrammatici, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.467261,9.188435
,25-02-24,2024-02-25,"Via Marco D'Oggiono, Milano, MI",Teatro LabArca,"Né brutta, né bella. Nel salotto di Maria Gaetana Agnesi",https://www.milanotoday.it/eventi/ne-brutta-ne-bella-nel-salotto-di-maria-gaetana-agnesi-maria-eugenia-d-aquino.html,Non classificato,"Via Marco d'Oggiono, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4569667,9.1758861
Spettacoli,25-02-24,2024-02-25,"Via Andrea Maria Ampère 1,20131, Milano, MI,Italia",MTM - Leonardo,Forbici & Follia,https://www.teatro.it/spettacoli/milano/leonardo/2023-2024/forbici-follia,Teatro e spettacolo,"Teatro Leonardo da Vinci, 1, Via Andrea Maria Ampère, Città Studi, Municipio 3, Milano, Lombardia, 20131, Italia",45.4795266,9.2263901
Spettacoli,25-02-24,2024-02-25,"Via Rivoli 6,20121, Milano, MI,Italia",Piccolo Teatro - Studio Melato,Come tremano le cose riflesse nell'acqua,https://www.teatro.it/spettacoli/milano/piccolo-teatro-studio-melato/2023-2024/come-tremano-le-cose-riflesse-nellacqua,Teatro e spettacolo,"6, Via Rivoli, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4726093,9.182881
Sport,25-02-24,2024-02-25,"Via Luigi Canonica, 23, Milano, MI",Chinatown,"""Chinatown Dragon Edition Run"", torna la maratona nel cuore di Milano",https://www.milanotoday.it/eventi/chinatown-run-maratona-paolo-sarpi.html,Sport e attività fisica,"Ali Baba Pizzeria, 23, Via Luigi Canonica, Sarpi, Municipio 1, Milano, Lombardia, 20154, Italia",45.4782042,9.1755751
Mercatini,25-02-24,2024-02-25,"Via Luigi Nono, 9, Milano, MI",Tempio del Futuro Perduto,A Milano il primo festival di street food asiatico,https://www.milanotoday.it/eventi/mercato-baratto-festival-street-food-asiatico.html,Mercati e shopping,"9, Via Luigi Nono, Bullona, Porta Volta, Municipio 8 di Milano, Milano, Lombardia, 20154, Italia",45.4864027,9.1751051
,25-02-24,2024-02-25,"Via Cesare Cesariano, 7, Milano, MI",LibrOsteria,Manifesta. Un monologo di e con Valentina Lattuada,https://www.milanotoday.it/eventi/manifesta-un-monologo-di-e-con-valentina-lattuada-valentina-lattuada.html,Non classificato,"7, Via Cesare Cesariano, Sarpi, Municipio 1, Milano, Lombardia, 20154, Italia",45.4781978,9.176918
Mercatini,25-02-24,2024-02-25,"Via Dante, Milano, MI",Corsico,"A Corsico tornano gli Ambulanti di Forte dei Marmi, con il meglio del Made in Italy",https://www.milanotoday.it/eventi/mercato-forte-dei-marmi-corsico-2024.html,Mercati e shopping,"Via Dante, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4656708,9.1855443
Spettacoli,26-02-24,2024-02-26,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,Impara a essere felice,https://www.teatro.it/spettacoli/milano/manzoni/2023-2024/paolo-crepet-impara-a-essere-felice,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762
,26-02-24,2024-02-26,"Via Marco D'Oggiono, Milano, MI",Teatro LabArca,"Vinicio Capossela e Fan Fath: ""Come li pacci"" e ""Appunti di vista e di viaggio""",https://www.milanotoday.it/eventi/faciti-rota-vinicio-capossela-e-fan-fath-al.html,Non classificato,"Via Marco d'Oggiono, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4569667,9.1758861
,26-02-24,2024-02-26,"Via Bolzano, 29a, Milano, MI",Spazio Bolzano29,Shakespeare racconta Dante,https://www.milanotoday.it/eventi/shakespeare-racconta-dante-rassegna-teatrale-per-i-460-dalla-nascita-di-shakespeare-mariano-rigillo-e-anna-teresa-rossini.html,Non classificato,"29a, Via Bolzano, Nolo, Municipio 2, Milano, Lombardia, 20127, Italia",45.4963588,9.222765
Teatri,28-02-24,2024-02-27,"Viale dell'Innovazione, 20, Milano, MI",Teatro degli Arcimboldi,Pio e Amedeo in un nuovo spettacolo a Milano. Orari e biglietti,https://www.milanotoday.it/eventi/spettacolo-pio-amedeo-teatro-arcimboldi-biglietti.html,Teatro e spettacolo,"20, Viale dell'Innovazione, Bicocca, Municipio 9, Milano, Lombardia, 20125, Italia",45.5148696,9.2135963
Spettacoli,27-02-24,2024-02-27,"p.zza IV Novembre 3,20025, Legnano, MI,Italia",Talisio Tirinnanzi,L'Avaro,https://www.teatro.it/spettacoli/legnano/talisio-tirinnanzi/2023-2024/lavaro,Teatro e spettacolo,"Scuola Secondaria di Primo Grado Giovanni Ungaretti, 3, Piazza Quattro Novembre, San Giorgio su Legnano, Milano, Lombardia, 20034, Italia",45.5765251,8.9157963
,27-02-24,2024-02-27,"Largo Corsia dei Servi, 4, Milano, MI",Centro Culturale di Milano,Daniele Mencarelli. Degli amanti non degli eroi,https://www.milanotoday.it/eventi/daniele-mencarelli-degli-amanti-non-degli-eroi-daniele-mencarelli-e-luca-mastrantonio.html,Non classificato,"Largo Corsia dei Servi, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4647722,9.1958825
Mostre,28-04-24,2024-02-28,"Via Sant'Agnese, 18, Milano, MI",L'appartamento,"La mostra ""Be-Polar"" di Mirko Leuzzi per la prima volta a Milano",https://www.milanotoday.it/eventi/mostra-mirko-leuzzi.html,Arte e cultura,"18, Via Sant'Agnese, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4644885,9.176065
Spettacoli,28-02-24,2024-02-28,"Piazza Risorgimento 19,20066, Melzo, MI,Italia",Trivulzio,Dio è morto e neanch'io mi sento tanto bene,https://www.teatro.it/spettacoli/melzo/trivulzio/2023-2024/dio-e-morto-e-neanchio-mi-sento-tanto-bene,Teatro e spettacolo,"Piazza Risorgimento, Melzo, Milano, Lombardia, 20066, Italia",45.5003449,9.4229132
Spettacoli,28-02-24,2024-02-28,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,Canova,https://www.teatro.it/spettacoli/milano/manzoni/2023-2024/vittorio-sgarbi-canova,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762
Spettacoli,29-02-24,2024-02-29,"Viale dell'Innovazione 20,20126, Milano, MI,Italia",Arcimboldi,Manoglia,https://www.teatro.it/spettacoli/milano/arcimboldi/2023-2024/davide-van-de-sfroos-manoglia,Teatro e spettacolo,"20, Viale dell'Innovazione, Bicocca, Municipio 9, Milano, Lombardia, 20125, Italia",45.5148696,9.2135963
Spettacoli,29-02-24,2024-02-29,"Via Lattanzio 58/A,20137, Milano, MI,Italia",deSidera Teatro Oscar,Il fu Mattia Pascal,https://www.teatro.it/spettacoli/milano/oscar/2023-2024/giorgio-marchesi-il-fu-mattia-pascal,Teatro e spettacolo,"Teatro Oscar DeSidera, 58/A, Via Lattanzio, Umbria - Molise, Municipio 4, Milano, Lombardia, 20137, Italia",45.4523298,9.2167181
,30-03-24,2024-02-29,"Via Benedetto Marcello, 46, Milano, MI",Galleria Manifiesto Blanco,Mostra luoghi nascosti tra cielo e terra di Marta Tessaroli,https://www.milanotoday.it/eventi/mostra-luoghi-nascosti-tra-cielo-e-terra-marta-tessaroli-manifiesto-blanco-marta-tessaroli.html,Non classificato,"46, Via Benedetto Marcello, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4829617,9.2105962
,29-02-24,2024-02-29,"Corso di Porta Vittoria, 43, Milano, MI",Camera del Lavoro di Milano,"Per terra, per mare. la criminalità ambientale tra la lombardia e il mediterraneo",https://www.milanotoday.it/eventi/per-terra-per-mare-la-criminalita-.html,Non classificato,"43, Corso di Porta Vittoria, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4624935,9.2038876
,02-03-24,2024-02-29,"Via Giulio Cesare Procaccini, 4, Milano, MI",Fabbrica del Vapore,Contenitori di olio musicale,https://www.milanotoday.it/eventi/arte-da-mangiare-mangiare-arte-presenta-contenitori-di-olio-musicale-per-olio-officina-festival-2024-arte-da-mangiare-mangiare-arte.html,Non classificato,"4, Via Giulio Cesare Procaccini, Bullona, Porta Volta, Municipio 8 di Milano, Milano, Lombardia, 20154, Italia",45.4839945,9.1753796
,03-03-24,2024-02-29,"Via Giuseppe Candiani, 72, Milano, MI",Politecnico di Milano - Campus Bovisa,Spazio allo spazio,https://www.milanotoday.it/eventi/spazio-allo-spazio-.html,Non classificato,"Biblioteca Bovisa Candiani, 72, Via Giuseppe Candiani, Bovisa, Municipio 9, Milano, Lombardia, 20158, Italia",45.5052319,9.166787
Incontro/presentazione,29-02-24,2024-02-29,"via Brera, 28, Milano, MI",Pinacoteca di Brera - Biblioteca Nazionale Braidense di Milano,Le Ondine perdute,,Formazione e networking,"Pinacoteca di Brera, 28, Via Brera, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4722421,9.1884071
,10-03-24,2024-02-29,"Viale Luigi Majno, 38, Milano, MI",ETHICANDO GALLERY,"Mostra personale ""Metropolitan flowers"" dell'artista Paola Giordano",https://www.milanotoday.it/eventi/mostra-personale-metropolitan-flowers-dell-artista-paola-giordano-a-cura-di-marco-eugenio-di-giandomenico-paola-giordano.html,Non classificato,"Viale Luigi Majno, Guastalla, Municipio 1, Milano, Lombardia, 20219, Italia",45.4733179,9.2053378
Manifestazioni,03-03-24,2024-02-29,"Via Giulio Cesare Procaccini, 4, Milano, MI",Fabbrica del Vapore,"Olio Officina Festival, incontri e degustazioni dei migliori oli extra vergine d'oliva",https://www.milanotoday.it/eventi/olio-officina-festival-2024.html,Altri eventi,"4, Via Giulio Cesare Procaccini, Bullona, Porta Volta, Municipio 8 di Milano, Milano, Lombardia, 20154, Italia",45.4839945,9.1753796
,29-02-24,2024-02-29,"Via Fratelli Zoia, 89, Milano, MI",Spazio Teatro 89,"Esta Sombra, spettacolo di teatro-danza in prima nazionale",https://www.milanotoday.it/eventi/esta-sombra-spettacolo-di-teatro-danza-in-prima-nazionale-lisa-capaccioli-daisy-phillips.html,Non classificato,"Via Fratelli Zoia, Quarto Cagnino, Municipio 7, Milano, Lombardia, 20153, Italia",45.4720145,9.1089432
Incontri,29-02-24,2024-02-29,"Viale Enrico Fermi, 98, Milano, MI",Legend Club,Gli Statuto in concerto per celebrare i loro 40 anni di successi,https://www.milanotoday.it/eventi/concerto-statuto-legend-club.html,Formazione e networking,"Legend Club, 98, Viale Enrico Fermi, Parco Nord, Municipio 9, Milano, Lombardia, 20161, Italia",45.5161589,9.1794377
Spettacoli,01-03-24,2024-03-01,"v. Matteotti 30,20064, Gorgonzola, MI,Italia",Sala Argentia,Manoglia,https://www.teatro.it/spettacoli/gorgonzola/sala-argentia/2023-2024/davide-van-de-sfroos-manoglia,Teatro e spettacolo,"Sala Argentia, 30, Via Giacomo Matteotti, Gorgonzola, Milano, Lombardia, 20064, Italia",45.5327792,9.4032916
,01-03-24,2024-03-01,"Via Ferrante Aporti, 32, Milano, MI",UStudio Milano,Experience media story,https://www.milanotoday.it/eventi/experience-media-story-stefania-carleo-e-guido-giannone.html,Non classificato,"32, Via Ferrante Aporti, Loreto, Municipio 2, Milano, Lombardia, 20125, Italia",45.4909401,9.2113173
,03-03-24,2024-03-01,"Via Moncucco, 35, Milano, MI",Super Studio Maxi,Giocare è un'arte: draft? Il ludopub di cranio creations sarà ad (un)fair,https://www.milanotoday.it/eventi/giocare-e-un-arte-draft-il-ludopub-di-cranio-creations-sara-ad-un-fair-cranio-creations.html,Non classificato,"35, Via Moncucco, San Cristoforo, Municipio 6, Milano, Lombardia, 20143, Italia",45.4388607,9.1668385
Manifestazioni,03-03-24,2024-03-01,"Via Pier Lombardo, 14, Milano, MI",Teatro Franco Parenti e Cinemino,"Il Nord Europa arriva a Milano con ""I Boreali Nordic Festival""",https://www.milanotoday.it/eventi/boreali-festival-nord-europa-2024-teatro-franco-parenti.html,Altri eventi,"Via Pier Lombardo, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4542958,9.2063109
,10-03-24,2024-03-01,"Via Santa Maria Valle, 2, Milano, MI",MA-EC,Milart,https://www.milanotoday.it/eventi/milart.html,Non classificato,"Fondazione Alessandro Durini, 2, Via Santa Maria Valle, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4600544,9.1838916
,01-03-24,2024-03-01,"Via Ferrante Aporti, 32, Milano, MI",UStudio Milano,Experience media story,https://www.milanotoday.it/eventi/experience-media-story-experience-media-story.html,Non classificato,"32, Via Ferrante Aporti, Loreto, Municipio 2, Milano, Lombardia, 20125, Italia",45.4909401,9.2113173
,29-03-24,2024-03-01,"Via San Damiano, 2, Milano, MI",Galleria Salamon Fine Art,Federica Galli,https://www.milanotoday.it/eventi/federica-galli-museo-city-2024-federica-galli.html,Non classificato,"2, Via San Damiano, Magenta, Milano, Lombardia, 20013, Italia",45.4612307,8.8878582
Spettacoli,01-03-24,2024-03-01,"Viale dell'Innovazione 20,20126, Milano, MI,Italia",Arcimboldi,Vita bassa,https://www.teatro.it/spettacoli/milano/arcimboldi/2023-2024/giorgia-fumo-vita-bassa,Teatro e spettacolo,"20, Viale dell'Innovazione, Bicocca, Municipio 9, Milano, Lombardia, 20125, Italia",45.5148696,9.2135963
,10-03-24,2024-03-01,"Via Santa Maria Valle, 2, Milano, MI",Galleria MA-EC,"""corpi in-tensione"" di vincenzo pipitone a milano, alla galleria ma-ec, dal 1 al 10 marzo",https://www.milanotoday.it/eventi/corpi-in-tensione-di-vincenzo-pipitone-2024.html,Non classificato,"Fondazione Alessandro Durini, 2, Via Santa Maria Valle, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4600544,9.1838916
Mostre,04-03-24,2024-03-01,"Via Giulio Cesare Procaccini, Milano, MI",Fabbrica del Vapore,"""Supereroi"", la mostra sui poliziotti che combattono contro la pedopornografia",https://www.milanotoday.it/eventi/mostra-supereroi-polizia.html,Arte e cultura,"Via Giulio Cesare Procaccini, Bullona, Porta Volta, Municipio 8 di Milano, Milano, Lombardia, 20154, Italia",45.4838783,9.1755509
Attività Didattica,03-03-24,2024-03-01,"via Brera, 28, Milano, MI",Pinacoteca di Brera,MuseoCity 2024 Pinacoteca di Brera,,Formazione e networking,"Pinacoteca di Brera, 28, Via Brera, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4722421,9.1884071
