categoria,data_fine,data_inizio,indirizzo,luogo,titolo,url,macro_categoria,geocoded_address,lat,long
Cinema,06-01-20,2020-01-06,"Viale Fulvio Testi, 121, Milano, MI",MIC - Museo Interattivo del Cinema,Un'Epifania speciale al Museo Interattivo del Cinema con brindisi e lotteria,https://www.milanotoday.it/eventi/cinema-epifania-museo-interattivo-brindisi-lotteria.html,Arte e cultura,"Fondazione Cineteca Italiana, 121, Viale Fulvio Testi, Niguarda - Cà Granda, Municipio 9, Milano, Lombardia, 20126, Italia",45.5133792,9.2039096
Spettacoli,06-01-20,2020-01-06,"Corso Buenos Aires,33,20124, Milano, MI,Italia",Teatro Elfo Puccini - sala Fassbinder,Cinemalteatro Family,https://www.teatro.it/spettacoli/milano/teatro-elfo-puccini-sala-fassbinder/2019-2020/cinemalteatro-family,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387
Spettacoli,06-01-20,2020-01-06,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - Sala Bausch,Cola degli Abissi,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-bausch/2019-2020/cola-degli-abissi,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387
Spettacoli,06-01-20,2020-01-06,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,Festival della Magia,https://www.teatro.it/spettacoli/milano/manzoni/2019-2020/festival-della-magia,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762
Spettacoli,06-01-20,2020-01-06,"via Pier Lombardo,14,20135, Milano, MI,Italia",Franco Parenti - Sala Grande,Garden Party,https://www.teatro.it/spettacoli/milano/franco-parenti-sala-grande/2019-2020/garden-party,Teatro e spettacolo,"Via Pier Lombardo, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4542958,9.2063109
Cinema,18-01-20,2020-01-07,"Viale Fulvio Testi, 121, Milano, MI",MIC – Museo Interattivo del Cinema,"Alla scoperta del grande Federico Fellini, tra film e documentari",https://www.milanotoday.it/eventi/film-federico-fellini-mic.html,Arte e cultura,"Fondazione Cineteca Italiana, 121, Viale Fulvio Testi, Niguarda - Cà Granda, Municipio 9, Milano, Lombardia, 20126, Italia",45.5133792,9.2039096
Spettacoli,07-01-20,2020-01-07,"Viale dell'Innovazione 20,20126, Milano, MI,Italia",Arcimboldi,Roberto Bolle and Friends,https://www.teatro.it/spettacoli/milano/degli-arcimboldi/2019-2020/roberto-bolle-friends,Teatro e spettacolo,"20, Viale dell'Innovazione, Bicocca, Municipio 9, Milano, Lombardia, 20125, Italia",45.5148696,9.2135963
Teatri,07-01-20,2020-01-07,"Piazza San Babila, Milano, MI",Teatro Nuovo,"In scena al Teatro nuovo ""Russia eterna"" del russian national show gzhel",https://www.milanotoday.it/eventi/in-scena-al-teatro-nuovo-russia-2019.html,Teatro e spettacolo,"Piazza San Babila, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.466374,9.1977066
Teatri,12-01-20,2020-01-07,"Via Rivoli, 6, Milano, MI",Piccolo Teatro Studio Melato,Della madre: a gennaio il debutto al Piccolo,https://www.milanotoday.it/eventi/spettacolo-della-madre-piccolo.html,Teatro e spettacolo,"6, Via Rivoli, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4726093,9.182881
Concerti,10-01-20,2020-01-07,"Via Filodrammatici, 2, Milano, MI",Teatro alla Scala,Il 2020 della Stagione Sinfonica della Scala inizia con i concerti di Gianandrea Noseda,https://www.milanotoday.it/eventi/concerti-gennaio-2020-teatro-scala.html,Musica e vita notturna,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4676198,9.1884287
Spettacoli,08-01-20,2020-01-08,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,Tosca,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2019-2020/tosca,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4676198,9.1884287
Teatri,19-01-20,2020-01-08,"Via Pier Lombardo, 14, Milano, MI",Teatro Franco Parenti,Wiston vs Churchill: dall'8 gennaio al Parenti,https://www.milanotoday.it/eventi/winston-vs-churchill-spettacolo.html,Teatro e spettacolo,"Via Pier Lombardo, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4542958,9.2063109
Spettacoli,08-01-20,2020-01-08,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,Il paese dei campanelli,https://www.teatro.it/spettacoli/milano/manzoni/2019-2020/il-paese-dei-campanelli-1,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762
Incontri,12-01-20,2020-01-09,"Via Savona, 10, Milano, MI",Teatro Libero,Il gioco,https://www.milanotoday.it/eventi/il-gioco-2019.html,Formazione e networking,"10, Via Savona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4556132,9.1685852
Mostre,19-01-20,2020-01-09,"Piazza Sant'Ambrogio, Milano, MI",Basilica di Sant’Ambrogio,"Sant'Ambrogio, una mostra gratis racconta la vita delle detenute e delle monache",https://www.milanotoday.it/eventi/mondo-dentro-mostra.html,Arte e cultura,"Piazza Sant'Ambrogio, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4620403,9.1746594
Teatri,19-01-20,2020-01-09,"Corso di Porta Romana, 63, Milano, MI",Teatro Carcano,La cena delle belve: in scena al Teatro Carcano,https://www.milanotoday.it/eventi/cena-delle-belve-spettacolo.html,Teatro e spettacolo,"Teatro Carcano, 63, Corso di Porta Romana, Crocetta, Municipio 1, Milano, Lombardia, 20121, Italia",45.4566842,9.1955297
,21-01-20,2020-01-09,"Alzaia Naviglio Grande, 4, Milano, MI",Vi.P. Gallery Milano,Traiettorie nel cielo,https://www.milanotoday.it/eventi/traiettorie-nel-cielo-valentina-carrera-e-virgilio-patarini.html,Non classificato,"4, Alzaia Naviglio Grande, Navigli, Municipio 6, Milano, Lombardia, 20144, Italia",45.4521916,9.1761844
Incontri,10-01-20,2020-01-10,"Via Giuseppe Gabetti, 15, Milano, MI",Mare Culturale Urbano,Un weekend divertente all'insegna dell'arte per tutti,https://www.milanotoday.it/eventi/un-weekend-divertente-all-insegna-dell-arte-per-tutti-2019.html,Formazione e networking,"Cascina Torrette di Trenno, 15, Via Giuseppe Gabetti, Quartiere Vercellese, Forze Armate, Municipio 7, Milano, Lombardia, 20147, Italia",45.4687457,9.1240256
Cibo e Vino,10-01-20,2020-01-10,"Via Rovigno, 14, Milano, MI",Bocciofila Martesana,Una sagra della pasta cacio e pepe in arrivo alla Bocciofila,https://www.milanotoday.it/eventi/sagra-pasta-cacio-pepe-bocciofila.html,Enogastronomia,"14, Via Rovigno, Padova, Municipio 2, Milano, Lombardia, 20125, Italia",45.5030298,9.2197702
Concerti,10-01-20,2020-01-10,"Via Pietro Borsieri, 37, Milano, MI",Blue Note,"Milano, arriva un imperdibile concerto tributo ai Pink Floyd",https://www.milanotoday.it/eventi/concerto-tributo-pink-floyd-blue-note.html,Musica e vita notturna,"Blue Note, 37, Via Pietro Borsieri, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.4895296,9.1888504
Incontri,10-01-20,2020-01-10,"Via Tommaso da Cazzaniga, Milano, MI",Casa degli Artisti,Brunori Sas incontra il pubblico per presentare l'ultimo album,https://www.milanotoday.it/eventi/brunori-sas-incontra-pubblico.html,Formazione e networking,"Via Tommaso da Cazzaniga, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.47636,9.1821071
Incontri,10-01-20,2020-01-10,"Via Pietro Borsieri, 37, Milano, MI",Blue Note,Big one in concerto a milano,https://www.milanotoday.it/eventi/big-one-in-concerto-a-milano-big-one.html,Formazione e networking,"Blue Note, 37, Via Pietro Borsieri, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.4895296,9.1888504
Concerti,11-01-20,2020-01-10,"Via Conservatorio, 12, Milano, MI",Conservatorio Giuseppe Verdi,Prove aperte con Ezio Bosso per il concerto con la Europe Philarmonic Orchestra,https://www.milanotoday.it/eventi/prove-aperte-concerto-ezio-bosso.html,Musica e vita notturna,"Via Conservatorio, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4658084,9.2027724
Incontri,31-01-20,2020-01-10,"Via Luigi Galvani, 27, Milano, MI",Palazzo Lombardia (entrata n. 2),"""Immaginario. 125 originali: viaggio a sorpresa negli archivi touring"". il volto di una nazione.",https://www.milanotoday.it/eventi/immaginario-125-originali-viaggio-a-sorpresa-negli-archivi-touring.html,Formazione e networking,"Burton Store, 27, Via Luigi Galvani, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, 20124, Italia",45.4878658,9.1960582
Concerti,11-01-20,2020-01-11,"Largo Gustav Mahler, Milano, MI",Auditorium di Milano,Un concerto in omaggio a Ennio Morricone con le sue più celebri colonne sonore,https://www.milanotoday.it/eventi/concerto-omaggio-ennio-morricone.html,Musica e vita notturna,"Largo Gustav Mahler, Ticinese, Municipio 5, Milano, Lombardia, 20136, Italia",45.4463151,9.1792547
Incontri,11-01-20,2020-01-11,"Via Antonio Stoppani, 12, Milano, MI",Associazione Alia,Don Giovanni: inganno e seduzione. il gioco e il dramma dell’amore,https://www.milanotoday.it/eventi/don-giovanni-inganno-e-seduzione.html,Formazione e networking,"12, Via Antonio Stoppani, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4754027,9.2128581
Incontri,11-01-20,2020-01-11,"Via Fratelli Zoia, 89, Milano, MI",Spazio Teatro 89,“Genesis dream”: 11 gennaio 2020 live a Milano con i real dream,https://www.milanotoday.it/eventi/genesis-dream-11-gennaio-2020-live.html,Formazione e networking,"Via Fratelli Zoia, Quarto Cagnino, Municipio 7, Milano, Lombardia, 20153, Italia",45.4751914,9.108401
Concerti,11-01-20,2020-01-11,"Via Fabio Massimo, 19, Milano, MI",C.I.Q. Centro Internazionale di Quartiere,Un concerto tributo a Fabrizio De Andrè con oltre 40 brani da cantare,https://www.milanotoday.it/eventi/concerto-tributo-fabrizio-de-andre.html,Musica e vita notturna,"19, Via Fabio Massimo, Lodi - Corvetto, Municipio 4, Milano, Lombardia, 20139, Italia",45.4349742,9.2277681
Incontri,28-01-20,2020-01-11,"Via Giuseppe Dall'Occo, 1, Milano, MI",centro culturale artistico Click Art,Emozioni,https://www.milanotoday.it/eventi/emozioni-2019.html,Formazione e networking,"Via Giuseppe Dall'Occo, Cormano, Zona Omogenea Milano Nord, Milano, Lombardia, 20032, Italia",45.5444599,9.1691639
Manifestazioni,11-01-20,2020-01-11,"Piazza Ventiquattro Maggio, Milano, MI",Piazza XXIV Maggio,"Darsena, torna la benedizione delle barche: passaggi gratis a bordo per tutti (prenotando)",https://www.milanotoday.it/eventi/benedizione_barche-darsena.html,Altri eventi,"Piazza Ventiquattro Maggio, Ticinese, Municipio 5, Milano, Lombardia, 20136, Italia",45.4521733,9.181082
Concerti,14-01-20,2020-01-11,"Via Giuseppe di Vittorio, Milano, MI",Mediolanum Forum,Renato Zero in concerto al Mediolanum Forum di Assago. Orari e biglietti,https://www.milanotoday.it/eventi/renato-zero-concerto-2020.html,Musica e vita notturna,"Via Giuseppe Di Vittorio, Pontesesto, Rozzano, Milano, Lombardia, 20072, Italia",45.3848731,9.1854672
Spettacoli,12-01-20,2020-01-12,"Largo Antonio Greppi,20121, Milano, MI,Italia",Piccolo Teatro - Teatro Strehler,Slava's SnowShow,https://www.teatro.it/spettacoli/milano/piccolo-teatro-teatro-strehler/2019-2020/slavas-snowshow,Teatro e spettacolo,"Largo Antonio Greppi, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4718502,9.1827114
Mostre,06-09-20,2020-01-12,"Corso Como, 10, Milano, MI",Galleria Carla Sozzani,Una mostra di Antonio Lopez alla Fondazione Sozzani: orari e aperture,https://www.milanotoday.it/eventi/mostra-antonio-lopez-galleria-sozzani.html,Arte e cultura,"10 Corso Como, 10, Corso Como, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, 20100, Italia",45.4818588,9.187778
Concerti,12-01-20,2020-01-12,"Via Francesco Daverio, 7, Milano, MI",Società Umanitaria,Un concerto di pianoforte con il giovane talento Granata alla Società Umanitaria,https://www.milanotoday.it/eventi/concerto-pianoforte-societa-umanitaria.html,Musica e vita notturna,"7p01, Via Francesco Daverio, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4588856,9.200906
Teatri,12-01-20,2020-01-12,"Via Lambrate, 18, Milano, MI",AROME,Carpa Carpova,https://www.milanotoday.it/eventi/carpa-carpova-amalia-d-aprile-2019.html,Teatro e spettacolo,"California Hostel, 18, Via Lambrate, Loreto, Municipio 3, Milano, Lombardia, 20131, Italia",45.4899487,9.2257438
Incontri,12-01-20,2020-01-12,"Via dei Salici, 9, Milano, MI",CENTRO SOCIALE PERTINI,"Legnano, arriva la 58° Fiera del Disco con migliaia di vinili e dvd",https://www.milanotoday.it/eventi/58-fiera-del-disco-legnano-gratis.html,Formazione e networking,"Parcheggio centro polifunzionale Sandro Pertini( I Salici), 9, Via dei Salici, Mazzafame, Oltrestazione, Legnano, Milano, Lombardia, 20025, Italia",45.5959015,8.8869323
Spettacoli,12-01-20,2020-01-12,"C.so Matteotti,20,20121, Milano, MI,Italia",Nuovo,Kinky Boots,https://www.teatro.it/spettacoli/milano/nuovo/2019-2020/kinky-boots,Teatro e spettacolo,"20, Corso Giacomo Matteotti, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4667336,9.1967703
Concerti,12-01-20,2020-01-12,"Via Conservatorio, 12, Milano, MI",Conservatorio,"Un emozionante ""Concerto Straordinario"" con Ezio Bosso",https://www.milanotoday.it/eventi/concerto-ezio-bosso-conservatorio.html,Musica e vita notturna,"Via Conservatorio, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4658084,9.2027724
Spettacoli,12-01-20,2020-01-12,"Corso Venezia 2/A,20121, Milano, MI,Italia",San Babila,L'ascensore,https://www.teatro.it/spettacoli/milano/san-babila/2019-2020/lascensore,Teatro e spettacolo,"2a, Corso Venezia, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4670204,9.1981104
Spettacoli,12-01-20,2020-01-12,"Via G. di Vittorio 6,20090, Assago, MI,Italia",Unipol Forum,Zero il folle in tour,https://www.teatro.it/spettacoli/assago/mediolanum-forum/2019-2020/zero-il-folle-in-tour,Teatro e spettacolo,"20090, Italy",45.407,9.1083
Spettacoli,12-01-20,2020-01-12,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,Massimo Lopez e Tullio Solenghi Show,https://www.teatro.it/spettacoli/milano/manzoni/2019-2020/massimo-lopez-tullio-solenghi-show,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762
Spettacoli,12-01-20,2020-01-12,"Via Rivoli 6,20121, Milano, MI,Italia",Piccolo Teatro - Studio Melato,Della madre,https://www.teatro.it/spettacoli/milano/piccolo-teatro-studio-melato/2019-2020/della-madre,Teatro e spettacolo,"6, Via Rivoli, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4726093,9.182881
Spettacoli,12-01-20,2020-01-12,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - Sala Bausch,La resa dei conti,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-bausch/2019-2020/la-resa-dei-conti,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387
Spettacoli,13-01-20,2020-01-13,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,Angelo Duro da vivo,https://www.teatro.it/spettacoli/milano/manzoni/2019-2020/angelo-duro-da-vivo,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762
Spettacoli,13-01-20,2020-01-13,"piazza Carlo Alberto dalla Chiesa 4,20020, Arese, MI,Italia",Cinema Teatro Arese,Un borghese piccolo piccolo,https://www.teatro.it/spettacoli/arese/cinema-teatro-arese/2019-2020/un-borghese-piccolo-piccolo,Teatro e spettacolo,"Cinema Teatro Arese, 4, Piazza Generale Carlo Alberto Dalla Chiesa, Sant'Anna, Arese, Milano, Lombardia, 20044, Italia",45.549694,9.0777685
Cinema,07-06-20,2020-01-13,"Viale Tunisia, 35, Milano, MI",Piscina Cozzi,A Milano il primo Cinema in un luogo incredibile,https://www.milanotoday.it/eventi/cinema-bianchini-piscina-cozzi.html,Arte e cultura,"35, Viale Tunisia, Centrale, Municipio 2, Milano, Lombardia, 20124, Italia",45.4790274,9.2013564
Spettacoli,13-01-20,2020-01-13,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - sala Shakespeare,Mentre le ombre si allungano,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-shakespeare/2019-2020/mentre-le-ombre-si-allungano,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387
Spettacoli,13-01-20,2020-01-13,"v. Mons. Pogliani 7/a,ang. via Grandi,20090, Cesano Boscone, MI,Italia",Cristallo,Pesce d'aprile,https://www.teatro.it/spettacoli/cesano-boscone/cristallo/2019-2020/pesce-daprile,Teatro e spettacolo,"20090, Italy",45.407,9.1083
Spettacoli,14-01-20,2020-01-14,"C.so Matteotti,20,20121, Milano, MI,Italia",Nuovo,I miti del rock - Joe Ontario Sings Elvis,https://www.teatro.it/spettacoli/milano/nuovo/2019-2020/i-miti-del-rock-joe-ontario-sings-elvis,Teatro e spettacolo,"20, Corso Giacomo Matteotti, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4667336,9.1967703
Spettacoli,14-01-20,2020-01-14,"Viale dell'Innovazione 20,20126, Milano, MI,Italia",Arcimboldi,PIO e AMEDEO - La classe non è qua,https://www.teatro.it/spettacoli/milano/degli-arcimboldi/2019-2020/pio-e-amedeo-la-classe-non-e-qua,Teatro e spettacolo,"20, Viale dell'Innovazione, Bicocca, Municipio 9, Milano, Lombardia, 20125, Italia",45.5148696,9.2135963
Teatri,26-01-20,2020-01-14,"Via Pier Lombardo, 14, Milano, MI",Teatro Franco Parenti,Io mai niente con nessuno avevo fatto: lo spettacolo in scena al Parenti,https://www.milanotoday.it/eventi/io-mai-niente-spettacolo.html,Teatro e spettacolo,"Via Pier Lombardo, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4542958,9.2063109
Teatri,19-01-20,2020-01-14,"Corso Buenos Aires, 33, Milano, MI",Teatro Elfo Puccini,"Quel che accadde a Jack, Jack, Jack e Jack: in scena all'Elfo",https://www.milanotoday.it/eventi/quel-che-accade-jack.html,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387
Mostre,31-01-20,2020-01-14,"Via Luigi Galvani, 27, Milano, MI",Spazio Espositivo Palazzo Lombardia,"Immaginario, a Milano arriva la grande mostra con 125 fotografie dell'Archivio Touring: gratis",https://www.milanotoday.it/eventi/immaginario-mostra-foto-touring.html,Arte e cultura,"Burton Store, 27, Via Luigi Galvani, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, 20124, Italia",45.4878658,9.1960582
,15-01-20,2020-01-14,"Piazza San Babila, 3, Milano, MI",Teatro Nuovo,I miti del rock: doppio evento in scena al teatro nuovo di milano il 14 e 15 gennaio. Biglietti in vendita dal 25 luglio,https://www.milanotoday.it/eventi/miti-del-rock-doppio-evento-in-scena-al-teatro-nuovo.html,Non classificato,"3, Piazza San Babila, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4665231,9.1971251
Teatri,19-01-20,2020-01-14,"Via Gian Antonio Boltraffio, 21, Milano, MI",Teatro Sala Fontana,"Platonov, la pièce in scena al Teatro Fontana",https://www.milanotoday.it/eventi/platonov-spettacolo.html,Teatro e spettacolo,"21, Via Gian Antonio Boltraffio, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.4921952,9.1878419
Spettacoli,14-01-20,2020-01-14,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,Sylvia,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2019-2020/sylvia,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4676198,9.1884287
Mercatini,14-01-20,2020-01-14,"Piazza Sant'Eustorgio, Milano, MI",Piazza Sant'Eustorgio,"Gennaio 2020, torna ""Il Buono in Tavola"", il mercato agricolo con prodotti di stagione",https://www.milanotoday.it/eventi/mercato-agricolo-buono-in-tavola.html,Mercati e shopping,"Piazza Sant'Eustorgio, Ticinese, Municipio 1, Milano, Lombardia, 20122, Italia",45.4536531,9.180762
Teatri,19-01-20,2020-01-14,"Via Ciro Menotti, 11, Milano, MI",Teatro Menotti,"Al teatro Menotti di Milano lo spettacolo contro la mafia ""il mio nome è caino""",https://www.milanotoday.it/eventi/al-teatro-menotti-di-milano-lo-spettacolo-contro-la-mafia.html,Teatro e spettacolo,"11, Via Ciro Menotti, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4699888,9.2132156
Teatri,16-02-20,2020-01-15,"Via Rovello, 2, Milano, MI",Piccolo Teatro Grassi,Misericordia: lo spettacolo in scena al Piccolo fino al 16 febbraio,https://www.milanotoday.it/eventi/misericordia-spettacolo-piccolo.html,Teatro e spettacolo,"2, Via Rovello, Brera, Milano, Lombardia, 20121, Italia",45.4665188,9.1847651
Incontri,15-01-20,2020-01-15,"Via Fezzan, 11, Milano, MI",Ecoteatro,Climate change symposium mi2020 - Educare per agire,https://www.milanotoday.it/eventi/climate-change-symposium-mi2020-educare-per-agire.html,Formazione e networking,"EcoTeatro, 11, Via Fezzan, Bande Nere, Municipio 6, Milano, Lombardia, 20146, Italia",45.4592109,9.1459527
Incontri,15-01-20,2020-01-15,"Viale della Liberazione, Milano, MI",Volvo Studio Milano,Threes presenta david monacchi - Fragments of extinction,https://www.milanotoday.it/eventi/threes-presenta-david-monacchi-fragments-of-extinction.html,Formazione e networking,"Viale della Liberazione, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, 20100, Italia",45.4825907,9.1938058
Spettacoli,15-01-20,2020-01-15,"C.so Matteotti,20,20121, Milano, MI,Italia",Nuovo,I miti del rock - The Jimi Hendrix revolution,https://www.teatro.it/spettacoli/milano/nuovo/2019-2020/i-miti-del-rock-the-jimi-hendrix-revolution,Teatro e spettacolo,"20, Corso Giacomo Matteotti, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4667336,9.1967703
Spettacoli,15-01-20,2020-01-15,"Viale dell'Innovazione 20,20126, Milano, MI,Italia",Arcimboldi,"Panariello, Conti, Pieraccioni - Lo Show",https://www.teatro.it/spettacoli/milano/degli-arcimboldi/2019-2020/panariello-conti-pieraccioni-lo-show,Teatro e spettacolo,"20, Viale dell'Innovazione, Bicocca, Municipio 9, Milano, Lombardia, 20125, Italia",45.5148696,9.2135963
