categoria,data_fine,data_inizio,indirizzo,luogo,titolo,url,macro_categoria,geocoded_address,lat,long
Spettacoli,09-02-20,2020-02-09,"via Filodrammatici,1,20121, Milano, MI,Italia",Filodrammatici,La donna più grassa del mondo,https://www.teatro.it/spettacoli/milano/filodrammatici/2019-2020/la-donna-piu-grassa-del-mondo,Teatro e spettacolo,"Teatro dei Filodrammatici, 1, Via Filodrammatici, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.467261,9.188435
Spettacoli,09-02-20,2020-02-09,"Viale dell'Innovazione 20,20126, Milano, MI,Italia",Arcimboldi,"Priscilla, la regina del deserto - Il musical",https://www.teatro.it/spettacoli/milano/degli-arcimboldi/2019-2020/priscilla-la-regina-del-deserto-il-musical,Teatro e spettacolo,"20, Viale dell'Innovazione, Bicocca, Municipio 9, Milano, Lombardia, 20125, Italia",45.5148696,9.2135963
Spettacoli,09-02-20,2020-02-09,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - Sala Bausch,Guerra santa,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-bausch/2019-2020/guerra-santa,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387
Spettacoli,09-02-20,2020-02-09,"Via Pier Lombardo 14,20135, Milano, MI,Italia",Franco Parenti - Sala Blu,La purezza e il compromesso,https://www.teatro.it/spettacoli/milano/teatro-franco-parenti-sala-acomea/2019-2020/la-purezza-e-il-compromesso,Teatro e spettacolo,"Via Pier Lombardo, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4542958,9.2063109
Spettacoli,09-02-20,2020-02-09,"Via Boltraffio 21,20159, Milano, MI,Italia",Fontana,Supermarket - A Modern Musical Tragedy,https://www.teatro.it/spettacoli/milano/fontana/2019-2020/supermarket-a-modern-musical-tragedy,Teatro e spettacolo,"21, Via Gian Antonio Boltraffio, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.4921952,9.1878419
Fiere,11-02-20,2020-02-09,"Via Gattamelata, Milano, MI",Fiera Milano City,"A Milano torna Bit, la Borsa Internazionale del Turismo. Orari e biglietti",https://www.milanotoday.it/eventi/bit-2020-fiera-turismo.html,Mercati e shopping,"Via Gattamelata, Portello, Municipio 8 di Milano, Milano, Lombardia, 20149, Italia",45.4851647,9.1504195
,09-02-20,2020-02-09,"Viale Lodovico Scarampo, Milano, MI",BIT Fieramilanocity - Sala Green 5,The new sharing experience: le nuove frontiere del viaggio,https://www.milanotoday.it/eventi/the-new-sharing-experience-le-nuove-frontiere-del-viaggio.html,Non classificato,"Viale Lodovico Scarampo, Portello, Municipio 8 di Milano, Milano, Lombardia, 20149, Italia",45.4814899,9.1504724
Concerti,09-02-20,2020-02-09,"Via San Barnaba, 48, Milano, MI",Società Umanitaria,Un concerto nella magica cornice della Società Umanitaria,https://www.milanotoday.it/eventi/concerto-societa-umanitaria.html,Musica e vita notturna,"48, Via San Barnaba, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4599206,9.2019497
Spettacoli,09-02-20,2020-02-09,"piazza Piero Carnelli,20138, Milano, MI,Italia",Delfino,The Black Blues Brothers,https://www.teatro.it/spettacoli/milano/delfino/2019-2020/the-black-blues-brothers,Teatro e spettacolo,"Piazza Don Piero Carnelli, Mecenate, Municipio 4, Milano, Lombardia, 20059, Italia",45.4584915,9.2436908
Mostre,09-02-20,2020-02-09,"Piazza del Duomo, Milano, MI",Museo del Duomo,"Alla scoperta dell'opera di Leonardo per il Duomo, con una visita guidata per i più piccoli",https://www.milanotoday.it/eventi/visita-duomo-leonardo-bambini.html,Arte e cultura,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398
Inaugurazioni,09-02-20,2020-02-09,"Via Tortona, 27, Milano, MI",Superstudio Più,Experience the unexpected mammadimerda all’Affordable art fair di Milano,https://www.milanotoday.it/eventi/experience-the-unexpected-mammadimerda-2020.html,Inaugurazioni,"D-share, 27, Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4506925,9.1634708
Spettacoli,09-02-20,2020-02-09,"Via Savona,10,20144, Milano, MI,Italia",Libero,Fame mia - Quasi un'autobiografia,https://www.teatro.it/spettacoli/milano/libero/2019-2020/fame-mia-quasi-unautobiografia,Teatro e spettacolo,"Langosteria 10, 10, Via Savona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4556259,9.1686303
Spettacoli,09-02-20,2020-02-09,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - sala Shakespeare,Fratto_X,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-shakespeare/2019-2020/fratto-x,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387
Spettacoli,09-02-20,2020-02-09,"Via Ciro Menotti 11,20129, Milano, MI,Italia",Menotti,Una notte sbagliata,https://www.teatro.it/spettacoli/milano/menotti/2019-2020/una-notte-sbagliata,Teatro e spettacolo,"Teatro Menotti, 11, Via Ciro Menotti, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4699775,9.2131112
Concerti,09-02-20,2020-02-09,"Via Felice Orsini, 21, Milano, MI",Villa Scheibler,"Concerto ""in viaggio verso est..."" ensemble Mistralia",https://www.milanotoday.it/eventi/concerto-in-viaggio-verso-est-ensemble-mistralia-2020.html,Musica e vita notturna,"21, Via Felice Orsini, Vialba, Quarto Oggiaro, Municipio 8 di Milano, Milano, Lombardia, 20157, Italia",45.5181781,9.1337667
Spettacoli,09-02-20,2020-02-09,"Piazza Cesare Beccaria 8,20122, Milano, MI,Italia",Gerolamo,Giro a vuoto. Stornelli per Laura Betti,https://www.teatro.it/spettacoli/milano/gerolamo/2019-2020/giro-a-vuoto-stornelli-per-laura-betti,Teatro e spettacolo,"Teatro Gerolamo, 8, Piazza Cesare Beccaria, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.464175,9.1945551
Incontri,10-02-20,2020-02-10,"Piazza del Duomo, Milano, MI",Mondadori Megastore,Elodie incontra i fan e firma le copie del suo album,https://www.milanotoday.it/eventi/elodie-incontra-fan-mondadori.html,Formazione e networking,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398
Concerti,14-02-20,2020-02-10,"Via Filodrammatici, 2, Milano, MI",Teatro alla Scala,Tre concerti alla Teatro della Scala diretti dal Maestro Eliahu Inbal,https://www.milanotoday.it/eventi/concerti-teatro-scala.html,Musica e vita notturna,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4673781,9.188701
Incontri,10-02-20,2020-02-10,"Via Paolo Giovio, 41, Milano, MI",Parrocchia di  S. Francesco d’Assisi  al Fopponino (Sala Ghidoli),Le storiacce al tempo dei social,https://www.milanotoday.it/eventi/le-storiacce-al-tempo-dei-social.html,Formazione e networking,"Via Paolo Giovio, Washington, Municipio 7, Milano, Lombardia, 20144, Italia",45.4634083,9.1614558
Teatri,01-03-20,2020-02-11,"Viale dell'Innovazione, 20, Milano, MI",Teatro degli Arcimboldi,"Al Teatro Arcimboldi arriva ""Ghost - Il Musical""",https://www.milanotoday.it/eventi/ghost-musical-teatro-arcimboldi-biglietti.html,Teatro e spettacolo,"20, Viale dell'Innovazione, Bicocca, Municipio 9, Milano, Lombardia, 20125, Italia",45.5148696,9.2135963
Concerti,11-02-20,2020-02-11,"Via Giuseppe di Vittorio, Milano, MI",Mediolanum Forum di Assago,Un nuovo tour degli Slipknot in arrivo nel 2020. La tappa di Milano a febbraio,https://www.milanotoday.it/eventi/concerto-slipknot-milano.html,Musica e vita notturna,"Via Giuseppe Di Vittorio, Cascine Olona, Vighignolo, Settimo Milanese, Milano, Lombardia, 20019, Italia",45.4876868,9.0566303
Incontri,11-02-20,2020-02-11,"Piazza della Repubblica, 20, Milano, MI",Westin Palace,Prescrizione: dibattito a Milano con Travaglio e Nardo,https://www.milanotoday.it/eventi/travaglio-nardo-prescrizione.html,Formazione e networking,"20, Piazza della Repubblica, Centrale, Municipio 2, Milano, Lombardia, 20124, Italia",45.4790175,9.1990724
Spettacoli,11-02-20,2020-02-11,"Via G. di Vittorio 6,20090, Assago, MI,Italia",Repower,PUCCI - Il meglio di...,https://www.teatro.it/spettacoli/assago/della-luna/2019-2020/pucci-il-meglio-di,Teatro e spettacolo,"20090, Italy",45.407,9.1083
Spettacoli,11-02-20,2020-02-11,"Via G. di Vittorio 6,20090, Assago, MI,Italia",Repower,PUCCI - Il meglio di...,https://www.teatro.it/spettacoli/assago/della-luna/2019-2020/pucci-il-meglio-di,Teatro e spettacolo,"20090, Italy",45.407,9.1083
Incontro/presentazione,12-02-20,2020-02-12,"corso Magenta, Milano, MI",Palazzo Arese-Litta,"""Musica, golf e... qualcos'altro"" di Roberto Livraghi ",,Formazione e networking,"Corso Magenta, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4656863,9.1693109
Mostre,28-02-20,2020-02-12,"Via Enrico Caviglia, 3, Milano, MI",Istituto Italiano di Fotografia,Mostra fotografica “in the hands of migration” di Sabina Candusso,https://www.milanotoday.it/eventi/mostra-fotografica-in-the-hands-of-migration-2020.html,Arte e cultura,"3, Via Enrico Caviglia, Lodi - Corvetto, Municipio 4, Milano, Lombardia, 20139, Italia",45.4436084,9.2298198
Mostre,14-02-20,2020-02-12,"Corso Monforte, 35, Milano, MI",Palazzo Isimbardi,"'Questa non è arte', a Palazzo Isimbardi apre una mostra per aiutare i bambini del Kenya",https://www.milanotoday.it/eventi/mostra-palazzo-isimbardi-kenya.html,Arte e cultura,"35, Corso Monforte, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4674856,9.2037279
Incontri,12-02-20,2020-02-12,"Piazza Piemonte, Milano, MI",Feltrinelli,I Pinguini Tattici Nuclerai incontrano il pubblico in Feltrinelli,https://www.milanotoday.it/eventi/pinguini-tattici-nuclerai-incontro-feltrinelli.html,Formazione e networking,"Piazza Piemonte, Washington, Municipio 7, Milano, Lombardia, 20149, Italia",45.466001,9.1548403
Incontri,14-02-20,2020-02-13,"Via San Cristoforo, 1, Milano, MI",Teatro Bello c/o Teatro Alfredo Chiesa,Prigioniero della seconda strada,https://www.milanotoday.it/eventi/prigioniero-della-seconda-strada-barbara-sirotti-2020.html,Formazione e networking,"Montalcino Caffè, 1, Via San Cristoforo, San Cristoforo, Municipio 6, Milano, Lombardia, 20144, Italia",45.4477537,9.1544595
Inaugurazioni,19-02-20,2020-02-13,"Corso Buenos Aires, 1, Milano, MI",Douglas Corso Buenos Aires,Una delle sedi storiche Douglas cambia volto e contenuto: vieni a scoprire i nuovi servizi e i nuovi brand,https://www.milanotoday.it/eventi/una-delle-sedi-storiche-douglas-cambia-volto-e-contenuto-vieni-a-scoprire-i-nuovi-servizi-e-i-nuovi-brand.html,Inaugurazioni,"1, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4751242,9.2054712
Disco&Feste,13-02-20,2020-02-13,"Via Valtellina, 25, Milano, MI",Alcatraz Milano,Fatboy Slim in un mega concerto a Milano. Orari e biglietti,https://www.milanotoday.it/eventi/fatboy-slim-concerto-2020.html,Musica e vita notturna,"Alcatraz, 25, Via Valtellina, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.494744,9.1823768
Concerti,13-02-20,2020-02-13,"Via Valtellina, 25, Milano, MI",Alcatraz Milano,Fatboy Slim in un mega concerto all'Alcatraz. Dove acquistare i biglietti,https://www.milanotoday.it/eventi/fatboy-slim-concerto-biglietti.html,Musica e vita notturna,"Alcatraz, 25, Via Valtellina, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.494744,9.1823768
Manifestazioni,26-02-20,2020-02-13,"Via Bergognone, 34, Milano, MI",Base Milano,"Arriva ""Chorus Days"", l'evento che apre le scuole e gli enti musicali alla città",https://www.milanotoday.it/eventi/evento-musica-base-bambini.html,Altri eventi,"Wikimedia Italia, 34, Via Bergognone Da Fossano, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4518657,9.1625146
Incontri,14-02-20,2020-02-14,"Piazza del Duomo, Milano, MI",Mondadori Megastore,Elettra Lamborghini incontra i fan in Mondadori,https://www.milanotoday.it/eventi/elettra-lamborghini-incontra-fan-mondadori.html,Formazione e networking,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398
Mostre,06-04-20,2020-02-14,"Viale Vincenzo Lancetti, Milano, MI",spazioSERRA,L'uomo è l'unico animale in grado di arrossire,https://www.milanotoday.it/eventi/l-uomo-e-l-unico-animale-in-grado-di-arrossire-giulia-lanza.html,Arte e cultura,"Viale Vincenzo Lancetti, Farini, Municipio 9, Milano, Lombardia, 20159, Italia",45.4953582,9.1784613
Turismo,14-02-20,2020-02-14,"Via Gesù, 5, Milano, MI",Museo Bagatti Valsecchi,Apertura straordinaria gratuita al Museo Bagatti Valsecchi per San Valentino,https://www.milanotoday.it/eventi/bagatti-valsecchi-gratis_14-febbraio.html,Non classificato,"Museo Bagatti Valsecchi, 5, Via Gesù, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4694809,9.1949792
Teatri,16-02-20,2020-02-14,"Via Giacomo Watt, 32, Milano, MI",fACTORy32,"Grasse risate, lacrime magre",https://www.milanotoday.it/eventi/grasse-risate-lacrime-magre-paolo-faroni-fabio-paroni-2020.html,Teatro e spettacolo,"32, Via Giacomo Watt, San Cristoforo, Municipio 6, Milano, Lombardia, 20143, Italia",45.4436684,9.1508319
Spettacoli,14-02-20,2020-02-14,"Via Giordano Rota 1,20145, Milano, MI,Italia",Nazionale Italiana Assicurazioni,Balliamo sul mondo - Il Musical,https://www.teatro.it/spettacoli/milano/nazionale-chebanca/2019-2020/balliamo-sul-mondo-il-musical,Teatro e spettacolo,"20145, Italy",45.4643,9.1895
Incontri,14-02-20,2020-02-14,"Via Pisanello, 1, Milano, MI",Centro Culturale Rosetum,"Kristjan randalu ""absence""-rjf#2",https://www.milanotoday.it/eventi/kristjan-randalu-absence-rjf-2-kristjan-randalu.html,Formazione e networking,"Via Pisanello, Bande Nere, Municipio 7, Milano, Lombardia, 20148, Italia",45.4672182,9.140416
Teatri,23-02-20,2020-02-14,"Via Pier Lombardo, 14, Milano, MI",Teatro Franco Parenti,"Darling, lo spettacolo di Sara Bosi e Pierfrancesco Favino arriva al Parenti",https://www.milanotoday.it/eventi/darling-spettacolo-teatro-parenti.html,Teatro e spettacolo,"Via Pier Lombardo, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4542958,9.2063109
Concerti,14-02-20,2020-02-14,"Via Giuseppe di Vittorio, Milano, MI",Mediolanum Forum,I Jonas Brothers a Milano per un nuovo concerto imperdibile. Orari e biglietti,https://www.milanotoday.it/eventi/jonas-brothers-concerto-biglietti.html,Musica e vita notturna,"Via Giuseppe Di Vittorio, Cascine Olona, Vighignolo, Settimo Milanese, Milano, Lombardia, 20019, Italia",45.4876868,9.0566303
Cinema,16-02-20,2020-02-14,"Viale Fulvio Testi, Milano, MI",Mic Museo Cinema,San Valentino al cinema con una rassegna di film sull'amore,https://www.milanotoday.it/eventi/san-valentino-museo-cinema-film-amore.html,Arte e cultura,"Viale Fulvio Testi, Bicocca, Municipio 9, Milano, Lombardia, 20126, Italia",45.5248451,9.2111851
Incontri,14-02-20,2020-02-14,"Via Borgogna, 3, Milano, MI",Casa della Cultura,Darwin day con Manuela Monti e carlo alberto redi il millennio delle scienze della vita: la genomica sociale del dna,https://www.milanotoday.it/eventi/darwin-day-con-manuela-monti-2020.html,Formazione e networking,"Consolato d'Australia, 3, Via Borgogna, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4656274,9.1988972
Spettacoli,14-02-20,2020-02-14,"Via Giordano Rota 1,20145, Milano, MI,Italia",Nazionale Italiana Assicurazioni,Balliamo sul mondo - Il Musical,https://www.teatro.it/spettacoli/milano/nazionale-chebanca/2019-2020/balliamo-sul-mondo-il-musical,Teatro e spettacolo,"20145, Italy",45.4643,9.1895
Concerti,14-02-20,2020-02-14,"Piazza Francesco Carrara, 17, Milano, MI",Centro Asteria,Un concerto speciale per San Valentino dedicato alla Suonoterapia,https://www.milanotoday.it/eventi/concerto-san-valentino-mandala-voices-gratis.html,Musica e vita notturna,"17, Piazza Francesco Carrara, Stadera, Municipio 5, Milano, Lombardia, 20136, Italia",45.4369245,9.1761088
Manifestazioni,29-03-20,2020-02-15,"Viale Campania, 12, Milano, MI",Wow Spazio Fumetto,"Annullato: ""La Città dei gatti"", un festival dedicato alla cultura felina in occasione della Giornata del Gatto",https://www.milanotoday.it/eventi/festival-gatti-giornata-nazionale-gatto.html,Altri eventi,"12, Viale Campania, Corsica, Municipio 4, Milano, Lombardia, 20133, Italia",45.4634024,9.2242161
Incontri,15-02-20,2020-02-15,"Via Francesco Brambilla, 10, Milano, MI",Casa della Carità,…l’on y danse! dalla danza popolare al balletto,https://www.milanotoday.it/eventi/l-on-y-danse-dalla-danza-popolare-2020.html,Formazione e networking,"10, Via Francesco Brambilla, Adriano, Municipio 2, Milano, Lombardia, 20128, Italia",45.5123223,9.2480898
Manifestazioni,16-02-20,2020-02-15,"Via Mozart, Milano, MI",Villa Necchi Campiglio,"A Villa Necchi Campiglio torna ""AgruMI"", l'evento del Fai dedicato agli agrumi con tante degustazioni",https://www.milanotoday.it/eventi/evento-agrumi-fai-villa-necchi-campiglio-2020.html,Altri eventi,"Via Wolfang Amedeus Mozart, Serviane, Calderara, Paderno Dugnano, Zona Omogenea Milano Nord, Milano, Lombardia, 20037, Italia",45.5694836,9.1831039
Incontri,15-02-20,2020-02-15,"Viale Pasubio, 5, Milano, MI",Fondazione Giangiacomo Feltrinelli,"Letture, spettacoli e tante invenzioni per i bambini alla Fondazione Feltrinelli",https://www.milanotoday.it/eventi/letture-giochi-bambini-fondazione-feltrinelli.html,Formazione e networking,"Fondazione Giangiacomo Feltrinelli, 5, Viale Pasubio, Porta Tenaglia, Municipio 1, Milano, Lombardia, 20154, Italia",45.4814126,9.1843952
Incontri,27-02-20,2020-02-15,"Via Giuseppe Dall'Occo, 1, Milano, MI",centro culturale artistico Click Art,La donna e i colori,https://www.milanotoday.it/eventi/la-donna-e-i-colori-2020.html,Formazione e networking,"Via Giuseppe Dall'Occo, Cormano, Zona Omogenea Milano Nord, Milano, Lombardia, 20032, Italia",45.5444599,9.1691639
Incontri,15-02-20,2020-02-15,"Piazza Piemonte, Milano, MI",Feltrinelli,"Una giornata dedicata ai bambini per imparare a disegnare i personaggi del ""Piccolo Yeti""",https://www.milanotoday.it/eventi/giornata-feltrinelli-fumetto-quando.html,Formazione e networking,"Piazza Piemonte, Washington, Municipio 7, Milano, Lombardia, 20149, Italia",45.466001,9.1548403
Spettacoli,15-02-20,2020-02-15,"Via Rivoli 6,20121, Milano, MI,Italia",Piccolo Teatro - Studio Melato,Romeo & Juliet (are dead),https://www.teatro.it/spettacoli/milano/piccolo-teatro-studio-melato/2019-2020/romeo-jiuliet-are-dead,Teatro e spettacolo,"6, Via Rivoli, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4726093,9.182881
Altro,15-02-20,2020-02-15,"Via San Vittore, Milano, MI",Museo nazionale della scienza e della tecnologia Leonardo da Vinci,Open Night | Buon compleanno Museo,,Altri eventi,"Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20144, Italia",45.4640293,9.1681174
Incontri,15-02-20,2020-02-15,"Via Bergognone, 34, Milano, MI",Base Milano,"Le storie fantastiche del signor rockteller, fiabe rock per bambini",https://www.milanotoday.it/eventi/le-storie-fantastiche-del-signor-rockteller-fiabe-rock-per-bambini-2020.html,Formazione e networking,"Wikimedia Italia, 34, Via Bergognone Da Fossano, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4518657,9.1625146
Spettacoli,15-02-20,2020-02-15,"Piazza Risorgimento 19,20066, Melzo, MI,Italia",Trivulzio,Il re anarchico e i fuorilegge di Versailles,https://www.teatro.it/spettacoli/melzo/trivulzio/2019-2020/il-re-anarchico-e-i-fuorilegge-di-versailles,Teatro e spettacolo,"Piazza Risorgimento, Melzo, Milano, Lombardia, 20066, Italia",45.5003449,9.4229132
Spettacoli,15-02-20,2020-02-15,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,Rapunzel,https://www.teatro.it/spettacoli/milano/manzoni/2019-2020/rapunzel,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762
Mostre,15-02-20,2020-02-15,"Via San Vittore, 21, Milano, MI",Museo della Scienza,Il Museo della Scienza compie gli anni: sabato sera apertura straordinaria gratuita,https://www.milanotoday.it/eventi/museo-scienza-gratis-15-febbraio.html,Arte e cultura,"21, Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4628946,9.1706462
Spettacoli,15-02-20,2020-02-15,"Via Andrea Maria Ampère 1,20131, Milano, MI,Italia",MTM - Leonardo,La Merda,https://www.teatro.it/spettacoli/milano/leonardo/2019-2020/la-merda,Teatro e spettacolo,"Teatro Leonardo da Vinci, 1, Via Andrea Maria Ampère, Città Studi, Municipio 3, Milano, Lombardia, 20131, Italia",45.4795266,9.2263901
Mostre,15-02-20,2020-02-15,"Via Giuseppe Verdi, 9, Milano, MI",Auditorium,emanuele de francesco presenta lettere al neon,https://www.milanotoday.it/eventi/emanuele-de-francesco-presenta-lettere-al-neon-emanuele-de-francesco-7140001.html,Arte e cultura,"9, Via Giuseppe Verdi, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4687575,9.1883373
Concerti,16-02-20,2020-02-16,"Via Giuseppe di Vittorio, Milano, MI",Mediolanum Forum,Liam Gallagher a Milano in un mega concerto live. Dove acquistare i biglietti,https://www.milanotoday.it/eventi/liam-gallagher-concerto-biglietti.html,Musica e vita notturna,"Via Giuseppe Di Vittorio, Cascine Olona, Vighignolo, Settimo Milanese, Milano, Lombardia, 20019, Italia",45.4876868,9.0566303
Spettacoli,16-02-20,2020-02-16,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,Romeo et Juliette,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2019-2020/romeo-et-juliette,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4673781,9.188701
Spettacoli,16-02-20,2020-02-16,"via Pitteri 58,20134, Milano, MI,Italia",Martinitt,L’uomo perfetto,https://www.teatro.it/spettacoli/milano/martinitt/2019-2020/luomo-perfetto,Teatro e spettacolo,"Via Riccardo Pitteri, Lambrate, Municipio 3, Milano, Lombardia, 20134, Italia",45.4798362,9.2457864
Spettacoli,16-02-20,2020-02-16,"Via Rovello 2,20121, Milano, MI,Italia",Piccolo Teatro - Teatro Grassi,Misericordia,https://www.teatro.it/spettacoli/milano/piccolo-teatro-teatro-grassi/2019-2020/misericordia,Teatro e spettacolo,"2, Via Rovello, Brera, Milano, Lombardia, 20121, Italia",45.4665188,9.1847651
Spettacoli,16-02-20,2020-02-16,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - Sala Bausch,Sospetti (S.U.S.),https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-bausch/2019-2020/sospetti-sus,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387
Spettacoli,16-02-20,2020-02-16,"Via Hermada,8,20162, Milano, MI,Italia",della Cooperativa,Una marchesa ad Assisi,https://www.teatro.it/spettacoli/milano/della-cooperativa/2019-2020/una-marchesa-ad-assisi,Teatro e spettacolo,"8, Via privata Hermada, Niguarda - Cà Granda, Municipio 9, Milano, Lombardia, 20162, Italia",45.5147872,9.1901457
Spettacoli,16-02-20,2020-02-16,"Corso di Porta Romana 63,20122, Milano, MI,Italia",Carcano,Il silenzio grande,https://www.teatro.it/spettacoli/milano/carcano/2019-2020/il-silenzio-grande,Teatro e spettacolo,"Teatro Carcano, 63, Corso di Porta Romana, Crocetta, Municipio 1, Milano, Lombardia, 20121, Italia",45.4566842,9.1955297
Spettacoli,16-02-20,2020-02-16,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,Romeo et Juliette,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2019-2020/romeo-et-juliette,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4673781,9.188701
Spettacoli,16-02-20,2020-02-16,"Corso Magenta 24,20123, Milano, MI,Italia",MTM - Litta,Utoya,https://www.teatro.it/spettacoli/milano/litta/2019-2020/utoya,Teatro e spettacolo,"Boccascena Cafè, 24, Corso Magenta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.466045,9.1778296
Spettacoli,16-02-20,2020-02-16,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,The Deep Blue Sea,https://www.teatro.it/spettacoli/milano/manzoni/2019-2020/the-deep-blue-sea,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762
Concerti,16-02-20,2020-02-16,"Via Giuseppe Eugenio Luraghi, 11, Milano, MI",Il Centro,Al Centro di Arese arriva J-Ax con un concerto imperdibile dal vivo. Ecco come ottenere i biglietti.,https://www.milanotoday.it/eventi/centro-arese-concerto-j-ax.html,Musica e vita notturna,"Via Maestra, 11, Viale Giuseppe Eugenio Luraghi, Valera, Arese, Milano, Lombardia, 20044, Italia",45.5638918,9.0510987
Spettacoli,16-02-20,2020-02-16,"C.so Matteotti,20,20121, Milano, MI,Italia",Nuovo,The Boys in the Band,https://www.teatro.it/spettacoli/milano/nuovo/2019-2020/the-boys-in-the-band,Teatro e spettacolo,"20, Corso Giacomo Matteotti, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4667336,9.1967703
Spettacoli,16-02-20,2020-02-16,"Piazza Cesare Beccaria 8,20122, Milano, MI,Italia",Gerolamo,Paper Cut,https://www.teatro.it/spettacoli/milano/gerolamo/2019-2020/paper-cut,Teatro e spettacolo,"Teatro Gerolamo, 8, Piazza Cesare Beccaria, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.464175,9.1945551
Spettacoli,16-02-20,2020-02-16,"via Fezzan,11,20146, Milano, MI,Italia",Ecoteatro,Ricette d'amore,https://www.teatro.it/spettacoli/milano/ecoteatro/2019-2020/ricette-damore,Teatro e spettacolo,"EcoTeatro, 11, Via Fezzan, Bande Nere, Municipio 6, Milano, Lombardia, 20146, Italia",45.4592109,9.1459527
Concerti,16-02-20,2020-02-16,"Via Bovisasca, 57, Milano, MI",Spirit de Milan,Guappecarto' in concerto a Milano,https://www.milanotoday.it/eventi/guappecarto-in-concerto-a-milano-guappecarto-2020.html,Musica e vita notturna,"Via Bovisasca, 81, Municipio 9, Milano, Lombardia, 20161, Italia",45.5152679,9.1568531
Spettacoli,16-02-20,2020-02-16,"Via Rovello 2,20121, Milano, MI,Italia",Piccolo Teatro - Teatro Grassi,Misericordia,https://www.teatro.it/spettacoli/milano/piccolo-teatro-teatro-grassi/2019-2020/misericordia,Teatro e spettacolo,"2, Via Rovello, Brera, Milano, Lombardia, 20121, Italia",45.4665188,9.1847651
