categoria,data_fine,data_inizio,indirizzo,luogo,titolo,url,macro_categoria,geocoded_address,lat,long,cluster,subcluster,hierarchical_id,subsubcluster
Incontri,11-01-19,11-01-19,"Piazza della Scala, 2, Milano, MI",Palazzo Marino,“Milano 1919: il tempo dello sbandamento e la nascita del fascismo”: l'11 gennaio a Palazzo Marino,https://www.milanotoday.it/eventi/milano-1919-palazzo-marino.html,Formazione e networking,"Municipio di Milano, 2, Piazza della Scala, Duomo, Brera, Milano, Lombardia, 20121, Italia",45.4666601,9.1904174,0,0,0.1,1
Incontri,12-01-19,12-01-19,"Via Sant'Andrea, Milano, MI",Palazzo Morando,Diego Abatantuono incontra i fan: sabato 12 gennaio a Palazzo Morando,https://www.milanotoday.it/eventi/diego-abatantuono-2019.html,Formazione e networking,"Via Sant'Andrea, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4689568,9.1967507,0,0,0.1,1
,12-01-19,12-01-19,"Corso di Porta Vittoria 43, Milano, MI","Auditorium G. Di Vittorio, Camera del Lavoro","“Sikania”, ritratto in jazz della Sicilia sabato 12 gennaio",https://www.milanotoday.it/eventi/sikania-ritratto-in-jazz-della-sicilia-sabato-12-gennaio.html,Non classificato,"43, Corso di Porta Vittoria, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4624935,9.2038876,0,0,0.15,15
Mostre,24-03-19,12-01-19,"Via Bergognone, 40, Milano, MI",Armani Silos,"""Fabula"" di Charles Freger: dal 12 gennaio al 24 marzo all'Armani Silos",https://www.milanotoday.it/eventi/mostra-charles-freger.html,Arte e cultura,"40, Via Bergognone da Fossano, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4514132,9.1649823,0,0,0.5,5
Spettacoli,13-01-19,13-01-19,"Largo Antonio Greppi,20121, Milano, MI,Italia",Piccolo Teatro - Teatro Strehler,Slava's SnowShow,https://www.teatro.it/spettacoli/milano/piccolo-teatro-teatro-strehler/2018-2019/slavas-snowshow,Teatro e spettacolo,"Largo Antonio Greppi, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.471727,9.1826196,0,0,0.1,1
Spettacoli,13-01-19,13-01-19,"C.so Matteotti,20,20121, Milano, MI,Italia",Nuovo,La famiglia Addams,https://www.teatro.it/spettacoli/milano/nuovo/2018-2019/la-famiglia-addams,Teatro e spettacolo,"20, Corso Giacomo Matteotti, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4667336,9.1967703,0,0,0.1,1
Spettacoli,13-01-19,13-01-19,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - sala Shakespeare,Lo strano caso del cane ucciso a mezzanotte,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-shakespeare/2018-2019/lo-strano-caso-del-cane-ucciso-a-mezzanotte,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0,0,0.3,3
Spettacoli,15-01-19,15-01-19,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,Lo Schiaccianoci,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2018-2019/lo-schiaccianoci,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4673781,9.188701,0,0,0.1,1
Teatri,15-01-19,15-01-19,"Piazza San Babila, 3, Milano, MI",Teatro Nuovo,"""Il lago dei cigni"": martedì 15 gennaio al Teatro Nuovo",https://www.milanotoday.it/eventi/lago-cigni-teatro-nuovo.html,Teatro e spettacolo,"3, Piazza San Babila, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4665231,9.1971251,0,0,0.1,1
Spettacoli,15-01-19,15-01-19,"C.so Matteotti,20,20121, Milano, MI,Italia",Nuovo,Il lago dei cigni,https://www.teatro.it/spettacoli/milano/nuovo/2018-2019/il-lago-dei-cigni,Teatro e spettacolo,"20, Corso Giacomo Matteotti, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4667336,9.1967703,0,0,0.1,1
Mostre,16-01-19,16-01-19,"Via Savona, 61, Milano, MI",Barbara Frigerio Contemporary Art,"La storia dell'arte in Galleria - “1891, giovanni segantini “le due madri ”",https://www.milanotoday.it/eventi/la-storia-dell-arte-in-galleria-1891.html,Arte e cultura,"61, Via Savona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4523868,9.159355,0,0,0.5,5
Mostre,17-02-19,16-01-19,"Via San Sisto, 4, Milano, MI",STUDIO MUSEO FRANCESCO MESSINA,"Valdi Spagnulo, ""contrappunto""",https://www.milanotoday.it/eventi/valdi-spagnulo-contrappunto-valdi-spagnulo-2018.html,Arte e cultura,"4, Via San Sisto, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4607942,9.1815957,0,0,0.1,1
Cinema,17-01-19,17-01-19,"Via Pantano, 9, Milano, MI",Auditorium di Assolombarda,"""The Post"": giovedì 17 gennaio all'Auditorium di Assolombarda",https://www.milanotoday.it/eventi/the-post-auditorium-assolombarda.html,Arte e cultura,"Via Pantano, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20122, Italia",45.4596041,9.1917418,0,0,0.-1,-1
Spettacoli,17-01-19,17-01-19,"Corso Venezia 2/A,20121, Milano, MI,Italia",San Babila,Uno Nessuno Centomila,https://www.teatro.it/spettacoli/milano/san-babila/2018-2019/uno-nessuno-centomila,Teatro e spettacolo,"2a, Corso Venezia, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4670204,9.1981104,0,0,0.1,1
Manifestazioni,20-01-19,18-01-19,"Piazza della Repubblica, Milano, MI",Atelier del Teatro e delle Arti,"Risate e divertimento: l'iniziativa di ""Collettivo Clown"" dal 18 al 20 gennaio",https://www.milanotoday.it/eventi/risate-e-divertimento-collettivo.html,Altri eventi,"Piazza della Repubblica, Centrale, Municipio 2, Milano, Lombardia, 20124, Italia",45.4798616,9.1986203,0,0,0.13,13
,20-01-19,18-01-19,"Via Nino Bixio, 6, Milano, MI",,'Sagra del risotto': dal 18 al 20 gennaio piatti e vini lombardi,https://www.milanotoday.it/eventi/sagra--risotto-2019.html,Non classificato,"6, Via Nino Bixio, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4720123,9.2077305,0,0,0.-1,-1
Teatri,20-01-19,19-01-19,"Piazza San Babila, Milano, MI",Teatro Nuovo,Musical Sister Act al Teatro Nuovo di Milano,https://www.milanotoday.it/eventi/sister-act-musical-2018.html,Teatro e spettacolo,"Piazza San Babila, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.466374,9.1977066,0,0,0.1,1
Manifestazioni,20-01-19,19-01-19,"Via Tortona, 27, Milano, MI",SuperStudio Più,Salone della cultura 2019,https://www.milanotoday.it/eventi/salone-della-cultura-2019.html,Altri eventi,"D-share, 27, Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4506925,9.1634708,0,0,0.5,5
Concerti,19-01-19,19-01-19,"Via Marco D'Oggiono, Milano, MI",Teatro LabArca,Enrico Intra - Piano solo,https://www.milanotoday.it/eventi/enrico-intra-piano-solo-enrico-intra.html,Musica e vita notturna,"Via Marco d'Oggiono, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4569667,9.1758861,0,0,0.16,16
Manifestazioni,20-01-19,19-01-19,"Via Tortona, 27, Milano, MI",Superstudio Più,Salone della Cultura 2019: 19 e 20 gennaio al Superstudio Più,https://www.milanotoday.it/eventi/salone-cultura-2019.html,Altri eventi,"D-share, 27, Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4506925,9.1634708,0,0,0.5,5
Manifestazioni,24-02-19,19-01-19,"Via San Vittore, 21, Milano, MI",Museo Nazionale della Scienza e della Tecnologia,“Titanic VR Experience”: dal 19 gennaio al 24 febbraio al Museo Nazionale della Scienza e della Tecnologia,https://www.milanotoday.it/eventi/titanic-experience-museo-scienza-tecnologia.html,Altri eventi,"21, Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4628946,9.1706462,0,0,0.11,11
Spettacoli,20-01-19,20-01-19,"Via Rivoli 6,20121, Milano, MI,Italia",Piccolo Teatro - Studio Melato,La signorina Else,https://www.teatro.it/spettacoli/milano/piccolo-teatro-studio-melato/2018-2019/la-signorina-else,Teatro e spettacolo,"6, Via Rivoli, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4726093,9.182881,0,0,0.1,1
Spettacoli,20-01-19,20-01-19,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - Sala Bausch,Aspettando il telegramma,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-bausch/2018-2019/aspettando-il-telegramma,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0,0,0.3,3
Spettacoli,20-01-19,20-01-19,"Corso di Porta Romana 63,20122, Milano, MI,Italia",Carcano,Queen Lear,https://www.teatro.it/spettacoli/milano/carcano/2018-2019/queen-lear,Teatro e spettacolo,"Teatro Carcano, 63, Corso di Porta Romana, Crocetta, Municipio 1, Milano, Lombardia, 20121, Italia",45.4566842,9.1955297,0,0,0.10,10
Spettacoli,20-01-19,20-01-19,"Corso Magenta 24,20123, Milano, MI,Italia",MTM - Litta,Il fu Mattia Pascal - L'uomo che visse due volte,https://www.teatro.it/spettacoli/milano/litta/2018-2019/il-fu-mattia-pascal-luomo-che-visse-due-volte,Teatro e spettacolo,"Boccascena Cafè, 24, Corso Magenta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.466045,9.1778296,0,0,0.1,1
Incontri,20-01-19,20-01-19,"Piazza della Scala, Milano, MI",Sala Consiliare - Palazzo Marino,"""Incontro con la poesia di Lucia Gazzino"": domenica 20 gennaio a Palazzo Marino",https://www.milanotoday.it/eventi/incontro-poesia-gazzino.html,Formazione e networking,"Piazza della Scala, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.466898,9.1896608,0,0,0.1,1
Spettacoli,20-01-19,20-01-19,"Piazza Cesare Beccaria 8,20122, Milano, MI,Italia",Gerolamo,Andrea Lumaga Trasporti Rapidi,https://www.teatro.it/spettacoli/milano/gerolamo/2018-2019/andrea-lumaga-trasporti-rapidi,Teatro e spettacolo,"Teatro Gerolamo, 8, Piazza Cesare Beccaria, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.464175,9.1945551,0,0,0.1,1
Spettacoli,20-01-19,20-01-19,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - sala Shakespeare,Tempo di CHET. La versione di Chet Baker,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-shakespeare/2018-2019/tempo-di-chet-la-versione-di-chet-baker,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0,0,0.3,3
Mostre,31-03-19,20-01-19,"Corso Como, 10, Milano, MI",Galleria Carla Sozzani,“Masahisa Fukase: Private Scenes”: dal 20 gennaio al 31 marzo alla Galleria Carla Sozzani,https://www.milanotoday.it/eventi/masahisa-fukase-private-scenes.html,Arte e cultura,"10 Corso Como, 10, Corso Como, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, 20100, Italia",45.4818588,9.187778,0,0,0.1,1
Spettacoli,20-01-19,20-01-19,"viale Alemagna,6,20121, Milano, MI,Italia",Triennale,Aminta,https://www.teatro.it/spettacoli/milano/triennale-teatro-dellarte/2018-2019/aminta-1,Teatro e spettacolo,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,0,0,0.4,4
Spettacoli,21-01-19,21-01-19,"via Gaudenzio Ferrari 11,20123, Milano, MI,Italia",Teatro i,Mater Dei,https://www.teatro.it/spettacoli/milano/teatro-i/2018-2019/mater-dei-1,Teatro e spettacolo,"Teatro i, 11, Via Gaudenzio Ferrari, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4551612,9.1767832,0,0,0.17,17
,21-01-19,21-01-19,"Via Carlo Freguglia, 2, Milano, MI",La Tavola Italiana,'Il cibo e il nutrimento intellettuale',https://www.milanotoday.it/eventi/il-cibo-e-il-nutrimento-intellettuale.html,Non classificato,"Pam Local, 2, Via Carlo Freguglia, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4619667,9.2002704,0,0,0.-1,-1
Cinema,30-09-19,22-01-19,"Via Francesco Sforza, 32, Milano, MI",Cinema Bianchini segreto,Cinema in un Giardino Segreto,https://www.milanotoday.it/eventi/cinema-bianchini-segreto-2019.html,Arte e cultura,"Chiesa di Santissima Maria Annunciata, 32, Via Francesco Sforza, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20122, Italia",45.4598272,9.1951956,0,0,0.1,1
Cibo e Vino,31-03-19,22-01-19,"Via Amedei, 5, Milano, MI",Gastronomia Yamamoto,"Gastronomia Yamamoto: inaugura la mostra ""Itadakimasu"" di Marco Turchetto",https://www.milanotoday.it/eventi/mostre/mostra-foto-marco-turchetto.html,Enogastronomia,"5, Via Amedei, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4600178,9.1865391,0,0,0.1,1
Incontri,22-01-19,22-01-19,"Via delle Ore, 3, Milano, MI",Ambrosianeum,Donarsi o usarsi? Il valore della corporeità nei rapporti affettivi,https://www.milanotoday.it/eventi/donarsi-o-usarsi-il-valore-della-corporeita.html,Formazione e networking,"Ambrosianeum, 3, Via delle Ore, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4628936,9.1925597,0,0,0.1,1
Incontri,22-01-19,22-01-19,"Corso Magenta, 61, Milano, MI",Palazzo delle Stelline,Israele alle radici dell'Europa,https://www.milanotoday.it/eventi/israele-alle-radici-dell-europa-2019.html,Formazione e networking,"61, Corso Magenta, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4656392,9.1722471,0,0,0.8,8
Mostre,31-01-19,22-01-19,"Piazza San Marco, Milano, MI",Galleria Pace,"Vesna Pavan ""movimento skin""",https://www.milanotoday.it/eventi/vesna-pavan-movimento-skin-vesna-pavan-2018.html,Arte e cultura,"Piazza San Marco, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4731749,9.1878994,0,0,0.1,1
Teatri,23-01-19,23-01-19,"Piazza San Babila, 3, Milano, MI",Teatro Nuovo,“Temporary Show” di Carlo & Giorgio: il 23 gennaio al Teatro Nuovo,https://www.milanotoday.it/eventi/temporary-show-teatro-nuovo.html,Teatro e spettacolo,"3, Piazza San Babila, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4665231,9.1971251,0,0,0.1,1
Incontri,17-04-19,23-01-19,"Piazza Castello, Milano, MI",Castello Sforzesco,“Pausa pranzo in museo”: dal 23 gennaio al 17 aprile al Castello Sforzesco,https://www.milanotoday.it/eventi/pausa-pranzo-in-museo-castello-sforzesco.html,Formazione e networking,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, Italia",45.4704699,9.1819129,0,0,0.1,1
Teatri,23-01-19,23-01-19,"Piazza Guglielmo Oberdan, 2, Milano, MI",Spazio Oberdan,La straordinaria storia degli antichi teatri di milano - Atto I,https://www.milanotoday.it/eventi/la-straordinaria-storia-degli-antichi-teatri-di-milano-2019.html,Teatro e spettacolo,"2, Piazza Guglielmo Oberdan, Guastalla, Municipio 1, Milano, Lombardia, 20129, Italia",45.4739161,9.2061837,0,0,0.12,12
Spettacoli,23-01-19,23-01-19,"C.so Matteotti,20,20121, Milano, MI,Italia",Nuovo,Temporary Show (Lo spettacolo più breve del mondo),https://www.teatro.it/spettacoli/milano/nuovo/2018-2019/temporary-show-lo-spettacolo-piu-breve-del-mondo,Teatro e spettacolo,"20, Corso Giacomo Matteotti, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4667336,9.1967703,0,0,0.1,1
Mostre,06-01-20,24-01-19,"Via Enrico Besana, 12, Milano, MI",MUBA – Museo dei Bambini di Milano,"""Natura"": la mostra-gioco per i più piccoli al Muba dal 24 gennaio 2019 al 6 gennaio 2020",https://www.milanotoday.it/eventi/natura-mostra-gioco-2019.html,Arte e cultura,"MUBA - Museo dei Bambini, 12, Via Enrico Besana, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4599507,9.2051279,0,0,0.18,18
Incontri,24-01-19,24-01-19,"Piazza del Duomo, Milano, MI",Mondadori Megastore,Antonello Venditti incontra il pubblico: giovedì 24 gennaio presso Mondadori Megastore,https://www.milanotoday.it/eventi/antonello-venditti-incontra-pubblico.html,Formazione e networking,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
Mostre,06-01-20,24-01-19,"Via Enrico Besana, 12, Milano, MI",MUBA – Museo dei Bambini di Milano,"""Natura"": la mostra-gioco per i più piccoli al Muba dal 24 gennaio 2019 al 6 gennaio 2020",https://www.milanotoday.it/eventi/natura-mostra-gioco-2019.html,Arte e cultura,"MUBA - Museo dei Bambini, 12, Via Enrico Besana, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4599507,9.2051279,0,0,0.18,18
Mostre,31-01-19,24-01-19,"Via Plinio, 37, Milano, MI",MaMo galleria cortile interno (citofono Mamo),Morbide geometrie,https://www.milanotoday.it/eventi/morbide-geometrie-alessandro-fusi-2019.html,Arte e cultura,"Good Morgan, 37, Via Plinio, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4773202,9.216369,0,0,0.0,0
Incontri,24-01-19,24-01-19,"Via delle Ore, 3, Milano, MI",Fondazione Ambrosianeum,Perche' la scienza non puo' rinunciare alla sperimentazione sugli animali,https://www.milanotoday.it/eventi/perche-la-scienza-non-puo-rinunciare-alla-sperimentazione-sugli-animali.html,Formazione e networking,"Ambrosianeum, 3, Via delle Ore, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4628936,9.1925597,0,0,0.1,1
Incontri,25-01-19,25-01-19,"Corso Venezia, Milano, MI",Planetario Civico,"""Stelle e musica: evoluzione stellare. Nascita e vita delle stelle"": il 25 gennaio al Planetario",https://www.milanotoday.it/eventi/stelle-e-musica-planetario.html,Formazione e networking,"Corso Venezia, Guastalla, Municipio 1, Milano, Lombardia, 20219, Italia",45.4744208,9.205056,0,0,0.12,12
Concerti,25-01-19,25-01-19,"Via Festa del Perdono, 7, Milano, MI",Università degli studi di Milano,Concerto di inaugurazione dell'anno giudiziario 2019,https://www.milanotoday.it/eventi/concerto-di-inaugurazione-dell-anno-giudiziario-2019.html,Musica e vita notturna,"Biblioteca di Filosofia, 7, Via Festa del Perdono, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20122, Italia",45.459324,9.1944629,0,0,0.1,1
Manifestazioni,27-01-19,25-01-19,"Via Tortona, 27, Milano, MI",Superstudio Più,“Affordable Art Fair”: da venerdì 25 a domenica 27 gennaio al Superstudio Più,https://www.milanotoday.it/eventi/affordable-art-fair-superstudio.html,Altri eventi,"D-share, 27, Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4506925,9.1634708,0,0,0.5,5
Incontri,25-01-19,25-01-19,"Piazza del Duomo, Milano, MI",Mondadori Megastore,Fedez incontra i fan e firma le copie del nuovo album: venerdì 25 gennaio presso Mondadori Megastore,https://www.milanotoday.it/eventi/fedez-incontra-fan-2019.html,Formazione e networking,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
Mostre,27-01-19,25-01-19,"Via Calatafimi, 9, Milano, MI",art primitive gallery e Spazio Lab,Visioni  uno sguardo sull'Outsider art,https://www.milanotoday.it/eventi/visioni-uno-sguardo-sull-outsider.html,Arte e cultura,"Via Calatafimi, Ticinese, Municipio 1, Milano, Lombardia, 20136, Italia",45.4535489,9.1839276,0,0,0.-1,-1
Incontri,25-01-19,25-01-19,"Via Larga, 11, Milano, MI",Dragan University,"Presentazione del libro ""come fratelli"" presso la Dragan University Golden Age",https://www.milanotoday.it/eventi/presentazione-del-libro-come-fratelli-presso-la-dragan-university.html,Formazione e networking,"Yi Pin Ramen, 11, Via Larga, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20122, Italia",45.461656,9.1927504,0,0,0.1,1
Teatri,26-01-19,26-01-19,"Via Marco D'Oggiono, Milano, MI",Teatro LabArca,Milan in - La contestazione giovanile: Milano all'ombra del '68,https://www.milanotoday.it/eventi/milan-in-la-contestazione-giovanile-milano-all-ombra-del-68-gian-luca-margheriti-aldo-stella-6389998.html,Teatro e spettacolo,"Via Marco d'Oggiono, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4569667,9.1758861,0,0,0.16,16
Mostre,24-03-19,26-01-19,"Piazza del Duomo, Milano, MI",Palazzo Reale,Mostra dedicata a Paolo Grassi per il centenario della sua nascita: dal 26 gennaio al 24 marzo a Palazzo Reale,https://www.milanotoday.it/eventi/paolo-grassi-mostra-2019.html,Arte e cultura,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
Manifestazioni,26-01-19,26-01-19,"Piazza Ventiquattro Maggio, Milano, MI",,"""Milano è memoria"": inaugurazione dell'installazione ""Free"" il 26 gennaio in piazza XXIV Maggio",https://www.milanotoday.it/eventi/installazione-progetto-free.html,Altri eventi,"Piazza Ventiquattro Maggio, Ticinese, Municipio 5, Milano, Lombardia, 20136, Italia",45.4529634,9.1804834,0,0,0.1,1
