categoria,data_fine,data_inizio,indirizzo,luogo,titolo,url,macro_categoria,geocoded_address,lat,long,Cluster
Spettacoli,01-01-19,2019-01-01,"Corso di Porta Romana 63,20122, Milano, MI,Italia",Carcano,La bella addormentata,https://www.teatro.it/spettacoli/milano/carcano/2018-2019/la-bella-addormentata,Teatro e spettacolo,"Teatro Carcano, 63, Corso di Porta Romana, Crocetta, Municipio 1, Milano, Lombardia, 20121, Italia",45.4566842,9.1955297,0
Spettacoli,01-01-19,2019-01-01,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,Con tutto il cuore,https://www.teatro.it/spettacoli/milano/manzoni/2018-2019/con-tutto-il-cuore,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762,0
Concerti,02-01-19,2019-01-02,"Via Fratelli Zanzottera, 31, Milano, MI",Figino,Concerto di Capodanno 2019 quasi come essere a Vienna,https://www.milanotoday.it/eventi/concerto-di-capodanno-2019.html,Musica e vita notturna,"31, Via Fratelli Zanzottera, Figino, Municipio 7, Milano, Lombardia, 20019, Italia",45.4921076,9.0719371,1
Spettacoli,04-01-19,2019-01-04,"Piazza S. Magno,20025, Legnano, MI,Italia",Galleria,Non mi hai più detto ti amo,https://www.teatro.it/spettacoli/legnano/galleria/2018-2019/non-mi-hai-piu-detto-ti-amo,Teatro e spettacolo,"Piazza San Magno, San Magno, Oltresempione, Legnano, Milano, Lombardia, 20025, Italia",45.5945288,8.9180098,4
Manifestazioni,04-01-19,2019-01-04,"Via San Vittore, 21, Milano, MI",Museo Nazionale della Scienza e della Tecnologia,"""Colori da viaggio"": venerdì 4 gennaio 2019 al Museo della Scienza e della Tecnologia",https://www.milanotoday.it/eventi/colori-da-viaggio-museo-scienza-tecnologia.html,Altri eventi,"21, Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4628946,9.1706462,0
Disco&Feste,05-01-19,2019-01-05,"Via Valtellina, 25, Milano, MI",Alcatraz Milano,Epifania in Pigiama Party: sabato 5 gennaio all'Alcatraz,https://www.milanotoday.it/eventi/epifania-pigiama-party-alcatraz.html,Musica e vita notturna,"Alcatraz, 25, Via Valtellina, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.494744,9.1823768,0
Teatri,05-01-19,2019-01-05,"Piazza San Babila, Milano, MI",Teatro Nuovo,"""Le avventure della fabbrica di cioccolato"": sabato 5 gennaio al Teatro Nuovo",https://www.milanotoday.it/eventi/avventure-fabbrica-cioccolato.html,Teatro e spettacolo,"Piazza San Babila, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.466374,9.1977066,0
Disco&Feste,05-01-19,2019-01-05,"Via Carlo Boncompagni, 44, Milano, MI",Dude Club,"""Wrong Assessment invites: Sciahri"": sabato 5 gennaio al Dude Club",https://www.milanotoday.it/eventi/wrong-assessment-dude-club.html,Musica e vita notturna,"44, Via Carlo Boncompagni, Lodi - Corvetto, Municipio 4, Milano, Lombardia, 20139, Italia",45.438468,9.2304867,9
Concerti,05-01-19,2019-01-05,"Via Fabio Massimo, Milano, MI",Cascina Casottello,Dudù Kouate in concerto,https://www.milanotoday.it/eventi/dudu-kouate-in-concerto-2018.html,Musica e vita notturna,"Via Fabio Massimo, Lodi - Corvetto, Municipio 4, Milano, Lombardia, 20139, Italia",45.4324762,9.2249237,9
Disco&Feste,05-01-19,2019-01-05,"Via Gargano, 15, Milano, MI",Plastic,Serata electro-house al Plastic: sabato 5 gennaio,https://www.milanotoday.it/eventi/electro-house-plastic-2019.html,Musica e vita notturna,"15, Via Gargano, Scalo Romana, Municipio 5, Milano, Lombardia, 20139, Italia",45.4381784,9.2060207,9
Manifestazioni,06-01-19,2019-01-06,"Piazza del Duomo, Milano, MI",Piazza Duomo,"Torna il grande ""Corteo dei Magi"": il 6 gennaio la sfilata da piazza Duomo",https://www.milanotoday.it/eventi/corteo-magi-2019.html,Altri eventi,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0
Manifestazioni,06-01-19,2019-01-06,"Piazza del Duomo, Milano, MI",,Corteo dei Re Magi: domenica 6 gennaio da piazza Duomo a Sant'Eustorgio,https://www.milanotoday.it/eventi/corteo-dei-re-magi-2019.html,Altri eventi,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0
Turismo,06-01-19,2019-01-06,"Via Fabio Filzi, 22, Milano, MI",Grattacielo Pirelli,"Pirellone, domenica 6 gennaio si sale gratis al belvedere del 31° piano",https://www.milanotoday.it/eventi/apertura-gratuita-pirellone.html,Non classificato,"22, Via Fabio Filzi, Cascina Lenzuoletta, Cernusco sul Naviglio, Milano, Lombardia, 20063, Italia",45.5183563,9.327814,2
Spettacoli,06-01-19,2019-01-06,"Viale dell'Innovazione 20,20126, Milano, MI,Italia",Arcimboldi,Mamma Mia!,https://www.teatro.it/spettacoli/milano/degli-arcimboldi/2018-2019/mamma-mia,Teatro e spettacolo,"20, Viale dell'Innovazione, Bicocca, Municipio 9, Milano, Lombardia, 20125, Italia",45.5148696,9.2135963,5
Spettacoli,06-01-19,2019-01-06,"Corso di Porta Romana 63,20122, Milano, MI,Italia",Carcano,Chefs,https://www.teatro.it/spettacoli/milano/carcano/2018-2019/chefs,Teatro e spettacolo,"Teatro Carcano, 63, Corso di Porta Romana, Crocetta, Municipio 1, Milano, Lombardia, 20121, Italia",45.4566842,9.1955297,0
Manifestazioni,06-01-19,2019-01-06,"Bastioni di Porta Venezia, Milano, MI",Villaggio delle Meraviglie,La Befana al Villaggio delle Meraviglie: domenica 6 gennaio,https://www.milanotoday.it/eventi/befana-villaggio-meraviglie-2019.html,Altri eventi,"Bastioni di Porta Venezia, Giardini Porta Venezia, Municipio 1, Milano, Lombardia, 20219, Italia",45.4747584,9.2036113,9
Spettacoli,06-01-19,2019-01-06,"Via Rivoli 6,20121, Milano, MI,Italia",Piccolo Teatro - Studio Melato,La lampada di Aladino,https://www.teatro.it/spettacoli/milano/piccolo-teatro-studio-melato/2018-2019/la-lampada-di-aladino,Teatro e spettacolo,"6, Via Rivoli, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4726093,9.182881,0
Incontri,06-01-19,2019-01-06,"Piazza della Repubblica, Milano, MI",Hotel Principe di Savoia,"Politici, magistrati e comici servono i senzatetto: torna la 'Befana dei clochard'",https://www.milanotoday.it/eventi/befana-dei-clochard-2018.html,Formazione e networking,"Piazza della Repubblica, Centrale, Municipio 2, Milano, Lombardia, 20124, Italia",45.4798616,9.1986203,0
Spettacoli,06-01-19,2019-01-06,"C.so Matteotti,20,20121, Milano, MI,Italia",Nuovo,Kinky Boots,https://www.teatro.it/spettacoli/milano/nuovo/2018-2019/kinky-boots,Teatro e spettacolo,"20, Corso Giacomo Matteotti, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4667336,9.1967703,0
Spettacoli,06-01-19,2019-01-06,"via Pier Lombardo,14,20135, Milano, MI,Italia",Franco Parenti - Sala Grande,La musica è pericolosa,https://www.teatro.it/spettacoli/milano/franco-parenti-sala-grande/2018-2019/la-musica-e-pericolosa-concertato,Teatro e spettacolo,"Via Pier Lombardo, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4542958,9.2063109,9
Spettacoli,06-01-19,2019-01-06,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - Sala Bausch,Una patatina nello zucchero,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-bausch/2018-2019/una-patatina-nello-zucchero,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,9
,19-01-19,2019-01-06,"Piazza Piemonte, Milano, MI",Teatro Nazionale CheBanca!,"Andrea Pucci in ""In... Tolleranza 2.Zero"": dal 6 al 19 gennaio al Teatro Nazionale",https://www.milanotoday.it/eventi/pucci-intolleranza-2-zero.html,Non classificato,"Piazza Piemonte, Washington, Municipio 7, Milano, Lombardia, 20149, Italia",45.466001,9.1548403,3
Spettacoli,06-01-19,2019-01-06,"via Pitteri 58,20134, Milano, MI,Italia",Martinitt,Singles,https://www.teatro.it/spettacoli/milano/martinitt/2018-2019/singles,Teatro e spettacolo,"Via Riccardo Pitteri, Lambrate, Municipio 3, Milano, Lombardia, 20134, Italia",45.4798362,9.2457864,6
Cinema,03-02-19,2019-01-07,"Viale Vittorio Veneto, Milano, MI",Cinema Spazio Oberdan,Rassegna di Orson Welles: dal 7 gennaio al 3 febbraio presso il Cinema Spazio Oberdan,https://www.milanotoday.it/eventi/rassegna-orson-welles-2019.html,Arte e cultura,"Viale Vittorio Veneto, Centrale, Municipio 2, Milano, Lombardia, 20124, Italia",45.4776637,9.1987179,0
Spettacoli,07-01-19,2019-01-07,"Via Giordano Rota 1,20145, Milano, MI,Italia",Nazionale Italiana Assicurazioni,Lo Schiaccianoci,https://www.teatro.it/spettacoli/milano/nazionale-chebanca/2018-2019/lo-schiaccianoci,Teatro e spettacolo,"20145, Italy",45.4643,9.1895,0
Spettacoli,08-01-19,2019-01-08,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,Attila,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2018-2019/attila,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4673781,9.188701,0
Spettacoli,08-01-19,2019-01-08,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,La vedova allegra,https://www.teatro.it/spettacoli/milano/manzoni/2018-2019/la-vedova-allegra,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762,0
Teatri,09-01-19,2019-01-09,"Via Padova, 133, Milano, MI",Spazio Ligera,9 gennaio - Omaggio a Bertolucci,https://www.milanotoday.it/eventi/9-gennaio-omaggio-a-bertolucci.html,Teatro e spettacolo,"133, Via Padova, Padova, Municipio 2, Milano, Lombardia, 20127, Italia",45.4981557,9.2324267,5
,09-01-19,2019-01-09,"Via Privata Duccio di Boninsegna, 21, Milano, MI",Sala Conferenza - Italia Nostra sezione di Milano,'Milano 2030': revisione del piano di governo del territorio,https://www.milanotoday.it/eventi/milano-2030-revisione-del-piano-di-governo.html,Non classificato,"21, Via Privata Duccio di Boninsegna, Pagano, Tre Torri, Municipio 8 di Milano, Milano, Lombardia, 20145, Italia",45.469743,9.1576074,3
Teatri,10-01-19,2019-01-10,"Via Mac Mahon, 16, Milano, MI",Bistrot del teatro,Festival nazionale del cabaret facce da bronzi - VI edizione,https://www.milanotoday.it/eventi/festival-nazionale-cabaret.html,Teatro e spettacolo,"Via Mac Mahon, Villapizzone, Ghisolfa, Municipio 8 di Milano, Milano, Lombardia, 20155, Italia",45.4944281,9.1571046,3
Mostre,31-01-19,2019-01-10,"Via Voghera, 14, Milano, MI",MADE4ART,Guido Alimento. Inverno in quota,https://www.milanotoday.it/eventi/guido-alimento-inverno-in-quota.html,Arte e cultura,"14, Via Voghera, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.454295,9.1674959,7
Concerti,10-01-19,2019-01-10,"Via Valtellina, 25, Milano, MI",Alcatraz,"""De Andrè 2.0"": concerto giovedì 10 gennaio all'Alcatraz",https://www.milanotoday.it/eventi/de-andre-alcatraz.html,Musica e vita notturna,"Alcatraz, 25, Via Valtellina, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.494744,9.1823768,0
Teatri,12-01-19,2019-01-10,"Via Arcivescovo Romilli, 15, Milano, MI",Spazio DiLà,Mi fanno male i capelli,https://www.milanotoday.it/eventi/mi-fanno-male-i-capelli.html,Teatro e spettacolo,"Via Arcivescovo Romilli, Scalo Romana, Municipio 5, Milano, Lombardia, 20139, Italia",45.4405961,9.2139752,9
Mostre,02-02-19,2019-01-10,"Foro Buonaparte, Milano, MI",Fondazione Matalon,"""Il mio Giappone"": dal 10 gennaio al 2 febbraio presso la Fondazione Matalon",https://www.milanotoday.it/eventi/mio-giappone-mostra.html,Arte e cultura,"Foro Buonaparte, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4692135,9.1831849,0
Mostre,10-01-19,2019-01-10,"Via Mac Mahon, 14, Milano, MI",Cortina Arte,Uno sguardo diverso,https://www.milanotoday.it/eventi/uno-sguardo-diverso-2019.html,Arte e cultura,"Via Mac Mahon, Villapizzone, Ghisolfa, Municipio 8 di Milano, Milano, Lombardia, 20155, Italia",45.4944281,9.1571046,3
,24-01-19,2019-01-10,"Via Baden Powell, 5, Milano, MI",Centro Scout Melegnanese,Corsi di apicoltura naturale (top-bar),https://www.milanotoday.it/eventi/corsi-di-apicoltura.html,Non classificato,"Via Baden Powell, Melegnano, Milano, Lombardia, 20077, Italia",45.3560039,9.329098,6
,13-01-19,2019-01-11,"Via Eugenio Villoresi, 26, Milano, MI",Teatro Linguaggicreativi,'3some': dall'11 al 13 gennaio,https://www.milanotoday.it/eventi/3some-spettacolo.html,Non classificato,"26, Via Eugenio Villoresi, Isola del Bosco, Torretta, Sesto San Giovanni, Zona Omogenea Milano Nord, Milano, Lombardia, 20099, Italia",45.5258217,9.225938,5
Concerti,12-01-19,2019-01-11,"Piazza del Duomo, Milano, MI",Piazza Duomo,"""Cantata anarchica"" e ballata in piazza: una sera e una notte in onore di De Andrè a Milano",https://www.milanotoday.it/eventi/concerto-de-andre-duomo.html,Musica e vita notturna,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0
Mostre,15-09-19,2019-01-11,"Piazza San Sepolcro, Milano, MI",Cripta di San Sepolcro,Leonardo & Warhol | The genius experience,https://www.milanotoday.it/eventi/leonardo-warhol-the-genius-experience.html,Arte e cultura,"Piazza San Sepolcro, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.462935,9.1852031,0
Spettacoli,11-01-19,2019-01-11,"Corso Venezia 2/A,20121, Milano, MI,Italia",San Babila,Doppia Coppia,https://www.teatro.it/spettacoli/milano/san-babila/2018-2019/doppia-coppia,Teatro e spettacolo,"2a, Corso Venezia, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4670204,9.1981104,0
,11-01-19,2019-01-11,"Via Giosuè Borsi, 9, Milano, MI",Apollo Club,"""Cassius dj set"": venerdì 11 gennaio da Rollover",https://www.milanotoday.it/eventi/cassius-dj-set-rollover.html,Non classificato,"9, Via Giosuè Borsi, Navigli, Municipio 6, Milano, Lombardia, 20143, Italia",45.4474144,9.1736183,7
Disco&Feste,11-01-19,2019-01-11,"Via Alessio di Tocqueville, Milano, MI",Club House,"""Club House 80's"": venerdì 11 gennaio al Club House",https://www.milanotoday.it/eventi/club-house-80-s-2019.html,Musica e vita notturna,"Via Alessio di Tocqueville, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, 20100, Italia",45.4824798,9.1868137,0
Spettacoli,11-01-19,2019-01-11,"Via Meda 20,20017, Rho, MI,Italia",Auditorium,Musica e poesia (Sciuscià e altre storie),https://www.teatro.it/spettacoli/rho/auditorium/2018-2019/musica-e-poesia-sciuscia-e-altre-storie,Teatro e spettacolo,"Auditorium Padre Giovanni Battista Reina, 20, Viale Filippo Meda, Maliano, Lucernate, Rho, Milano, Lombardia, 20017, Italia",45.5263626,9.0414761,1
Concerti,11-01-19,2019-01-11,"Via Giulio e Corrado Venini, 83, Milano, MI",Hug Milano,Tributo a Fabrizio De Andrè,https://www.milanotoday.it/eventi/tributo-a-fabrizio-de-andre-matteo-avanzini--.html,Musica e vita notturna,"83, Via Giulio e Corrado Venini, Loreto, Municipio 2, Milano, Lombardia, 20127, Italia",45.4942963,9.2168319,5
Incontri,11-01-19,2019-01-11,"Via Giacomo Matteotti, 30, Milano, MI",Sala Argentia,Non plus ultra,https://www.milanotoday.it/eventi/non-plus-ultra-raul-cremona.html,Formazione e networking,"Punto Simply, 30, Via Giacomo Matteotti, Ravello, Parabiago, Milano, Lombardia, 20015, Italia",45.5555998,8.9457947,4
Cinema,20-01-19,2019-01-11,"Piazza Città di Lombardia, Milano, MI",Pista di pattinaggio 02 Ice,Cinema pattinando sul ghiaccio,https://www.milanotoday.it/eventi/cinema-pattinando-sul-ghiaccio-2019.html,Arte e cultura,"Piazza Città di Lombardia, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, 20124, Italia",45.4867209,9.1960553,0
,12-01-19,2019-01-11,"Via Tito Livio, 33, Milano, MI",Tnt Club,Marlon live,https://www.milanotoday.it/eventi/marlon-live.html,Non classificato,"Headbangers, 33a, Via Tito Livio, Umbria - Molise, Municipio 4, Milano, Lombardia, 20135, Italia",45.4505975,9.2199534,9
Incontri,11-01-19,2019-01-11,"Piazza della Scala, 2, Milano, MI",Palazzo Marino,“Milano 1919: il tempo dello sbandamento e la nascita del fascismo”: l'11 gennaio a Palazzo Marino,https://www.milanotoday.it/eventi/milano-1919-palazzo-marino.html,Formazione e networking,"Municipio di Milano, 2, Piazza della Scala, Duomo, Brera, Milano, Lombardia, 20121, Italia",45.4666601,9.1904174,0
Disco&Feste,11-01-19,2019-01-11,"Via Giovanni Cadolini, 39, Milano, MI",Goganga,"""Goganga Crash Night // It PoP / '90 / Hiphop"": 11 gennaio al Goganga",https://www.milanotoday.it/eventi/goganga-crash-night-it-pop-happy-music-90-hiphop-l-11-gennaio-al-goganga.html,Musica e vita notturna,"39, Via Giovanni Cadolini, Umbria - Molise, Municipio 4, Milano, Lombardia, 20139, Italia",45.4469727,9.2215707,9
Concerti,11-01-19,2019-01-11,"Piazza Morbegno, 2, Milano, MI",GhePensi M.I.,"""Lambrate Swing Quartet"": venerdì 11 gennaio presso GhePensi M.I.",https://www.milanotoday.it/eventi/lambrate-jazz-quartet-2019.html,Musica e vita notturna,"Ghe Pensi Mi, 2, Piazza Morbegno, Loreto, Municipio 2, Milano, Lombardia, 20125, Italia",45.4928161,9.2165775,9
,12-01-19,2019-01-12,"Via della Libertà, 10, Milano, MI",Zig Zag,Omaggio a Ian Mcewan,https://www.milanotoday.it/eventi/omaggio-a-ian-mcewan.html,Non classificato,"10, Via della Libertà, Cusano, Cusano Milanino, Zona Omogenea Milano Nord, Milano, Lombardia, 20095, Italia",45.5547013,9.1748848,5
Incontri,12-01-19,2019-01-12,"Via Sant'Andrea, Milano, MI",Palazzo Morando,Diego Abatantuono incontra i fan: sabato 12 gennaio a Palazzo Morando,https://www.milanotoday.it/eventi/diego-abatantuono-2019.html,Formazione e networking,"Via Sant'Andrea, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4689568,9.1967507,0
Spettacoli,12-01-19,2019-01-12,"p.zza IV Novembre 3,20025, Legnano, MI,Italia",Talisio Tirinnanzi,Chi mi manca sei tu,https://www.teatro.it/spettacoli/legnano/talisio-tirinnanzi/2018-2019/chi-mi-manca-sei-tu,Teatro e spettacolo,"Scuola Secondaria di Primo Grado Giovanni Ungaretti, 3, Piazza Quattro Novembre, San Giorgio su Legnano, Milano, Lombardia, 20034, Italia",45.5765251,8.9157963,4
Incontri,31-01-19,2019-01-12,"Via Giuseppe Dall'Occo, 1, Milano, MI",Centro Culturale Artistico Click Art,Pensiero-gesto-astrazione,https://www.milanotoday.it/eventi/pensiero-gesto-astrazione-2018.html,Formazione e networking,"Via Giuseppe Dall'Occo, Cormano, Zona Omogenea Milano Nord, Milano, Lombardia, 20032, Italia",45.5444599,9.1691639,5
,12-01-19,2019-01-12,"Corso di Porta Vittoria 43, Milano, MI","Auditorium G. Di Vittorio, Camera del Lavoro","“Sikania”, ritratto in jazz della Sicilia sabato 12 gennaio",https://www.milanotoday.it/eventi/sikania-ritratto-in-jazz-della-sicilia-sabato-12-gennaio.html,Non classificato,"43, Corso di Porta Vittoria, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4624935,9.2038876,9
Inaugurazioni,12-01-19,2019-01-12,"Via Marche, 72, Milano, MI",Hospice Lainate,'La porta fiorita': il 12 gennaio all'Hospice di Lainate inagurazione del nuovo mosaico,https://www.milanotoday.it/eventi/inaugurazione-murales-hospice-lainate.html,Inaugurazioni,"Via Marche, Ponzella, Oltrestazione, Legnano, Milano, Lombardia, 20025, Italia",45.5869161,8.8951361,4
Spettacoli,12-01-19,2019-01-12,"Via Andrea Maria Ampère 1,20131, Milano, MI,Italia",MTM - Leonardo,L'Avaro,https://www.teatro.it/spettacoli/milano/leonardo/2018-2019/lavaro,Teatro e spettacolo,"Teatro Leonardo da Vinci, 1, Via Andrea Maria Ampère, Città Studi, Municipio 3, Milano, Lombardia, 20131, Italia",45.4795266,9.2263901,9
Concerti,12-01-19,2019-01-12,"Via Valtellina, 25, Milano, MI",Alcatraz Milano,Finley in concerto: sabato 12 gennaio all'Alcatraz,https://www.milanotoday.it/eventi/finley-in-concerto-alcatraz.html,Musica e vita notturna,"Alcatraz, 25, Via Valtellina, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.494744,9.1823768,0
Incontri,12-01-19,2019-01-12,"Via Mosè Bianchi, 94, Milano, MI",Teatro PIME,Il mercante di monologhi,https://www.milanotoday.it/eventi/il-mercante-di-monologhi-matthias-martelli.html,Formazione e networking,"94, Via Mosè Bianchi, De Angeli - Monte Rosa, Municipio 7, Milano, Lombardia, 20149, Italia",45.4755322,9.1453668,3
Mostre,24-03-19,2019-01-12,"Via Bergognone, 40, Milano, MI",Armani Silos,"""Fabula"" di Charles Freger: dal 12 gennaio al 24 marzo all'Armani Silos",https://www.milanotoday.it/eventi/mostra-charles-freger.html,Arte e cultura,"40, Via Bergognone da Fossano, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4514132,9.1649823,7
Teatri,12-01-19,2019-01-12,"Via Giovanni Duprè, 19, Milano, MI",Teatro Guanella,Le Prenom,https://www.milanotoday.it/eventi/le-prenom-compagnia-gruppo-teatro-tempo-2018.html,Teatro e spettacolo,"Via Giovanni Duprè, Ghisolfa, Municipio 8 di Milano, Milano, Lombardia, 20155, Italia",45.494526,9.1597343,3
Teatri,13-01-19,2019-01-12,"Via Sant'Elembardo, 2, Milano, MI",Teatro Officina,Metrobolgia - Il metrò milanese nell'epoca degli smartphone,https://www.milanotoday.it/eventi/metrobolgia-il-metro-milanese.html,Teatro e spettacolo,"2, Via Sant'Erlembaldo, Viale Monza, Municipio 2, Milano, Lombardia, 20126, Italia",45.5056173,9.2215298,5
Mercatini,13-01-19,2019-01-13,"Via Maestri del Lavoro, 27, Milano, MI",Land,"""5° Fiera del Disco"": domenica 13 gennaio a Legnano",https://www.milanotoday.it/eventi/fiera-disco-legnano.html,Mercati e shopping,"Via Maestri del Lavoro, Niguarda - Cà Granda, Municipio 9, Milano, Lombardia, 20162, Italia",45.5190011,9.1963843,5
Incontri,13-01-19,2019-01-13,"Via Fratelli Zoia, 89, Milano, MI",Spazio Teatro 89,Classica: i transiti musicali di Ravel e Prokofiev con il duo bonaita-rebaudengo,https://www.milanotoday.it/eventi/classica-i-transiti-musicali-di-ravel-e-prokofiev-2018.html,Formazione e networking,"Via Fratelli Zoia, Quarto Cagnino, Municipio 7, Milano, Lombardia, 20153, Italia",45.4720145,9.1089432,3
Spettacoli,13-01-19,2019-01-13,"Largo Antonio Greppi,20121, Milano, MI,Italia",Piccolo Teatro - Teatro Strehler,Slava's SnowShow,https://www.teatro.it/spettacoli/milano/piccolo-teatro-teatro-strehler/2018-2019/slavas-snowshow,Teatro e spettacolo,"Largo Antonio Greppi, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.471727,9.1826196,0
Spettacoli,13-01-19,2019-01-13,"Viale dell'Innovazione 20,20126, Milano, MI,Italia",Arcimboldi,Peter Pan - Il Musical,https://www.teatro.it/spettacoli/milano/degli-arcimboldi/2018-2019/peter-pan-il-musical-forever,Teatro e spettacolo,"20, Viale dell'Innovazione, Bicocca, Municipio 9, Milano, Lombardia, 20125, Italia",45.5148696,9.2135963,5
Teatri,13-01-19,2019-01-13,"Via Giuseppe di Vittorio, Milano, MI",Foyer del Teatro della Luna,"""Il gatto con gli stivali"": domenica 13 gennaio al Teatro della Luna",https://www.milanotoday.it/eventi/gatto-con-stivali-teatro.html,Teatro e spettacolo,"Via Giuseppe Di Vittorio, Cascine Olona, Vighignolo, Settimo Milanese, Milano, Lombardia, 20019, Italia",45.4876868,9.0566303,1
Spettacoli,13-01-19,2019-01-13,"C.so Matteotti,20,20121, Milano, MI,Italia",Nuovo,La famiglia Addams,https://www.teatro.it/spettacoli/milano/nuovo/2018-2019/la-famiglia-addams,Teatro e spettacolo,"20, Corso Giacomo Matteotti, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4667336,9.1967703,0
Spettacoli,13-01-19,2019-01-13,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - sala Shakespeare,Lo strano caso del cane ucciso a mezzanotte,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-shakespeare/2018-2019/lo-strano-caso-del-cane-ucciso-a-mezzanotte,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,9
Spettacoli,14-01-19,2019-01-14,"Via Varese,29,20024, Garbagnate Milanese, MI,Italia",Italia,Che disastro di commedia,https://www.teatro.it/spettacoli/garbagnate-milanese/italia/2018-2019/che-disastro-di-commedia,Teatro e spettacolo,"Via Varese, Quadrifoglio, Santa Maria Rossa, Garbagnate Milanese, Milano, Lombardia, 20024, Italia",45.5758278,9.0778952,1
,14-01-19,2019-01-14,"Via Privata Duccio di Boninsegna, 21, Milano, MI",Sala Conferenza - Italia Nostra sezione di Milano,'Milano 2030 - trasformazione degli scali ferroviari milanesi',https://www.milanotoday.it/eventi/milano-2030-trasformazione-degli-scali-ferroviari-milanesi.html,Non classificato,"21, Via Privata Duccio di Boninsegna, Pagano, Tre Torri, Municipio 8 di Milano, Milano, Lombardia, 20145, Italia",45.469743,9.1576074,3
,15-01-19,2019-01-15,"Via Giacomo Matteotti, Milano, MI",Teatro Argentia,Davide Van de Sfroos in concerto: martedì 15 gennaio al Teatro Argentia di Gorgonzola,https://www.milanotoday.it/eventi/davide-van-de-sfroos-2019.html,Non classificato,"Via Giacomo Matteotti, San Magno, Oltresempione, Legnano, Milano, Lombardia, 20025, Italia",45.5954251,8.9205804,4
Spettacoli,15-01-19,2019-01-15,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,Lo Schiaccianoci,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2018-2019/lo-schiaccianoci,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4673781,9.188701,0
Teatri,15-01-19,2019-01-15,"Piazza San Babila, 3, Milano, MI",Teatro Nuovo,"""Il lago dei cigni"": martedì 15 gennaio al Teatro Nuovo",https://www.milanotoday.it/eventi/lago-cigni-teatro-nuovo.html,Teatro e spettacolo,"3, Piazza San Babila, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4665231,9.1971251,0
Spettacoli,15-01-19,2019-01-15,"C.so Matteotti,20,20121, Milano, MI,Italia",Nuovo,Il lago dei cigni,https://www.teatro.it/spettacoli/milano/nuovo/2018-2019/il-lago-dei-cigni,Teatro e spettacolo,"20, Corso Giacomo Matteotti, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4667336,9.1967703,0
