categoria,data_fine,data_inizio,indirizzo,luogo,titolo,url,macro_categoria,geocoded_address,lat,long,Cluster
Mostre,09-02-20,2019-12-06,"Piazza del Duomo, 12, Milano, MI",Palazzo Reale,Cinquant'anni di pittura e 60 dipinti: la mostra gratis a Palazzo Reale,https://www.milanotoday.it/eventi/mostra-vedova-gratis-palazzo-reale.html,Arte e cultura,"Giacomo, 12, Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, 20100, Italia",45.4632066,9.1914879,0
Incontri,15-12-19,2019-12-07,"Via Rovello, 2, Milano, MI",Chiostro Nina Vinchi,Aspettando il Natale al Chiostro del Piccolo Teatro: incontri e laboratori per bambini,https://www.milanotoday.it/eventi/natale-chiostro-piccolo-teatro.html,Formazione e networking,"2, Via Rovello, Brera, Milano, Lombardia, 20121, Italia",45.4665188,9.1847651,0
Manifestazioni,06-01-20,2019-12-07,"Piazza Giovanni XXIII, Milano, MI",Pioltello,Babbo Natale arriva a Pioltello,https://www.milanotoday.it/eventi/babbo-natale-festa-pioltello.html,Altri eventi,"Piazza Giovanni XXIII, Pagano, Municipio 1, Milano, Lombardia, 20145, Italia",45.4758628,9.1651948,3
Incontri,08-12-19,2019-12-07,"Via Senigallia, Milano, MI",Hotel Leonardo da Vinci,I 500 migliori giocatori di bridge provenienti da 14 paesi europei e dagli stati uniti si sfidano sino a domenica a Milano,https://www.milanotoday.it/eventi/i-500-migliori-giocatori-di-bridge-provenienti-2019.html,Formazione e networking,"Via Senigallia, Bruzzano, Municipio 9, Milano, Lombardia, 20161, Italia",45.5302747,9.1679907,5
Teatri,08-12-19,2019-12-07,"Via Fabio Massimo, 19, Milano, MI",C.I.Q./Cascina Casottello,Performance di musica e danza,https://www.milanotoday.it/eventi/performance-di-musica-e-danza-2019.html,Teatro e spettacolo,"19, Via Fabio Massimo, Lodi - Corvetto, Municipio 4, Milano, Lombardia, 20139, Italia",45.4349742,9.2277681,9
,31-12-19,2019-12-07,"Via Giuseppe dall'Occo, 1, Milano, MI",centro culturale artistico Click Art,"""Immaginario scomposto"": arriva una mostra nel centro storico di Cormano",https://www.milanotoday.it/eventi/mostra-cormano-cortili.html,Non classificato,"Via Giuseppe Dall'Occo, Cormano, Zona Omogenea Milano Nord, Milano, Lombardia, 20032, Italia",45.5444599,9.1691639,5
Manifestazioni,06-01-20,2019-12-07,"Piazza Giovanni XXIII, Milano, MI",Pioltello,Babbo Natale arriva a Pioltello,https://www.milanotoday.it/eventi/babbo-natale-festa-pioltello.html,Altri eventi,"Piazza Giovanni XXIII, Pagano, Municipio 1, Milano, Lombardia, 20145, Italia",45.4758628,9.1651948,3
Cibo e Vino,08-12-19,2019-12-07,"Via Giuseppe Gabetti, Milano, MI",Mare Culturale Urbano,Una festa del pizzocchero in arrivo a Sant'Ambrogio,https://www.milanotoday.it/eventi/festa-pizzocchero-mare-urbano.html,Enogastronomia,"Via Giuseppe Gabetti, Quartiere Vercellese, Forze Armate, Municipio 7, Milano, Lombardia, 20147, Italia",45.4697048,9.1241074,3
Incontri,08-12-19,2019-12-07,"Via Genova Thaon di Revel, 21, Milano, MI",Fonderia Napoleonica Eugenia,Green christmas,https://www.milanotoday.it/eventi/green-christmas-2019.html,Formazione e networking,"Fonderia Napoleonica Eugenia, 21, Via Genova Thaon Di Revel, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.4929581,9.1875413,0
,07-12-19,2019-12-07,"Piazza del Cannone, Milano, MI",Locanda Alla Mano,Locanda alla Mano: degustazione e concerto Gospel per Sant'Ambrogio,https://www.milanotoday.it/eventi/locanda-alla-mano-degustazione-concerto-gospel.html,Non classificato,"Piazza del Cannone, Parco Sempione, Municipio 1, Milano, Lombardia, Italia",45.4716693,9.1780647,0
,08-12-19,2019-12-07,"Via Messina, 48, Milano, MI",Scuola di Circo,Soul of nature,https://www.milanotoday.it/eventi/soul-of-nature-milo-scotton-con-artemakia-2019.html,Non classificato,"48, Via Messina, Ghisolfa, Municipio 8 di Milano, Milano, Lombardia, 20154, Italia",45.488177,9.1720103,0
,07-12-19,2019-12-07,"Via Ercole Ricotti, 10, Milano, MI",Chiesa Santa Maria di Buonconsiglio,Illuminati di Musica classica trio da camera,https://www.milanotoday.it/eventi/illuminati-di-musica-musica-classica-trio-da-camera.html,Non classificato,"Via Ercole Ricotti, Bovisa, Municipio 9, Milano, Lombardia, 20158, Italia",45.5009779,9.1636389,3
Spettacoli,08-12-19,2019-12-08,"Corso Buenos Aires,33,20124, Milano, MI,Italia",Teatro Elfo Puccini - sala Fassbinder,Aspettando Godot,https://www.teatro.it/spettacoli/milano/teatro-elfo-puccini-sala-fassbinder/2019-2020/aspettando-godot,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,9
,08-12-19,2019-12-08,"Via Fratelli Zoia, 89, Milano, MI",Spazio Teatro 89,"Giocare, fare, disegnare: lo spettacolo per bambini “Carta canta”",https://www.milanotoday.it/eventi/carta-canta-spettacolo.html,Non classificato,"Via Fratelli Zoia, Quarto Cagnino, Municipio 7, Milano, Lombardia, 20153, Italia",45.4720145,9.1089432,3
Spettacoli,08-12-19,2019-12-08,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,Ho perso il filo - Angela Finocchiaro,https://www.teatro.it/spettacoli/milano/manzoni/2019-2020/ho-perso-il-filo,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762,0
Incontri,15-12-19,2019-12-08,"Piazza del Duomo, Milano, MI",Piazza Duomo,La magia del Natale nelle vetrate del Duomo: un laboratorio per bambini,https://www.milanotoday.it/eventi/laboratorio-vetrate-duomo-bambini.html,Formazione e networking,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0
Sport,08-12-19,2019-12-08,"Via Circonvallazione Idroscalo, Milano, MI",Idroscalo,"Idroscalo, una gara di Natale in arrivo per Sant'Ambrogio",https://www.milanotoday.it/eventi/gara-santambrogio-idroscalo.html,Sport e attività fisica,"Via Circonvallazione Idroscalo, Redecesio, Novegro, Segrate, Milano, Lombardia, 20054, Italia",45.469716,9.2854959,6
Spettacoli,08-12-19,2019-12-08,"Via Ciro Menotti 11,20129, Milano, MI,Italia",Menotti,Trainspotting,https://www.teatro.it/spettacoli/milano/menotti/2019-2020/trainspotting,Teatro e spettacolo,"Teatro Menotti, 11, Via Ciro Menotti, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4699775,9.2131112,9
Spettacoli,08-12-19,2019-12-08,"Corso Magenta 24,20123, Milano, MI,Italia",MTM - Litta,The Sense of Life for a Single Man,https://www.teatro.it/spettacoli/milano/litta/2019-2020/the-sense-of-life-for-a-single-man,Teatro e spettacolo,"Boccascena Cafè, 24, Corso Magenta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.466045,9.1778296,0
Spettacoli,08-12-19,2019-12-08,"Corso di Porta Romana 63,20122, Milano, MI,Italia",Carcano,Il berretto a sonagli,https://www.teatro.it/spettacoli/milano/carcano/2019-2020/il-berretto-a-sonagli,Teatro e spettacolo,"Teatro Carcano, 63, Corso di Porta Romana, Crocetta, Municipio 1, Milano, Lombardia, 20121, Italia",45.4566842,9.1955297,0
Incontri,08-12-19,2019-12-08,"Piazza Città di Lombardia, Milano, MI",Grattacielo Pirelli,Salita al 39° piano di Palazzo Lombardia e tour tra i grattacieli,https://www.milanotoday.it/eventi/salita-palazzo-lombardia.html,Formazione e networking,"Piazza Città di Lombardia, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, 20124, Italia",45.4867209,9.1960553,0
Incontri,08-12-19,2019-12-08,"Piazzale Cimitero Monumentale, Milano, MI",Cimitero Monumentale,Sulle orme di Tosca al Monumentale,https://www.milanotoday.it/eventi/passeggiata-monumentale-tosca.html,Formazione e networking,"Piazzale Cimitero Monumentale, Sarpi, Porta Volta, Municipio 8 di Milano, Milano, Lombardia, 20154, Italia",45.4845449,9.1765828,0
Spettacoli,09-12-19,2019-12-09,"Via Giordano Rota 1,20145, Milano, MI,Italia",Nazionale Italiana Assicurazioni,Il rigore che non c'era,https://www.teatro.it/spettacoli/milano/nazionale-chebanca/2019-2020/il-rigore-che-non-cera,Teatro e spettacolo,"20145, Italy",45.4643,9.1895,0
Spettacoli,09-12-19,2019-12-09,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - sala Shakespeare,Il rumore del silenzio,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-shakespeare/2019-2020/il-rumore-del-silenzio,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,9
Incontri,15-12-19,2019-12-09,"Via Edmondo de Amicis, 10, Milano, MI",Casa dei Diritti,Giovanni Novaresio focus on somalia fotografie 1954 1958,https://www.milanotoday.it/eventi/giovanni-novaresio-focus-on-somalia-.html,Formazione e networking,"10, Via Edmondo De Amicis, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4578486,9.1800011,0
Corsi,09-12-19,2019-12-09,"Via Santa Maria Valle, 2, Milano, MI",Milan Art & Events Center,Let's meet in Shanghai: il ricamo gu,https://www.milanotoday.it/eventi/let-s-meet-in-shanghai-il-ricamo-gu-2019.html,Formazione e networking,"Fondazione Alessandro Durini, 2, Via Santa Maria Valle, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4600544,9.1838916,0
,30-01-20,2019-12-09,Milano Lancetti,spazioSERRA,La cerimonia dei misteri | Giovanni Chiamenti,https://www.milanotoday.it/eventi/la-cerimonia-dei-misteri-giovanni-chiamenti.html,Non classificato,"Milano Lancetti, Via dell'Aprica, Farini, Municipio 9, Milano, Lombardia, 20158, Italia",45.493595,9.1770923,0
,30-01-20,2019-12-09,Milano Lancetti,spazioSERRA,La cerimonia dei misteri | Giovanni Chiamenti,https://www.milanotoday.it/eventi/la-cerimonia-dei-misteri-giovanni-chiamenti.html,Non classificato,"Milano Lancetti, Via dell'Aprica, Farini, Municipio 9, Milano, Lombardia, 20158, Italia",45.493595,9.1770923,0
Teatri,22-12-19,2019-12-10,"Corso Buenos Aires, 33, Milano, MI",Teatro Elfo Puccini,'Amami o sposerò un millepiedi': a dicembre in scena all'Elfo,https://www.milanotoday.it/eventi/amami-o-sposero-millepiedi-spettacolo.html,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,9
Mostre,15-12-19,2019-12-10,"Via Andrea Maria Ampère, 1, Milano, MI",MTM Teatro Leonardo,"Romeo e giulietta, l'amore è saltimbanco",https://www.milanotoday.it/eventi/romeo-e-giulietta-l-amore-e-saltimbanco-2019.html,Arte e cultura,"Teatro Leonardo da Vinci, 1, Via Andrea Maria Ampère, Città Studi, Municipio 3, Milano, Lombardia, 20131, Italia",45.4795266,9.2263901,9
Teatri,10-12-19,2019-12-10,"Via Matera, 5, Milano, MI",Teatro del Vigentino,"""Feltrinelli, una storia contro"" per ricordare piazza fontana al teatro del Vigentino",https://www.milanotoday.it/eventi/feltrinelli-una-storia-contro-per-ricordare-piazza-fontana.html,Teatro e spettacolo,"Via Matera, Scalo Romana, Municipio 5, Milano, Lombardia, 20141, Italia",45.4375931,9.2029659,9
Concerti,10-12-19,2019-12-10,"Piazza Piemonte, Milano, MI",Teatro Nazionale,Le Vibrazioni in concerto al Teatro Nazionale con il Maestro Beppe Vessicchio,https://www.milanotoday.it/eventi/vibrazioni-concerto-vessicchio.html,Musica e vita notturna,"Piazza Piemonte, Washington, Municipio 7, Milano, Lombardia, 20149, Italia",45.466001,9.1548403,3
Teatri,15-12-19,2019-12-10,"Corso Buenos Aires, 36, Milano, MI",Teatro Elfo Puccini,'Fedeli d’Amore': a dicembre lo spettacolo all'Elfo,https://www.milanotoday.it/eventi/fedeli-amore-spettacolo.html,Teatro e spettacolo,"Piadiniamo, 36, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4785293,9.2095943,9
Mostre,16-12-19,2019-12-10,"Piazza Sant'Ambrogio, 25, Milano, MI",Oratorio della Passione di Sant'Ambrogio,Diversamente umano. Una mostra di Mario Colaps,https://www.milanotoday.it/eventi/diversamente-umano-una-mostra-di-mario-colaps.html,Arte e cultura,"25, Piazza Sant'Ambrogio, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4618498,9.1748839,0
Mostre,12-12-19,2019-12-10,"Corso Magenta, 42, Milano, MI",Fondazione Pasquinelli,Della forza della fragilita',https://www.milanotoday.it/eventi/della-forza-della-fragilita-2019.html,Arte e cultura,"42, Corso Magenta, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4659524,9.1750437,0
Teatri,10-12-19,2019-12-10,"Largo Corsia dei Servi, 4, Milano, MI",Auditorium di Centro Culturale di Milano,"""il coro"" di Gio Ponti. Cronache immaginarie",https://www.milanotoday.it/eventi/il-coro-di-gio-ponti-cronache-immaginarie.html,Teatro e spettacolo,"Largo Corsia dei Servi, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4645536,9.1965924,0
Incontri,10-12-19,2019-12-10,"Via Pier Lombardo, 14, Milano, MI",Teatro Franco Parenti,"Fundraising progetto ""non lasciamoli soli!""",https://www.milanotoday.it/eventi/fundraising-progetto-non-lasciamoli-soli.html,Formazione e networking,"Via Pier Lombardo, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4542958,9.2063109,9
Incontri,10-12-19,2019-12-10,"Viale Papiniano, 42, Milano, MI",ODA Palestra Artistica,Romance,https://www.milanotoday.it/eventi/romance-tjasa-kasteli-jerzy-chwastyk-2019.html,Formazione e networking,"Amalthea, 42, Viale Papiniano, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.457738,9.1699058,7
Incontri,11-12-19,2019-12-11,"Via Sant'Antonio, 5, Milano, MI",Sala,"Venezuela il popolo, il canto, il lavoro. Condividere una presenza nell'america latina",https://www.milanotoday.it/eventi/venezuela-il-popolo-il-canto-il-lavoro-2019.html,Formazione e networking,"5, Via Sant'Antonio, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4614519,9.1934697,0
Teatri,22-12-19,2019-12-11,"Via Pier Lombardo, Milano, MI",Teatro Franco Parenti,Cita a ciegas: a dicembre in scena al Parenti,https://www.milanotoday.it/eventi/cita-a-ciegas-spettacolo.html,Teatro e spettacolo,"Via Pier Lombardo, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4542958,9.2063109,9
Incontri,06-01-20,2019-12-11,"Via dei Platani, Milano, MI",,"Elfi, pupazzi di neve e tantissime luci: torna la Casa di Babbo Natale di Melegnano",https://www.milanotoday.it/eventi/casa-babbo-natale-melegnano-orari.html,Formazione e networking,"Via dei Platani, La Flora, Oltrestazione, Legnano, Milano, Lombardia, 20025, Italia",45.5930416,8.8945604,4
Corsi,11-12-19,2019-12-11,"Via San Domenico Savio, 3, Milano, MI",Biblioteca Chiesa Rossa,A 50 anni dalla luna,https://www.milanotoday.it/eventi/a-50-anni-dalla-luna-2019.html,Formazione e networking,"Biblioteca Comunale Chiesa Rossa, 3, Via San Domenico Savio, Stadera, Municipio 5, Milano, Lombardia, 20142, Italia",45.4304092,9.1738751,7
Concerti,11-12-19,2019-12-11,"Piazza del Duomo, Milano, MI",Duomo di Milano,Avis organizza un concerto gratuito per volontari e cittadini a sostegno del restauro dell’organo del Duomo,https://www.milanotoday.it/eventi/concerto-avis-11-dicembre.html,Musica e vita notturna,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0
Spettacoli,11-12-19,2019-12-11,"Piazza S. Magno,20025, Legnano, MI,Italia",Galleria,Fiorella Mannoia - Personale Tour,https://www.teatro.it/spettacoli/legnano/galleria/2019-2020/fiorella-mannoia-personale-tour,Teatro e spettacolo,"Piazza San Magno, San Magno, Oltresempione, Legnano, Milano, Lombardia, 20025, Italia",45.5945288,8.9180098,4
Incontri,06-01-20,2019-12-11,"Via dei Platani, Milano, MI",,"Elfi, pupazzi di neve e tantissime luci: torna la Casa di Babbo Natale di Melegnano",https://www.milanotoday.it/eventi/casa-babbo-natale-melegnano-orari.html,Formazione e networking,"Via dei Platani, La Flora, Oltrestazione, Legnano, Milano, Lombardia, 20025, Italia",45.5930416,8.8945604,4
Spettacoli,11-12-19,2019-12-11,"v. Mons. Pogliani 7/a,ang. via Grandi,20090, Cesano Boscone, MI,Italia",Cristallo,Un borghese piccolo piccolo,https://www.teatro.it/spettacoli/cesano-boscone/cristallo/2019-2020/un-borghese-piccolo-piccolo,Teatro e spettacolo,"20090, Italy",45.407,9.1083,8
Concerti,11-12-19,2019-12-11,"Via Gualdo Priorato, 5, Milano, MI",Serraglio,Gnut e carmelo pipitone in concerto a Milano,https://www.milanotoday.it/eventi/gnut-e-carmelo-pipitone-in-concerto-a-milano-gnut-2019.html,Musica e vita notturna,"Via Gualdo Priorato, Lambrate, Municipio 3, Milano, Lombardia, 20134, Italia",45.4739432,9.2432319,6
,11-12-19,2019-12-11,"Piazza del Duomo, Milano, MI",Duomo,In Duomo il concerto di beneficenza dell'Avis: servirà a raccogliere fondi per il restauro dell'organo,https://www.milanotoday.it/eventi/concerto-avis-duomo.html,Non classificato,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0
Incontri,25-01-20,2019-12-12,"Via Cesare Saldini, Milano, MI",Question Mark,Leonida de filippi - Circolarity,https://www.milanotoday.it/eventi/leonida-de-filippi-circolarity-leonida-de-filippi.html,Formazione e networking,"Via Cesare Saldini, Città Studi, Municipio 3, Milano, Lombardia, 20133, Italia",45.4706314,9.2273905,9
Spettacoli,12-12-19,2019-12-12,"p.zza IV Novembre 3,20025, Legnano, MI,Italia",Talisio Tirinnanzi,Caveman,https://www.teatro.it/spettacoli/legnano/talisio-tirinnanzi/2019-2020/caveman,Teatro e spettacolo,"Scuola Secondaria di Primo Grado Giovanni Ungaretti, 3, Piazza Quattro Novembre, San Giorgio su Legnano, Milano, Lombardia, 20034, Italia",45.5765251,8.9157963,4
Incontri,01-02-20,2019-12-12,"Via Goffredo Mameli, 46, Milano, MI",Galleria Conceptual,Vasco Bendini - Stabile instabilità,https://www.milanotoday.it/eventi/vasco-bendini-stabile-instabilita-vasco-bendini-2019.html,Formazione e networking,"46, Via Goffredo Mameli, XXII Marzo, Municipio 4, Milano, Lombardia, 20137, Italia",45.4631562,9.2133629,9
Concerti,12-12-19,2019-12-12,"Via delle Ore, 3, Milano, MI",Fondazione Ambrosianeum,"Ambrosianeum: concerto di natale gospel con il coro  ""Voci per voi""",https://www.milanotoday.it/eventi/ambrosianeum-concerto-di-natale.html,Musica e vita notturna,"Ambrosianeum, 3, Via delle Ore, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4628936,9.1925597,0
Incontri,12-12-19,2019-12-12,"Piazza del Duomo, Milano, MI",Mondadori Megastore,Daniele Bossari presenta il suo nuovo libro,https://www.milanotoday.it/eventi/daniele-bossari-presenta-libro.html,Formazione e networking,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0
Manifestazioni,01-03-20,2019-12-12,"Viale Sarca, Milano, MI",Bicocca Village,"Milano diventa la città dei robot: l'incredibile show sbarca in Bicocca, biglietti scontati del 30%",https://www.milanotoday.it/eventi/citta-robot-info-prezzi.html,Altri eventi,"Viale Sarca, Bicocca, Municipio 9, Milano, Lombardia, 20126, Italia",45.5260672,9.2146919,5
Mostre,21-02-20,2019-12-12,"Via Nerino, Milano, MI",MAAB Gallery,Mario Giacomelli,https://www.milanotoday.it/eventi/mario-giacomelli-mario-giacomelli-2019.html,Arte e cultura,"Via Nerino, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4609687,9.1832443,0
Manifestazioni,01-03-20,2019-12-12,"Viale Sarca, Milano, MI",Bicocca Village,"Milano diventa la città dei robot: l'incredibile show sbarca in Bicocca, biglietti scontati del 30%",https://www.milanotoday.it/eventi/citta-robot-info-prezzi.html,Altri eventi,"Viale Sarca, Bicocca, Municipio 9, Milano, Lombardia, 20126, Italia",45.5260672,9.2146919,5
Mostre,21-02-20,2019-12-12,"Via Nerino, Milano, MI",MAAB Gallery,Mario Giacomelli,https://www.milanotoday.it/eventi/mario-giacomelli-mario-giacomelli-2019.html,Arte e cultura,"Via Nerino, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4609687,9.1832443,0
Cibo e Vino,15-12-19,2019-12-12,"Piazza Città di Lombardia, Milano, MI",Palazzo Lombardia,"Natale 2019, arriva un mercato con i migliori prodotti gastronomici a Km zero",https://www.milanotoday.it/eventi/mercato-agricolo-natale-palazzo-lombardia.html,Enogastronomia,"Piazza Città di Lombardia, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, 20124, Italia",45.4867209,9.1960553,0
Incontri,01-02-20,2019-12-12,"Via Goffredo Mameli, 46, Milano, MI",Galleria Conceptual,Vasco Bendini - Stabile instabilità,https://www.milanotoday.it/eventi/vasco-bendini-stabile-instabilita-vasco-bendini-2019.html,Formazione e networking,"46, Via Goffredo Mameli, XXII Marzo, Municipio 4, Milano, Lombardia, 20137, Italia",45.4631562,9.2133629,9
Incontri,25-01-20,2019-12-12,"Via Cesare Saldini, Milano, MI",Question Mark,Leonida de filippi - Circolarity,https://www.milanotoday.it/eventi/leonida-de-filippi-circolarity-leonida-de-filippi.html,Formazione e networking,"Via Cesare Saldini, Città Studi, Municipio 3, Milano, Lombardia, 20133, Italia",45.4706314,9.2273905,9
,15-12-19,2019-12-12,"Viale Luigi Camoens, 2, Milano, MI",Torre Branca,Stargazing: sali tra le stelle e ammira la magia del Natale,https://www.milanotoday.it/eventi/stargazing-sali-tra-le-stelle-e-ammira-la-magia-del-natale.html,Non classificato,"Viale Luigi Camoens, Parco Sempione, Municipio 1, Milano, Lombardia, 20154, Italia",45.4729814,9.1728556,0
Spettacoli,13-12-19,2019-12-13,"v. Matteotti 30,20064, Gorgonzola, MI,Italia",Sala Argentia,Otto donne e un mistero,https://www.teatro.it/spettacoli/gorgonzola/sala-argentia/2019-2020/otto-donne-e-un-mistero,Teatro e spettacolo,"Sala Argentia, 30, Via Giacomo Matteotti, Gorgonzola, Milano, Lombardia, 20064, Italia",45.5327792,9.4032916,2
Mercatini,15-12-19,2019-12-13,"Via Festa del Perdono, Milano, MI",,Un nuovo mercatino di Natale per la festa di Santa Lucia,https://www.milanotoday.it/eventi/mercatino-natale-universita-statale.html,Mercati e shopping,"Via Festa del Perdono, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20122, Italia",45.4603426,9.1940887,0
Cinema,13-12-19,2019-12-13,"Corso Garibaldi, 27, Milano, MI",CAM Garibaldi,Rassegna cinematografica gratuita sul tema della sostenibilità,https://www.milanotoday.it/eventi/rassegna-cinematografica-gratuita.html,Arte e cultura,"27, Corso Giuseppe Garibaldi, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4730231,9.18362,0
Spettacoli,13-12-19,2019-12-13,"Piazza S. Magno,20025, Legnano, MI,Italia",Galleria,PFM canta De Andrè,https://www.teatro.it/spettacoli/legnano/galleria/2019-2020/pfm-canta-de-andre,Teatro e spettacolo,"Piazza San Magno, San Magno, Oltresempione, Legnano, Milano, Lombardia, 20025, Italia",45.5945288,8.9180098,4
Incontri,13-12-19,2019-12-13,"Via Pisanello, 1, Milano, MI",Centro Culturale Rosetum,"Paul Zauner's sweet emma band, chanda rule - rjf #2",https://www.milanotoday.it/eventi/paul-zauner-s-sweet-emma-band-2019.html,Formazione e networking,"Via Pisanello, Bande Nere, Municipio 7, Milano, Lombardia, 20148, Italia",45.4672182,9.140416,3
Cibo e Vino,13-12-19,2019-12-13,"Alzaia Naviglio Pavese, 260, Milano, MI",Farm 65,"Milano, arriva una festa di Natale per single",https://www.milanotoday.it/eventi/festa-single-navigli.html,Enogastronomia,"260, Alzaia Naviglio Pavese, Stadera, Municipio 5, Milano, Lombardia, 20142, Italia",45.4255534,9.1687114,7
Incontri,13-01-20,2019-12-13,"Via Privata Bernabò Visconti, 13, Milano, MI",spazio ARS,Ars gratia artis,https://www.milanotoday.it/eventi/ars-gratia-artis--2019.html,Formazione e networking,"Parini CoWorking, 13, Via privata Bernabò Visconti, Quarto Cagnino, Municipio 7, Milano, Lombardia, 20153, Italia",45.4738803,9.1152924,3
Incontri,13-01-20,2019-12-13,"Via Privata Bernabò Visconti, 13, Milano, MI",spazio ARS,Ars gratia artis,https://www.milanotoday.it/eventi/ars-gratia-artis--2019.html,Formazione e networking,"Parini CoWorking, 13, Via privata Bernabò Visconti, Quarto Cagnino, Municipio 7, Milano, Lombardia, 20153, Italia",45.4738803,9.1152924,3
Spettacoli,14-12-19,2019-12-14,"viale Alemagna,6,20121, Milano, MI,Italia",Triennale,Macbettu,https://www.teatro.it/spettacoli/milano/triennale-teatro-dellarte/2019-2020/macbettu,Teatro e spettacolo,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,0
Disco&Feste,14-12-19,2019-12-14,"Via Benaco, 1, Milano, MI",Ohibò,L’Eclair in concerto all’Ohibò,https://www.milanotoday.it/eventi/eclair-concerto-ohibo.html,Musica e vita notturna,"1, Via Benaco, Lodi - Corvetto, Municipio 4, Milano, Lombardia, 20139, Italia",45.4447402,9.211825,9
Manifestazioni,15-12-19,2019-12-14,"Via Messina, 48, Milano, MI",Piccola scuola di circo,Stand up!  Esperimenti di circo a tu per tu,https://www.milanotoday.it/eventi/stand-up-esperimenti-di-circo-a-tu-per-tu.html,Altri eventi,"48, Via Messina, Ghisolfa, Municipio 8 di Milano, Milano, Lombardia, 20154, Italia",45.488177,9.1720103,0
Incontri,14-12-19,2019-12-14,"Via Santa Rita da Cascia, 22, Milano, MI",Santuario Santa Rita da cascia,"Il coro  family&friends in concerto ""dal pop alle carole natalizie: una scala musicale verso dio""",https://www.milanotoday.it/eventi/il-coro-family-friends-in.html,Formazione e networking,"Santa Rita Calcio 1955, 22, Via Santa Rita da Cascia, Ronchetto Sul Naviglio, Municipio 6, Milano, Lombardia, 20143, Italia",45.4402215,9.1489676,7
Concerti,14-12-19,2019-12-14,"Via San Vittore, 21, Milano, MI",Museo Nazionale Scienza e Tecnologia Leonardo da Vinci,"Concerto benefico ""Leonardo 4 children""",https://www.milanotoday.it/eventi/concerto-benefico-leonardo-4-children-.html,Musica e vita notturna,"21, Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4628946,9.1706462,0
Cibo e Vino,14-12-19,2019-12-14,"Via Rovigno, 14, Milano, MI",Bocciofila Martesana,Una serata a base di orecchiette e taranta alla Bocciofila Martesana,https://www.milanotoday.it/eventi/festa-pugliese-bocciofila-martesana.html,Enogastronomia,"14, Via Rovigno, Padova, Municipio 2, Milano, Lombardia, 20125, Italia",45.5030298,9.2197702,5
