categoria,data_fine,data_inizio,indirizzo,luogo,titolo,url,macro_categoria,geocoded_address,lat,long,Cluster
Iniziative Digitali,05-05-21,2021-05-05,"Via Senato 10, Milano, MI",Archivio di Stato di Milano,Cinque Maggio 1821-2021: maratona di lettura dell’ode manzoniana per ricordare Napoleone Bonaparte nel Bicentenario della sua morte,,Eventi digitali,"10, Via Senato, Guastalla, Municipio 1, Milano, Lombardia, 20121, Italia",45.4700976,9.1981223,8
Mostre,05-05-21,2021-05-05,"Piazza della Repubblica, Milano, MI",Istituto Svizzero,Il soggetto inaspettatamente trasgressivo,https://www.milanotoday.it/eventi/soggetto-inaspettatamente-trasgressivo-2021.html,Arte e cultura,"Piazza della Repubblica, Centrale, Municipio 2, Milano, Lombardia, 20100, Italia",45.4788283,9.1963487,8
Mostre,28-05-21,2021-05-05,"Via Giulio Cesare Procaccini, 4, Milano, MI",Fabbrica del Vapore - Sala delle Colonne,Nessuno escluso. Una mostra di Christian Tasso sulla disabilità come risorsa,https://www.milanotoday.it/eventi/nessuno-escluso-una-mostra-di-christian-tasso-2021.html,Arte e cultura,"4, Via Giulio Cesare Procaccini, Bullona, Porta Volta, Municipio 8 di Milano, Milano, Lombardia, 20154, Italia",45.4839945,9.1753796,2
Altro,31-05-21,2021-05-05,"Via Senato, Milano, MI",Soprintendenza Archivistica e Bibliografica della Lombardia,"Soprintendenza Archivistica e Bibliografica della Lombardia - Dante Alighieri  > La Divina Commedia  > Inferno, dal Canto XXVI",,Altri eventi,"Via Senato, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4714266,9.1962309,8
Spettacoli,05-05-21,2021-05-05,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,Antonio Ornano - L'Ornano Furioso,https://www.teatro.it/spettacoli/milano/manzoni/2020-2021/lornano-furioso,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762,8
Mostre,27-05-21,2021-05-05,"Corso di Porta Vigentina, 26, Milano, MI",Galleria Francesco Zanuso,Alla Galleria Zanuso una mostra speciale dedicata al Vietnam,https://www.milanotoday.it/eventi/mostra-gratis-galleria-zanuso-quadri-vietnam.html,Arte e cultura,"26, Corso di Porta Vigentina, Vigentina, Municipio 1, Milano, Lombardia, 20122, Italia",45.4541218,9.1958744,8
Mostre,12-09-21,2021-05-06,"Viale Emilio Alemagna, 6, Milano, MI",La Triennale,Le opere di Guillermo Kuitca in una nuova mostra in Triennale,https://www.milanotoday.it/eventi/mostra-guillermo-kuitca-triennale.html,Arte e cultura,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,2
Spettacoli,06-05-21,2021-05-06,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,"Gli uomini vengono da Marte, le donne da Venere",https://www.teatro.it/spettacoli/milano/manzoni/2020-2021/gli-uomini-vengono-da-marte-le-donne-da-venere,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762,8
Mostre,03-06-21,2021-05-06,"Lancetti, Milano, MI",spazioSERRA,12v (x8),https://www.milanotoday.it/eventi/12v-x8-alice-paltrinieri-2021.html,Arte e cultura,"Lancetti, Farini, Municipio 9, Milano, Lombardia, 20158, Italia",45.4952552,9.1757454,2
Mostre,06-05-21,2021-05-06,"Via Laghetto, 2, Milano, MI",Chiamamilano,Essere madre è per sempre,https://www.milanotoday.it/eventi/essere-madre-e-per-sempre-2021.html,Arte e cultura,"Chiamamilano, 2, Via Laghetto, Duomo, Brera, Milano, Lombardia, 20122, Italia",45.4614842,9.195516,8
Mostre,22-05-21,2021-05-07,"Via Giuseppe Dall'Occo, 1, Milano, MI",Galleria Click Art,Arte in città,https://www.milanotoday.it/eventi/arte-in-citta-2021.html,Arte e cultura,"Via Giuseppe Dall'Occo, Cormano, Zona Omogenea Milano Nord, Milano, Lombardia, 20032, Italia",45.5444599,9.1691639,4
Cinema,31-07-21,2021-05-07,"Viale Fulvio Testi, 121, Milano, MI",Cineteca Milano MIC,"Cineteca Milano, si riparte con nuovi film e con nuovi spazi",https://www.milanotoday.it/eventi/riapertura-cineteca-programma-film.html,Arte e cultura,"Fondazione Cineteca Italiana, 121, Viale Fulvio Testi, Niguarda - Cà Granda, Municipio 9, Milano, Lombardia, 20126, Italia",45.5133792,9.2039096,4
Mostre,30-01-22,2021-05-07,"Corso Magenta, 15, Milano, MI",Civico Museo Archeologico,"Al Museo Archeologico riapre la mostra ""Sotto il cielo di Nut. Egitto divino"" con un nuovo percorso da scoprire",https://www.milanotoday.it/eventi/mostra-egitto-museo-archeologico.html,Arte e cultura,"Civico museo archeologico di Milano, 15, Corso Magenta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.465621,9.1787191,8
Mostre,30-05-21,2021-05-07,"Via Privata della Braida, 5, Milano, MI",Après-coup,"Rock City, la grande stagione del rock in mostra a Milano",https://www.milanotoday.it/eventi/mostra-rock-city-apres-coup.html,Arte e cultura,"5, Via privata della Braida, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4543754,9.2020833,0
Concerti,07-05-21,2021-05-07,"Via Pietro Borsieri, 37, Milano, MI",Blue Note,Il Blue Note riapre con un grande concerto di Paolo Fresu,https://www.milanotoday.it/eventi/blue-note-riapre-concerto-paolo-fresu.html,Musica e vita notturna,"Blue Note, 37, Via Pietro Borsieri, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.4895296,9.1888504,2
Spettacoli,07-05-21,2021-05-07,"Via Lattanzio 58/A,20137, Milano, MI,Italia",deSidera Teatro Oscar,Chiedimi se sono di turno,https://www.teatro.it/spettacoli/milano/oscar/2020-2021/chiedimi-se-sono-di-turno,Teatro e spettacolo,"Teatro Oscar DeSidera, 58/A, Via Lattanzio, Umbria - Molise, Municipio 4, Milano, Lombardia, 20137, Italia",45.4523298,9.2167181,0
,21-05-21,2021-05-07,"Via Giovanni Pacini, 28, Milano, MI",Pacer,Spoart,https://www.milanotoday.it/eventi/spoart-giorgio-maggiorelli-2021.html,Non classificato,"PACER - La fabbrica dei kilometri, 28, Via Giovanni Pacini, Città Studi, Municipio 3, Milano, Lombardia, 20131, Italia",45.4821251,9.2293694,0
Mostre,30-01-22,2021-05-07,"Corso Magenta, 15, Milano, MI",Civico Museo Archeologico,"Al Museo Archeologico riapre la mostra ""Sotto il cielo di Nut. Egitto divino"" con un nuovo percorso da scoprire",https://www.milanotoday.it/eventi/mostra-egitto-museo-archeologico.html,Arte e cultura,"Civico museo archeologico di Milano, 15, Corso Magenta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.465621,9.1787191,8
Manifestazioni,08-05-21,2021-05-08,"Corso Sempione, Milano, MI",Arco della Pace,La grande manifestazione per il Ddl Zan a Milano contro l'odio omotransfobico,https://www.milanotoday.it/eventi/manifestazione-ddl-zan-arco-pace.html,Altri eventi,"Corso Sempione, Sarpi, Bullona, Municipio 8 di Milano, Milano, Lombardia, 20154, Italia",45.4792264,9.1684116,2
,08-05-21,2021-05-08,"Viale Filippo Meda, Milano, MI",Auditorium Padre Reina,Rho - Premiazione 23° concorso di poesia del calendimaggio,https://www.milanotoday.it/eventi/rho-premiazione-23-2021.html,Non classificato,"Viale Filippo Meda, Maliano, Lucernate, Rho, Milano, Lombardia, 20017, Italia",45.5253592,9.0425315,1
Concerti,05-06-21,2021-05-08,"Via Antonio Ceriani, 3, Milano, MI",chiesa vecchia di Baggio,"Primavera di Baggio, tornano i concerti gratuiti: orari e come prenotare",https://www.milanotoday.it/eventi/primavera-di-baggio-concerti-2021.html,Musica e vita notturna,"Via Antonio Ceriani, Baggio, Municipio 7, Milano, Lombardia, 20153, Italia",45.4614003,9.0898484,9
Mostre,22-05-21,2021-05-08,"Via Luigi Nono, 9, Milano, MI",Tempio del Futuro Perduto,“Tempo sospeso”: il reportage fotografico di Francesca sorge sulla vita di comunità,https://www.milanotoday.it/eventi/tempo-sospeso-il-reportage-fotografico-2021.html,Arte e cultura,"9, Via Luigi Nono, Bullona, Porta Volta, Municipio 8 di Milano, Milano, Lombardia, 20154, Italia",45.4864027,9.1751051,2
Mostre,19-06-21,2021-05-08,"Via San Vittore, 21, Milano, MI",Museo Nazionale della Scienza e della Tecnologia,"Museo della Scienza, le visite guidate gratuite alla scoperta di grandi avventure",https://www.milanotoday.it/eventi/museo-scienza-visite-guidate-bambini.html,Arte e cultura,"21, Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4628946,9.1706462,8
Spettacoli,09-05-21,2021-05-09,"via Pier Lombardo,14,20135, Milano, MI,Italia",Franco Parenti - Sala Grande,Tartufo,https://www.teatro.it/spettacoli/milano/franco-parenti-sala-grande/2020-2021/tartufo,Teatro e spettacolo,"Via Pier Lombardo, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4542958,9.2063109,0
Spettacoli,09-05-21,2021-05-09,"Corso Buenos Aires,33,20124, Milano, MI,Italia",Teatro Elfo Puccini - sala Fassbinder,La notte di Antigone,https://www.teatro.it/spettacoli/milano/teatro-elfo-puccini-sala-fassbinder/2020-2021/la-notte-di-antigone,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0
,23-05-21,2021-05-10,"Via Monte Napoleone, Milano, MI",Via Montenapoleone,L'architettura e il design degli anni '60 in una nuova mostra in Montenapoleone,https://www.milanotoday.it/eventi/mostra-fotografica-montenapoleone.html,Non classificato,"Via Monte Napoleone, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4671347,9.1965125,8
Concerti,10-05-21,2021-05-10,"Via Filodrammatici, 2, Milano, MI",La Scala,La Scala riapre con un concerto diretto da Chailly,https://www.milanotoday.it/eventi/teatro-scala-riapre-con-concerto-riccardo-chailly.html,Musica e vita notturna,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4676198,9.1884287,8
Mostre,25-05-21,2021-05-11,"Via Enrico Caviglia, 3, Milano, MI",Istituto Italiano di Fotografia,"Mostra fotografica ""The food dilemma"" di Tatiana Ramundo in iif",https://www.milanotoday.it/eventi/mostra-fotografica-the-food-dilemma.html,Arte e cultura,"CSDM, 3, Via Enrico Caviglia, Lodi - Corvetto, Municipio 4, Milano, Lombardia, 20139, Italia",45.4428538,9.2307904,0
Teatri,23-05-21,2021-05-11,"largo Greppi, Milano, MI",Piccolo Teatro Strehler,Al Piccolo Teatro il Macbeth è un viaggio nell'anima degli attori,https://www.milanotoday.it/eventi/spettacolo-macbeth-piccolo-teatro.html,Teatro e spettacolo,"Largo Antonio Greppi, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4718502,9.1827114,8
Mostre,11-05-21,2021-05-11,"Via Messina, 48, Milano, MI",Piccola Scuola di Circo,Paccottiglia deluxe + equilibrium tremens,https://www.milanotoday.it/eventi/paccottiglia-deluxe-equilibrium-tremens-2021.html,Arte e cultura,"48, Via Messina, Ghisolfa, Municipio 8 di Milano, Milano, Lombardia, 20154, Italia",45.488177,9.1720103,2
Mostre,03-09-21,2021-05-11,"Via Maurizio Gonzaga, 2, Milano, MI",BABS Art Gallery,Dalla penna biro al nft,https://www.milanotoday.it/eventi/dalla-penna-biro-al-nft-paolo-amico-2021.html,Arte e cultura,"2, Via Maurizio Gonzaga, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4619404,9.1894546,8
Mostre,12-09-21,2021-05-11,"Viale Emilio Alemagna, 6, Milano, MI",La Triennale di Milano,La Triennale inaugura una mostra dedicata al grande architettoVico Magistretti,https://www.milanotoday.it/eventi/mostra-magistretti-triennale.html,Arte e cultura,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,2
Seminario,12-05-21,2021-05-12,"Via Senato, 10, Milano, MI",Archivio di Stato di Milano,Da documento a monumento: i 1300 anni della cartola de accepto mundio di Anstruda e il suo percorso attraverso i secoli (12 maggio 721 - 12 maggio 2021),,Formazione e networking,"10, Via Senato, Guastalla, Municipio 1, Milano, Lombardia, 20121, Italia",45.4700976,9.1981223,8
Inaugurazione,12-05-21,2021-05-12,"Via Senato 10, Milano, MI",Archivio di Stato di Milano,Nasce la rete delle scuole di Archivistica Paleografia e Diplomatica degli Archivi di Stato italiani,,Inaugurazioni,"10, Via Senato, Guastalla, Municipio 1, Milano, Lombardia, 20121, Italia",45.4700976,9.1981223,8
Mostre,02-06-21,2021-05-12,"Via Melzo, 30, Milano, MI",gli eroici furori,Guido Buganza | Ritmica della memoria,https://www.milanotoday.it/eventi/guido-buganza-ritmica-della-memoria-2021.html,Arte e cultura,"La Teiera Eclettica, 30, Via Melzo, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4751952,9.2080791,0
Mostre,29-05-21,2021-05-13,"Foro Buonaparte, 67, Milano, MI",Fondazione Luciana Matalon,Liburnus – Mostra personale di Neven Zoricic,https://www.milanotoday.it/eventi/liburnus-mostra-personale-di-neven-zoricic-2021.html,Arte e cultura,"Gran Caffè al Foro, 67, Foro Buonaparte, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.467893,9.1809797,8
Mostra,27-09-21,2021-05-13,"via Manzoni, 12, Milano, MI",Museo Poldi Pezzoli,La Forma del Tempo,,Arte e cultura,"12, Via Alessandro Manzoni, Cusano, Cusano Milanino, Zona Omogenea Milano Nord, Milano, Lombardia, 20095, Italia",45.5477706,9.175727,4
,15-07-21,2021-05-13,"Via Carlo Tenca, 18, Milano, MI",ARS Milano,Caem 2021 contemporary art exhibition Milano,https://www.milanotoday.it/eventi/caem-2021-contemporary-art-exhibition-2021.html,Non classificato,"18, Via Carlo Tenca, Centrale, Municipio 2, Milano, Lombardia, 20124, Italia",45.4811144,9.2024693,0
Incontri,29-05-21,2021-05-13,"Via Enrico Besana, 12, Milano, MI",MUBA – Museo dei Bambini di Milano,Muba riapre con laboratori speciali di creatività per i bambini,https://www.milanotoday.it/eventi/riapertura-muba-laboratori-bambini.html,Formazione e networking,"MUBA - Museo dei Bambini, 12, Via Enrico Besana, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4599507,9.2051279,0
Mostre,31-10-21,2021-05-14,"Piazza San Babila, Milano, MI",Teatro Nuovo,Al Teatro Nuovo una mostra su Banksy con 60 opere d'arte e più di 30 murales a grandezza naturale,https://www.milanotoday.it/eventi/mostra-banksy-teatro-nuovo.html,Arte e cultura,"Piazza San Babila, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.466374,9.1977066,8
Cinema,30-05-21,2021-05-14,"Viale Fulvio Testi, 121, Milano, MI",Cineteca Milano MIC,Alla Cineteca di Milano una grande rassegna su Mariangela Melato: orari e biglietti,https://www.milanotoday.it/eventi/cineteca-rassegna-film-su-mariangela-melato.html,Arte e cultura,"Fondazione Cineteca Italiana, 121, Viale Fulvio Testi, Niguarda - Cà Granda, Municipio 9, Milano, Lombardia, 20126, Italia",45.5133792,9.2039096,4
Mostre,20-05-21,2021-05-14,"Via Francesco Ferrucci, 5, Milano, MI",Exalge,"""Passi"", a Milano la prima mostra fotografica di Enrico Liuzzo",https://www.milanotoday.it/eventi/mostra-fotografica-enrico-liuzzo-passi.html,Arte e cultura,"5, Via Francesco Ferrucci, Pagano, Bullona, Municipio 8 di Milano, Milano, Lombardia, 20145, Italia",45.4792453,9.164257,2
Spettacoli,14-05-21,2021-05-14,"Corso di Porta Romana 63,20122, Milano, MI,Italia",Carcano,Nina's Drag Queens - Le Gattoparde,https://www.teatro.it/spettacoli/milano/carcano/2020-2021/le-gattoparde-lultima-festa-prima-della-fine-del-mondo,Teatro e spettacolo,"Teatro Carcano, 63, Corso di Porta Romana, Crocetta, Municipio 1, Milano, Lombardia, 20121, Italia",45.4566842,9.1955297,8
Spettacoli,15-05-21,2021-05-15,"Via Rivoli 6,20121, Milano, MI,Italia",Piccolo Teatro - Studio Melato,Ladies Football Club,https://www.teatro.it/spettacoli/milano/piccolo-teatro-studio-melato/2020-2021/ladies-football-club,Teatro e spettacolo,"6, Via Rivoli, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4726093,9.182881,8
Spettacoli,16-05-21,2021-05-16,"Via Ciro Menotti 11,20129, Milano, MI,Italia",Menotti,Alda. Diario di una diversa,https://www.teatro.it/spettacoli/milano/menotti/2020-2021/alda-diario-di-una-diversa,Teatro e spettacolo,"11, Via Ciro Menotti, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4699888,9.2132156,0
Concerti,16-05-21,2021-05-16,"Piazza Francesco Carrara, 17, Milano, MI",Centro Asteria,Concerto per l'Armenia,https://www.milanotoday.it/eventi/concerto-per-l-armenia-2021.html,Musica e vita notturna,"17, Piazza Francesco Carrara, Stadera, Municipio 5, Milano, Lombardia, 20136, Italia",45.4369245,9.1761088,6
,16-05-21,2021-05-16,"Piazza Castello, Milano, MI",Castello Sforzesco,"Candlelight memorial 2021 - 16-5-2021 Cambia location non più in Staz. Centrale, ma in piazza castello",https://www.milanotoday.it/eventi/candlelight-memorial-2021.html,Non classificato,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, Italia",45.4704699,9.1819129,8
,16-05-21,2021-05-16,"Piazza Duca d'Aosta, 1, Milano, MI","Galleria dei Mosaici - Spazio ex deposito Bagagli,","Candlelight memorial 2021 - 16-5-2021   Stazione centrale di milano-piazza duca d’aosta 1,",https://www.milanotoday.it/eventi/candlelight-memorial-2021-2021.html,Non classificato,"Rossopomodoro, 1, Piazza Duca d'Aosta, Centrale, Municipio 2, Milano, Lombardia, 20125, Italia",45.4856477,9.2051669,0
Incontri,27-06-21,2021-05-16,"Alzaia Naviglio Pavese, Milano, MI",Parco Chiesa Rossa,Milano da scoprire: riprendono le visite alla Chiesa Rossa,https://www.milanotoday.it/eventi/visite-guidate-chiesa-rossa.html,Formazione e networking,"Alzaia Naviglio Pavese, Stadera, Municipio 5, Milano, Lombardia, 20142, Italia",45.4235288,9.167844,6
Spettacoli,16-05-21,2021-05-16,"Corso Buenos Aires,33,20124, Milano, MI,Italia",Teatro Elfo Puccini - sala Fassbinder,Il rumore del silenzio,https://www.teatro.it/spettacoli/milano/teatro-elfo-puccini-sala-fassbinder/2020-2021/il-rumore-del-silenzio,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0
Incontri,16-05-21,2021-05-16,"Piazza del Duomo, Milano, MI",Duomo,Alla scoperta del Duomo di Milano con nuove visite guidate,https://www.milanotoday.it/eventi/visite-guidate-duomo.html,Formazione e networking,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,8
Spettacoli,16-05-21,2021-05-16,"Via Rovello 2,20121, Milano, MI,Italia",Piccolo Teatro - Teatro Grassi,A German Life,https://www.teatro.it/spettacoli/milano/piccolo-teatro-teatro-grassi/2020-2021/a-german-life,Teatro e spettacolo,"2, Via Rovello, Brera, Milano, Lombardia, 20121, Italia",45.4665188,9.1847651,8
Spettacoli,16-05-21,2021-05-16,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - sala Shakespeare,Lo strano caso del cane ucciso a mezzanotte,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-shakespeare/2020-2021/lo-strano-caso-del-cane-ucciso-a-mezzanotte,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0
Sport,16-05-21,2021-05-16,"Piazza del Cannone, Milano, MI",,"Generali Marathon 2021, a Milano si torna a correre con un'edizione speciale",https://www.milanotoday.it/eventi/generali-milano-marathon-2021.html,Sport e attività fisica,"Piazza del Cannone, Parco Sempione, Municipio 1, Milano, Lombardia, Italia",45.4716693,9.1780647,8
Spettacoli,16-05-21,2021-05-16,"viale Alemagna,6,20121, Milano, MI,Italia",Triennale,Sorelle,https://www.teatro.it/spettacoli/milano/triennale-teatro-dellarte/2020-2021/sorelle,Teatro e spettacolo,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,2
Spettacoli,16-05-21,2021-05-16,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - Sala Bausch,Aspettando il telegramma,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-bausch/2020-2021/aspettando-il-telegramma,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0
Mostre,17-05-21,2021-05-17,"Via Privata Cascia, 6, Milano, MI",Jardino,Intĭm ~ Us - Verso nuove vie di connessione,https://www.milanotoday.it/eventi/int-m-us-verso-nuove-vie-di-connessione-2021.html,Arte e cultura,"6, Via Privata Cascia, Adriano, Municipio 2, Milano, Lombardia, 20128, Italia",45.5119899,9.2439487,4
Mostre,17-05-21,2021-05-17,"Via Enrico Caviglia, 3, Milano, MI",Istituto Italiano di Fotografia,Mostra “il diario dei viaggi impossibili” di Ylenia Bonacina,https://www.milanotoday.it/eventi/mostra-il-diario-dei-viaggi-impossibili-2021.html,Arte e cultura,"CSDM, 3, Via Enrico Caviglia, Lodi - Corvetto, Municipio 4, Milano, Lombardia, 20139, Italia",45.4428538,9.2307904,0
Incontri,17-05-21,2021-05-17,"Via Carlo Darwin, 20, Milano, MI",Domus Academy Milano,Domus academy Milano: la talk con Sebastian Behmann di Studio other spaces e studio Olafur Eliasson,https://www.milanotoday.it/eventi/domus-academy-milano-la-talk-con-sebastian-behmann-di-studio-other-spaces-e-studio-olafur-eliasson-sebastian-behmann-7874160.html,Formazione e networking,"20, Via Carlo Darwin, Navigli, Municipio 6, Milano, Lombardia, 20143, Italia",45.4455443,9.1743922,6
,17-05-21,2021-05-17,"Piazza Castello, 2, Milano, MI",Casa della Psicologia,Viaggi e miraggi: strade del mondo e della mente,https://www.milanotoday.it/eventi/viaggi-e-miraggi-2021.html,Non classificato,"Bar Castello, 2, Piazza Castello, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4690445,9.1818105,8
Teatri,23-05-21,2021-05-18,"Via Rovello, 2, Milano, MI",Piccolo Teatro Grassi,"Al Piccolo Teatro il nuovo spettacolo ""Antichi Maestri"": orari e biglietti",https://www.milanotoday.it/eventi/piccolo-teatro-spettacolo-antichi-maestri.html,Teatro e spettacolo,"2, Via Rovello, Brera, Milano, Lombardia, 20121, Italia",45.4665188,9.1847651,8
,18-05-21,2021-05-18,"Foro Buonaparte, 67, Milano, MI","Fondazione Luciana Matalon,","Inside collettiva internazionale | Dal 4 al 12 giugno presso la fondazione Luciana Matalon, Milano",https://www.milanotoday.it/eventi/inside-collettiva-internazionale-4-12-giugno.html,Non classificato,"Gran Caffè al Foro, 67, Foro Buonaparte, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.467893,9.1809797,8
Mostre,19-05-21,2021-05-18,"Via del Vecchio Politecnico, 3, Milano, MI",Istituto Svizzero,Dorota gawęda & eglė kulbokaitė,https://www.milanotoday.it/eventi/dorota-gaw-da-egl-kulbokait-2021.html,Arte e cultura,"3, Via del Vecchio Politecnico, Guastalla, Municipio 1, Milano, Lombardia, 20121, Italia",45.4724248,9.1964505,8
Teatri,23-05-21,2021-05-18,"Via Rovello, 2, Milano, MI",Piccolo Teatro Grassi,"Al Piccolo Teatro gli ""Antichi Maestri"" di Tiezzi e Lombardi",https://www.milanotoday.it/eventi/spettacolo-piccolo-teatro-antichi-maestri.html,Teatro e spettacolo,"2, Via Rovello, Brera, Milano, Lombardia, 20121, Italia",45.4665188,9.1847651,8
,19-05-21,2021-05-19,"Via Lodi, 15, Milano, MI",Radio USOM,Luca Milani presenta Dirty hearts,https://www.milanotoday.it/eventi/luca-milani-presenta-dirty-hearts-2021.html,Non classificato,"15, Via Lodi, Melzo, Milano, Lombardia, 20066, Italia",45.4962992,9.420945,3
Mostre,18-09-21,2021-05-19,"Via Giuseppe Mengoni, 4, Milano, MI",Leica Galerie,"""Apparizioni"", la nuova mostra fotografica di Guido Harari in 40 ritratti",https://www.milanotoday.it/eventi/mostra-fotografo-harari-leica-galleria.html,Arte e cultura,"4, Via Giuseppe Mengoni, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4651836,9.1884181,8
Mostre,13-06-21,2021-05-20,"Via Pietro Andrea Saccardo, 12, Milano, MI",Scalo Lambrate,Disintegration-io,https://www.milanotoday.it/eventi/disintegration-io-marco-sorgato-2021.html,Arte e cultura,"Via Pietro Andrea Saccardo, Lambrate, Municipio 3, Milano, Lombardia, 20134, Italia",45.4815089,9.2437107,7
Spettacoli,20-05-21,2021-05-20,"via Filodrammatici,1,20121, Milano, MI,Italia",Filodrammatici,RICINO,https://www.teatro.it/spettacoli/milano/filodrammatici/2020-2021/ricino,Teatro e spettacolo,"Teatro dei Filodrammatici, 1, Via Filodrammatici, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.467261,9.188435,8
Manifestazioni,21-05-21,2021-05-20,"Via Festa del Perdono, 7, Milano, MI",Università degli Studi di Milano,"Tolkien: l'uomo, il mito, la storia",https://www.milanotoday.it/eventi/tolkien-l-uomo-il-mito-la-storia-2021.html,Altri eventi,"7, Via Festa del Perdono, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20122, Italia",45.4603865,9.1939871,8
,18-06-21,2021-05-20,"Via Benedetto Marcello, 46, Milano, MI",Galleria Manifiesto Blanco,Mostra bianca su bianco - Francesco merletti @ Manifiesto blanco,https://www.milanotoday.it/eventi/mostra-bianca-su-bianco-francesco-merletti-2021.html,Non classificato,"Manifiesto Blanco, 46, Via Benedetto Marcello, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4830737,9.2106807,0
Mostre,06-06-21,2021-05-20,"Piazza Europa, 11, Milano, MI",Milano,Venti d'arte - Mostra collettiva,https://www.milanotoday.it/eventi/mostra-venti-arte.html,Arte e cultura,"11, Piazza Europa, San Magno, Oltresempione, Legnano, Milano, Lombardia, 20025, Italia",45.5956097,8.9177504,5
,20-05-21,2021-05-20,"Via dell'Allodola, 5, Milano, MI","Teatro ""La Creta"" presso Parrocchia San Giovanni alla Creta","""In suoni fragili... Canti d'infinito""",https://www.milanotoday.it/eventi/in-suoni-fragili-canti-d-infinito-2021.html,Non classificato,"Via dell'Allodola, Lorenteggio, Municipio 6, Milano, Lombardia, 20147, Italia",45.454862,9.1195068,9
Manifestazioni,23-05-21,2021-05-21,"Via Bergognone, 34, Milano, MI",Base Milano,"We World Festival, una mostra dedicata alla condizione delle donne in Italia e nel mondo",https://www.milanotoday.it/eventi/we-world-festival-base-mostra.html,Altri eventi,"Wikimedia Italia, 34, Via Bergognone Da Fossano, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4518657,9.1625146,6
