categoria,data_fine,data_inizio,indirizzo,luogo,titolo,url,macro_categoria,geocoded_address,lat,long,cluster,subcluster,hierarchical_id
Manifestazioni,11-10-20,03-10-20,"Via Tortona, 27, Milano, MI",Superstudiopiù,"YogaFestival Milano, due week-end di lezioni dal vivo e on-line",https://www.milanotoday.it/eventi/yogafestival-lezioni-superstudio-quando.html,Altri eventi,"Mandarina duck, 27, Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4506784,9.1634775,0,0,0.0
Auto e moto,04-10-20,03-10-20,"Via Vigevano, 18, Milano, MI",Tenoha Milano,"Il 3 e 4 ottobre, scopri come la mobilità sostenibile supporta un futuro più green",https://www.milanotoday.it/eventi/roadshow-bmw-mobilita-sostenibile-milano-ottobre-2020.html,Altri eventi,"18, Via Vigevano, Navigli, Municipio 6, Milano, Lombardia, 20144, Italia",45.4531222,9.1729103,0,0,0.0
Spettacoli,04-10-20,04-10-20,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,Recital - Erwin Schrott,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2020-2021/concerto-erwin-schrott,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4676198,9.1884287,0,0,0.0
Incontri,04-10-20,04-10-20,"Piazzale Cimitero Monumentale, Milano, MI",Cimitero Monumentale,"Cimitero Monumentale, un appuntamento speciale per i più piccoli tra racconti e filastrocche",https://www.milanotoday.it/eventi/incontro-bambini-cimitero-monumentale.html,Formazione e networking,"Piazzale Cimitero Monumentale, Sarpi, Porta Volta, Municipio 8 di Milano, Milano, Lombardia, 20154, Italia",45.4857409,9.1815302,0,-1,0.-1
Mostre,22-12-20,06-10-20,"Via Filippo Turati, 38, Milano, MI",Federico Rui Arte Contemporanea,Waw! 1/work 1/artist 1/week,https://www.milanotoday.it/eventi/waw-1-work-1-artist-1-week-2020.html,Arte e cultura,"38, Via Filippo Turati, Brera, Municipio 1, Milano, Lombardia, 20100, Italia",45.476803,9.1956518,0,0,0.0
Mostre,20-11-20,06-10-20,"Via Forcella 7, Milano, MI",ESH Gallery,Alice Zanin. Teatime in chinatown,https://www.milanotoday.it/eventi/alice-zanin-teatime-in-chinatown-alice-zanin-2020.html,Arte e cultura,"Via Vincenzo Forcella, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.452594,9.1673964,0,0,0.0
Incontri,06-10-20,06-10-20,"Via Giacomo Watt 15, Milano, MI",Megawatt Court,Ultrauffici per ultracorpi,https://www.milanotoday.it/eventi/ultrauffici-per-ultracorpi-2020.html,Formazione e networking,"15, Via Giacomo Watt, Barona, Municipio 6, Milano, Lombardia, 20143, Italia",45.4437005,9.1517498,0,-1,0.-1
Spettacoli,06-10-20,06-10-20,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - sala Shakespeare,Tra le linee,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-shakespeare/2020-2021/tra-le-linee,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0,0,0.0
Concerti,06-10-20,06-10-20,"Via Conservatorio, 12, Milano, MI",Conservatorio Giuseppe Verdi,Il canto della rinascita: Domani è musica,https://www.milanotoday.it/eventi/domani-musica-concerto.html,Musica e vita notturna,"Via Conservatorio, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4658084,9.2027724,0,0,0.0
Manifestazioni,20-12-20,06-10-20,"Viale Emilio Alemagna, 6, Milano, MI",La Triennale,"Fog Performing Arts, in Triennale eventi di arte e laboratori aperti a tutti",https://www.milanotoday.it/eventi/fog-triennale-milano-performing-arts-quando-dove.html,Altri eventi,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,0,0,0.0
Mostre,07-01-21,07-10-20,"Via Privata Passo Pordoi, 7/3, Milano, MI",Hub/Art,Linea nelle linee,https://www.milanotoday.it/eventi/linea-nelle-linee-antonella-bozzini-2020.html,Arte e cultura,"Via Passo Pordoi, Scalo Romana, Municipio 5, Milano, Lombardia, 20139, Italia",45.4364043,9.2092881,0,-1,0.-1
Incontri,11-10-20,07-10-20,"Via Valenza, 2, Milano, MI",Ride Milano,"Gender project: scatti, incontri, musica e performance al Ride Milano",https://www.milanotoday.it/eventi/gender-project-scatti-incontri-musica-2020.html,Formazione e networking,"Via Valenza, Navigli, Municipio 6, Milano, Lombardia, 20144, Italia",45.4514071,9.1691656,0,0,0.0
Mostre,07-01-21,07-10-20,"Via Privata Passo Pordoi, 7/3, Milano, MI",Hub/Art,Linea nelle linee,https://www.milanotoday.it/eventi/linea-nelle-linee-antonella-bozzini-2020.html,Arte e cultura,"Via Passo Pordoi, Scalo Romana, Municipio 5, Milano, Lombardia, 20139, Italia",45.4364043,9.2092881,0,-1,0.-1
Incontri,09-11-20,08-10-20,"Via Fatebenefratelli, 34, Milano, MI",Foto Ottica Cavour Leica Boutique,Milano città d'arte  mostra fotografica personale di Aniello Saravo,https://www.milanotoday.it/eventi/milano-citta-d-arte-mostra-fotografica-personale-di-aniello-saravo.html,Formazione e networking,"Tornabuoni Arte, 34, Via Fatebenefratelli, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4724349,9.1944029,0,0,0.0
Mostre,24-12-20,08-10-20,"C.so Venezia 29, Milano, MI",Marcorossi artecontemporanea,Valerio Berruti. Tracce,https://www.milanotoday.it/eventi/valerio-berruti-tracce-valerio-berruti-2020.html,Arte e cultura,"29, Corso Venezia, Guastalla, Municipio 1, Milano, Lombardia, 20121, Italia",45.4695538,9.1997858,0,0,0.0
Mostre,31-10-20,08-10-20,"Via Benedetto Marcello, 46, Milano, MI",Galleria Manifiesto Blanco,Mostra finestre di luce nei boschi - Shoko okumura @ manifiesto blanco,https://www.milanotoday.it/eventi/mostra-finestre-di-luce-nei-boschi-shoko-2020.html,Arte e cultura,"Manifiesto Blanco, 46, Via Benedetto Marcello, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4830737,9.2106807,0,0,0.0
Mostre,08-11-20,09-10-20,"Via Santa Marta, Milano, MI",Spazio Big,"Luogo Sensibile, la nuova mostra dell'artista Silvia Ciaccio",https://www.milanotoday.it/eventi/mostra-silvia-ciaccio-santa-marta.html,Arte e cultura,"Via Santa Marta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4630487,9.1836553,0,0,0.0
Mostre,27-06-21,09-10-20,"Piazza del Duomo, Milano, MI",Museo del Novecento,"Museo del Novecento, una mostra dedicata alla grande astrattista Carla Accardi",https://www.milanotoday.it/eventi/museo-del-novecento-mostra-carla-accardi.html,Arte e cultura,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.0
Teatri,18-10-20,09-10-20,"Via Rivoli, 6, Milano, MI",Piccolo Teatro Studio Melato,"""Tu es libre"": al Piccolo Teatro uno spettacolo dedicato alla conversione",https://www.milanotoday.it/eventi/tu-es-libre-spettacolo-piccolo-teatro.html,Teatro e spettacolo,"6, Via Rivoli, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4726093,9.182881,0,0,0.0
Mostre,27-06-21,09-10-20,"Piazza del Duomo, Milano, MI",Museo del Novecento,"Museo del Novecento, una mostra dedicata alla grande astrattista Carla Accardi",https://www.milanotoday.it/eventi/museo-del-novecento-mostra-carla-accardi.html,Arte e cultura,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.0
Incontri,09-10-20,09-10-20,"Viale Gadio, 6, Milano, MI",Acquario Civico,I media e i volti dello stigma,https://www.milanotoday.it/eventi/i-media-e-i-volti-dello-stigma.html,Formazione e networking,"Viale Gerolamo Gadio, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4722723,9.1791554,0,0,0.0
Mostre,28-10-20,09-10-20,"Corso di Porta Ticinese 69, Milano, MI",spazioRAW,Centenari - Luigi Corda - Bìfoto fest,https://www.milanotoday.it/eventi/centenari-luigi-corda-bifoto-fest-luigi-corda-2020.html,Arte e cultura,"Laboratorio Tam Tam, 69, Corso di Porta Ticinese, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4567134,9.1809051,0,0,0.0
,11-10-20,09-10-20,"Via Scaldasole, 7, Milano, MI",Spazio Six,'Viva la vulva': a Milano la mostra sui tabù del corpo femminile e del sangue mestruale,https://www.milanotoday.it/eventi/viva-vulva-mostra.html,Non classificato,"Una cosa, 7, Via Scaldasole, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4546263,9.1789354,0,0,0.0
Mostra,27-06-21,09-10-20,"piazza Duomo, Milano, MI",Museo del Novecento di Milano,Carla Accardi. Contesti,,Arte e cultura,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.0
Incontri,11-10-20,10-10-20,"Via Enrico Besana, 12, Milano, MI",MUBA – Museo dei Bambini di Milano,"Muba, due speciali giornate gratis per i bambini insieme agli artisti",https://www.milanotoday.it/eventi/muba-incontri-bambini-gratis-rotonda-besana.html,Formazione e networking,"MUBA - Museo dei Bambini, 12, Via Enrico Besana, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4599507,9.2051279,0,0,0.0
Incontri,10-10-20,10-10-20,"Via Vigevano, Milano, MI",Tenoha Milano,"Tenoha Milano, un incontro per imparare a decorare i tessuti con lo Shibori giapponese",https://www.milanotoday.it/eventi/tenoha-incontro-tessuti-giapponesi.html,Formazione e networking,"Via Vigevano, Navigli, Municipio 6, Milano, Lombardia, 20123, Italia",45.4529051,9.1745879,0,0,0.0
Spettacoli,10-10-20,10-10-20,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,Rhapsody,https://www.teatro.it/spettacoli/milano/manzoni/2020-2021/queenmania-rhapsody,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762,0,0,0.0
Spettacoli,10-10-20,10-10-20,"via Procaccini,4,20100, Milano, MI,Italia",La Fabbrica del Vapore,Le due vergini,https://www.teatro.it/spettacoli/milano/la-fabbrica-del-vapore/2020-2021/le-due-vergini,Teatro e spettacolo,"4, Via Giulio Cesare Procaccini, Bullona, Porta Volta, Municipio 8 di Milano, Milano, Lombardia, 20154, Italia",45.4839945,9.1753796,0,1,0.1
Mercatini,11-10-20,11-10-20,"Via Luigi Nono, 9, Milano, MI",Tempio del Futuro Perduto,Remira market 11 ottobre,https://www.milanotoday.it/eventi/remira-market-11-ottobre-2020.html,Mercati e shopping,"9, Via Luigi Nono, Bullona, Porta Volta, Municipio 8 di Milano, Milano, Lombardia, 20154, Italia",45.4864027,9.1751051,0,1,0.1
Altro,11-10-20,11-10-20,"Via Senato, Milano, MI",Soprintendenza Archivistica e Bibliografica della Lombardia,Archibibliatria - La tutela che cura,,Altri eventi,"Via Senato, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4714266,9.1962309,0,0,0.0
Incontri,11-10-20,11-10-20,"Viale Monza, 16, Milano, MI",Scuola Tao,Open day Scuolatao Milano giornata - 11 ottobre 2020,https://www.milanotoday.it/eventi/open-day-scuolatao-milano-giornata-11-ottobre-2020.html,Formazione e networking,"16, Viale Monza, Loreto, Municipio 2, Milano, Lombardia, 20127, Italia",45.488845,9.2177023,0,-1,0.-1
Concerti,11-10-20,11-10-20,"Viale Lucania, 18, Milano, MI",Chiesina di San Vittore e 40 Martiri,"Concerto lirico: ""Corvetto in lirica""",https://www.milanotoday.it/eventi/concerto-lirico-corvetto-in-lirica-ekaterina-adamova-2020.html,Musica e vita notturna,"Viale Lucania, Lodi - Corvetto, Municipio 4, Milano, Lombardia, 20139, Italia",45.4430378,9.2239399,0,-1,0.-1
Disco&Feste,11-10-20,11-10-20,"Via Valenza, 2, Milano, MI",Ride Milano,"Ride Milano, la festa di Le Cannibale con il dj Fabio Monesi. Si entra gratis",https://www.milanotoday.it/eventi/ride-milano-festa-le-cannibale-gratis.html,Musica e vita notturna,"Via Valenza, Navigli, Municipio 6, Milano, Lombardia, 20144, Italia",45.4514071,9.1691656,0,0,0.0
Mostre,18-10-20,11-10-20,"Via Torino 64, Milano, MI",Art Mall,Evento mostra d’ arte contemporanea serata musicale Art mall,https://www.milanotoday.it/eventi/evento-mostra-d-arte-contemporanea-serata-2020.html,Arte e cultura,"Suite Benedict, 64, Via Torino, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.46077,9.1825368,0,0,0.0
Spettacoli,11-10-20,11-10-20,"Corso Magenta 24,20123, Milano, MI,Italia",MTM - Litta,Abracadabra – incantesimi di Mario Mieli [studio #4],https://www.teatro.it/spettacoli/milano/mtm-litta/2020-2021/abracadabra-incantesimi-di-mario-mieli-studio-4,Teatro e spettacolo,"Soprintendenza Archeologia, Belle Arti e Paesaggio per la Città Metropolitana  di Milano, 24, Corso Magenta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4661897,9.1783767,0,0,0.0
Incontri,05-10-20,12-10-20,"Piazza del Duomo, Milano, MI",La Feltrinelli,"Feltrinelli Duomo, un incontro gratis con Luca Bottura ed Enrico Bertolino",https://www.milanotoday.it/eventi/incontro-feltrinelli-luca-bottura-enrico-bertolino.html,Formazione e networking,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.0
Mostre,10-01-21,12-10-20,"Corso Vittorio Emanuele II, Milano, MI",Centro di Milano,"La guerra al covid vista con gli occhi di medici, infermieri: la mostra in centro a Milano",https://www.milanotoday.it/eventi/mostra-coronavirus-medici.html,Arte e cultura,"Corso Vittorio Emanuele Secondo, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4649238,9.1937116,0,0,0.0
Incontri,12-10-20,12-10-20,"Piazza Castello, 2, Milano, MI",Casa della Psicologia,Lockdown e isolamento al polo sud: si assomigliano oppure no?,https://www.milanotoday.it/eventi/lockdown-e-isolamento-al-polo-sud.html,Formazione e networking,"Bar Castello, 2, Piazza Castello, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4690445,9.1818105,0,0,0.0
Mostre,10-01-21,12-10-20,"Corso Vittorio Emanuele II, Milano, MI",Centro di Milano,"La guerra al covid vista con gli occhi di medici, infermieri: la mostra in centro a Milano",https://www.milanotoday.it/eventi/mostra-coronavirus-medici.html,Arte e cultura,"Corso Vittorio Emanuele Secondo, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4649238,9.1937116,0,0,0.0
Concerti,21-12-20,12-10-20,"Via Filodrammatici, 2, Milano, MI",Teatro alla Scala,Annullato: una rassegna di concerti di giovani talenti al Ridotto dei Palchi del Teatro alla Scala,https://www.milanotoday.it/eventi/concerti-ridotto-palchi-teatro-scala-biglietti.html,Musica e vita notturna,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4673781,9.188701,0,0,0.0
Teatri,25-10-20,13-10-20,"largo Greppi, Milano, MI",Piccolo Teatro Strehler,"Paolo Rossi in scena con ""Pane o libertà"" al Piccolo Teatro. Orari e biglietti",https://www.milanotoday.it/eventi/spettacolo-paolo-rossi-piccolo-teatro.html,Teatro e spettacolo,"Largo Antonio Greppi, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4718248,9.1828857,0,0,0.0
Incontri,31-01-21,13-10-20,"Via San Vittore, 21, Milano, MI",Museo Nazionale della Scienza e della Tecnologia,Il Museo della Scienza apre la Sala del Cenacolo al pubblico. Quando visitarla,https://www.milanotoday.it/eventi/museo-scienza-visita-sala-del-cenacolo-quando.html,Formazione e networking,"21, Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4628946,9.1706462,0,0,0.0
Moda,18-10-20,13-10-20,"Via Alessandro Volta, 7A, Milano, MI",Moscova District Market,Voglia di affari? Ecco la Private Sale al Moscova District Market,https://www.milanotoday.it/eventi/voglia-di-affari-ecco-la-private-sale-al-moscova-district-market.html,Mercati e shopping,"7a, Via Alessandro Volta, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4794117,9.1836722,0,0,0.0
Incontri,31-01-21,13-10-20,"Via San Vittore, 21, Milano, MI",Museo Nazionale della Scienza e della Tecnologia,Il Museo della Scienza apre la Sala del Cenacolo al pubblico. Quando visitarla,https://www.milanotoday.it/eventi/museo-scienza-visita-sala-del-cenacolo-quando.html,Formazione e networking,"21, Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4628946,9.1706462,0,0,0.0
Incontri,27-10-20,13-10-20,"Via Andrea Maria Ampère, 27, Milano, MI",Spazio Arte Tolomeo,Amars II,https://www.milanotoday.it/eventi/amars-ii-2020.html,Formazione e networking,"27, Via Andrea Maria Ampère, Città Studi, Municipio 3, Milano, Lombardia, 20131, Italia",45.4816019,9.2263908,0,6,0.6
Incontri,14-10-20,14-10-20,"Piazza del Duomo, Milano, MI",Duomo,Conferenza in memoria di Beethoven al Duomo di Milano,https://www.milanotoday.it/eventi/conferenza-incontro-beethoven-duomo.html,Formazione e networking,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.0
,14-10-20,14-10-20,"Via Sant'Antonio, 5, Milano, MI","Centro Pastorale Ambrosiano, Sala Pio XII",L'Italia ai tempi del covid - nando pagnoncelli,https://www.milanotoday.it/eventi/l-italia-ai-tempi-del-covid-nando-pagnoncelli-2020.html,Non classificato,"5, Via Sant'Antonio, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4614519,9.1934697,0,0,0.0
Concerti,23-11-20,15-10-20,"Via Filodrammatici, 2, Milano, MI",Teatro alla Scala,"Festival Milano Musica, un mese di concerti in nove sedi diverse",https://www.milanotoday.it/eventi/festival-milano-musica-concerti-quando-dove.html,Musica e vita notturna,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4673781,9.188701,0,0,0.0
Mostre,04-11-20,15-10-20,"Via Lovanio, 6, Milano, MI",Amy D Arte Spazio,De_limita: abitare in quarantena,https://www.milanotoday.it/eventi/de_limita-abitare-in-quarantena-marco-de-santi-2020.html,Arte e cultura,"6, Via Lovanio, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4766942,9.1861782,0,0,0.0
Mostre,29-10-20,16-10-20,"Via Valenza, 2, Milano, MI",Ride Milano,Ride Milano: l'hub culturale ospita l’installazione balla! di fabio weik,https://www.milanotoday.it/eventi/ride-milano-l-hub_culturale-2020.html,Arte e cultura,"Via Valenza, Navigli, Municipio 6, Milano, Lombardia, 20144, Italia",45.4514071,9.1691656,0,0,0.0
Mostre,25-10-20,16-10-20,"Via Palestro, 14, Milano, MI",PAC,Al Pac arriva la mostra con le foto fatte dalle prostitute di Milano,https://www.milanotoday.it/eventi/mostra-pac-prostitute.html,Arte e cultura,"14, Via Palestro, Guastalla, Municipio 1, Milano, Lombardia, 20121, Italia",45.4729115,9.1995282,0,0,0.0
Mostre,12-09-21,17-10-20,"Viale Emilio Alemagna, 6, Milano, MI",La Triennale di Milano,"Triennale Milano, una grande mostra dedicata a Enzo Mari",https://www.milanotoday.it/eventi/enzo-mari-mostra-triennale.html,Arte e cultura,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,0,0,0.0
Mostre,12-09-21,17-10-20,"Viale Emilio Alemagna, 6, Milano, MI",La Triennale di Milano,"Triennale Milano, una grande mostra dedicata a Enzo Mari",https://www.milanotoday.it/eventi/enzo-mari-mostra-triennale.html,Arte e cultura,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,0,0,0.0
Mostre,07-02-21,17-10-20,"Viale Emilio Alemagna, 6, Milano, MI",La Triennale di Milano,Sospesa: In Triennale una mostra fotografica dedicata agli indigeni minacciati dai cercatori d’oro,https://www.milanotoday.it/eventi/mostra-triennale-indigeni-brasile.html,Arte e cultura,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,0,0,0.0
Manifestazioni,18-10-20,17-10-20,"Piazza Castello, Milano, MI",,"Flor Milano, due giorni di fiori e piante al Castello Sforzesco. Si entra gratis",https://www.milanotoday.it/eventi/flor-esposizione-fiori-piante-gratis-castello-sforzesco.html,Altri eventi,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, Italia",45.4704699,9.1819129,0,0,0.0
Spettacoli,17-10-20,17-10-20,"Via Rovello 2,20121, Milano, MI,Italia",Piccolo Teatro - Teatro Grassi,Con il vostro irridente silenzio,https://www.teatro.it/spettacoli/milano/piccolo-teatro-teatro-grassi/2020-2021/con-il-vostro-irridente-silenzio,Teatro e spettacolo,"2, Via Rovello, Brera, Milano, Lombardia, 20121, Italia",45.4665188,9.1847651,0,0,0.0
Mostre,07-02-21,17-10-20,"Viale Emilio Alemagna, 6, Milano, MI",La Triennale di Milano,Sospesa: In Triennale una mostra fotografica dedicata agli indigeni minacciati dai cercatori d’oro,https://www.milanotoday.it/eventi/mostra-triennale-indigeni-brasile.html,Arte e cultura,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,0,0,0.0
Spettacoli,17-10-20,17-10-20,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,Concerto - Zubin Mehta,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2020-2021/concerto-zubin-mehta,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4673781,9.188701,0,0,0.0
Manifestazioni,25-10-20,17-10-20,"Via Francesco Daverio, 7, Milano, MI",Società Umanitaria,"Giornate FAI d'autunno 2020: cosa vedere a Milano, i luoghi aperti da visitare - Annullate",https://www.milanotoday.it/eventi/giornate-fai-autunno-cosa-vedere-milano.html,Altri eventi,"7p01, Via Francesco Daverio, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4588856,9.200906,0,-1,0.-1
Spettacoli,18-10-20,18-10-20,"Via Rivoli 6,20121, Milano, MI,Italia",Piccolo Teatro - Studio Melato,Tu es libre,https://www.teatro.it/spettacoli/milano/piccolo-teatro-studio-melato/2020-2021/tu-es-libre,Teatro e spettacolo,"6, Via Rivoli, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4726093,9.182881,0,0,0.0
Concerti,18-10-20,18-10-20,"Largo Gustav Mahler, Milano, MI",Auditorium Fondazione Cariplo,Concerto benefico per le donne migranti in Libano,https://www.milanotoday.it/eventi/concerto-benefico-per-le-donne-migranti-2020.html,Musica e vita notturna,"Largo Gustav Mahler, Ticinese, Municipio 5, Milano, Lombardia, 20136, Italia",45.4463151,9.1792547,0,0,0.0
Spettacoli,18-10-20,18-10-20,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,Concerto - Mariangela Vacatello,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2020-2021/concerto-mariangela-vacatello,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4673781,9.188701,0,0,0.0
Incontri,18-10-20,18-10-20,"Piazza del Duomo, Milano, MI",Duomo,Una speciale visita per bambini al Duomo di Milano,https://www.milanotoday.it/eventi/visita-guidata-bambini-duomo-milano.html,Formazione e networking,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.0
Concerto,19-10-20,19-10-20,"via Brera, 28, Milano, MI",Pinacoteca di Brera - Biblioteca Nazionale Braidense di Milano,icon Brahms Primo Concerto online su BreraPlus.org,,Musica e vita notturna,"Pinacoteca di Brera, 28, Via Brera, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4722421,9.1884071,0,0,0.0
Convegno/conferenza,19-10-20,19-10-20,"Via Brera, 28, Milano, MI",Pinacoteca di Brera,"Brera: ""ripensare un museo"". Conferenza online “Uno zoom sull’arte”",,Formazione e networking,"Pinacoteca di Brera, 28, Via Brera, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4722421,9.1884071,0,0,0.0
Spettacoli,19-10-20,19-10-20,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,Aida - In forma di concerto,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2020-2021/aida-in-forma-di-concerto,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4673781,9.188701,0,0,0.0
Teatri,02-11-20,19-10-20,"Largo Greppi, 1, Milano, MI",Piccolo Teatro Strehler,"Annullato: Mit Jazz Festival, la magia del jazz in tre concerti al Piccolo Teatro",https://www.milanotoday.it/eventi/mitjazz-festival-concerti-al-piccolo-teatro-biglietti.html,Teatro e spettacolo,"Largo Antonio Greppi, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4718248,9.1828857,0,0,0.0
Incontri,21-10-20,20-10-20,"Via Privata della Braida, 5, Milano, MI",Aprés-Coup Bistrot,"Stazione Mito Futuro, simposio itinerante. Prima fermata",https://www.milanotoday.it/eventi/stazione-mito-futuro-apres-coup.html,Formazione e networking,"5, Via privata della Braida, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4543754,9.2020833,0,3,0.3
Teatri,25-10-20,20-10-20,"Via Rivoli, 6, Milano, MI",Piccolo Teatro Studio Melato,Al Piccolo Teatro uno spettacolo con Stefano Massini e Paolo Jannacci: orari e biglietti,https://www.milanotoday.it/eventi/spettacolo-paolo-jannacci-piccolo-teatro.html,Teatro e spettacolo,"6, Via Rivoli, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4726093,9.182881,0,0,0.0
Spettacoli,20-10-20,20-10-20,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,Recital - Marina Rebeka,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2020-2021/concerto-marina-rebeka,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4673781,9.188701,0,0,0.0
Spettacoli,21-10-20,21-10-20,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,Concerto Anna Netrebko / Riccardo Chailly,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2020-2021/concerto-anna-netrebko-riccardo-chailly,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4673781,9.188701,0,0,0.0
Incontri,17-01-21,21-10-20,"Via Privata Passo Pordoi, 7/3, Milano, MI",Hub/Art,Metamorphosis,https://www.milanotoday.it/eventi/metamorphosis-laura-benetton-2020.html,Formazione e networking,"Via Passo Pordoi, Scalo Romana, Municipio 5, Milano, Lombardia, 20139, Italia",45.4364043,9.2092881,0,-1,0.-1
Incontri,17-01-21,21-10-20,"Via Privata Passo Pordoi, 7/3, Milano, MI",Hub/Art,Metamorphosis,https://www.milanotoday.it/eventi/metamorphosis-laura-benetton-2020.html,Formazione e networking,"Via Passo Pordoi, Scalo Romana, Municipio 5, Milano, Lombardia, 20139, Italia",45.4364043,9.2092881,0,-1,0.-1
