categoria,data_fine,data_inizio,indirizzo,luogo,titolo,url,macro_categoria,geocoded_address,lat,long,cluster,subcluster,hierarchical_id
,18-06-16,18-06-16,"Via Alessandro Stradella, 5, Milano, MI",Alma Matters,Concerto di campane tibetane a quattro mani all'Alma Matters,https://www.milanotoday.it/eventi/concerto-di-campane-tibetane.html,Non classificato,"Via Alessandro Stradella, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4784806,9.2158425,0,0,0.0
,15-12-16,15-12-16,"Via Bonvesin de la Riva, 2, Milano, MI",Santa Maria del Suffragio,Concerto di Natale del Coro della Statale: il 15 dicembre alla Chiesa Santa Maria del Suffragio,https://www.milanotoday.it/eventi/concerto-natale.html,Non classificato,"Via Bonvesin de la Riva, XXII Marzo, Municipio 4, Milano, Lombardia, 29135, Italia",45.4633573,9.2120555,0,-1,0.-1
Turismo,30-04-19,21-08-17,"Piazza San Sepolcro, Milano, MI",Cripta di San Sepolcro,"Cripta di San Sepolcro a Milano, la magia dei ritrovamenti dei restauri: le visite notturne",https://www.milanotoday.it/eventi/cripta-san-sepolcro-biglietti.html,Non classificato,"Piazza San Sepolcro, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.462935,9.1852031,0,0,0.0
Mostre,20-02-19,19-02-18,"Via Festa del Perdono, Milano, MI",Università degli studi di Milano,Dal 20 febbraio in Statale un'imponente installazione di arte povera,https://www.milanotoday.it/eventi/installazione-arte-povera-statale.html,Arte e cultura,"Via Festa del Perdono, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20122, Italia",45.4603426,9.1940887,0,0,0.0
Mostre,01-03-19,01-03-18,"Piazza Pio XI, 2, Milano, MI",Pinacoteca Ambrosiana,72 capolavori hindu: dal 1° marzo alla Pinacoteca Ambrosiana,https://www.milanotoday.it/eventi/72-capolavori-hindu.html,Arte e cultura,"Biblioteca Ambrosiana, 2, Piazza Pio Undicesimo, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4636207,9.1860483,0,0,0.0
Mostre,17-03-19,17-03-18,"Via Gerolamo Morone, 1, Milano, MI",Casa del Manzoni,“Buena suerte milagros de méxico” «Folklore e tradizione negli ex~voto messicani contemporanei»,https://www.milanotoday.it/eventi/buena-suerte-milagros-de-mexico--2018.html,Arte e cultura,"Casa Manzoni, 1, Via Gerolamo Morone, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4678068,9.1920792,0,0,0.0
Mostre,20-07-19,20-03-18,"Via Gerolamo Morone, Milano, MI",Casa Del Manzoni,Mostra Buena suerte Milagros de Mèxico,https://www.milanotoday.it/eventi/mostra-buena-suerte-milagros-de-mexico-2019.html,Arte e cultura,"Via Gerolamo Morone, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4681863,9.1916738,0,0,0.0
Turismo,01-09-19,29-03-18,"Piazza Castello, Milano, MI",Castello Sforzesco,“Beyond the Castle”: dal 29 marzo fino a settembre 2019 realtà virtuale al Castello Sforzesco per vivere come un arciere nella Milano rinascimentale,https://www.milanotoday.it/eventi/beyond-the-castle.html,Non classificato,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, Italia",45.4704699,9.1819129,0,0,0.0
Mostre,30-06-19,21-06-18,"Piazza Ventiquattro Maggio, Milano, MI",Piazza XXIV Maggio,"Piazza XXIV Maggio, arrivano le tre grandi cupole interattive sul lato oscuro della moda",https://www.milanotoday.it/eventi/cupole-piazza-xxiv-maggio.html,Arte e cultura,"Piazza Ventiquattro Maggio, Ticinese, Municipio 5, Milano, Lombardia, 20136, Italia",45.4529634,9.1804834,0,0,0.0
Mostre,13-10-19,19-07-18,"Via San Vittore, Milano, MI",Museo Nazionale della Scienza e della Tecnologia,"""Leonardo da Vinci Parade"": dal 19 luglio al 13 ottobre 2019 al Museo Nazionale Scienza e Tecnologia",https://www.milanotoday.it/eventi/leonado-da-vinci-parade.html,Arte e cultura,"Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20144, Italia",45.4640293,9.1681174,0,0,0.0
Mostre,14-01-19,20-09-18,"Piazza del Duomo, Milano, MI",Osservatorio Fondazione Prada,"""The Black Image Corporation"": dal 20 settembre al 14 gennaio 2019 una mostra presso l’Osservatorio di Milano",https://www.milanotoday.it/eventi/osservatorio-prada-mostra.html,Arte e cultura,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.0
Teatri,28-05-19,25-09-18,"Via Portoferraio, 4, Milano, MI",Spazio TeatRing,Corso di teatro per bambini a Milano - Lezione di prova,https://www.milanotoday.it/eventi/corso-di-teatro-per-bambini.html,Teatro e spettacolo,"Via Portoferraio, Tibaldi, Municipio 5, Milano, Lombardia, 20136, Italia",45.43973,9.1824583,0,-1,0.-1
Mostre,27-01-19,02-10-18,"Via Filippo Turati, 34, Milano, MI",Museo della Permanente,"""Tex. 70 anni di un mito"": dal 2 ottobre al 27 gennaio 2019 al Museo della Permanente",https://www.milanotoday.it/eventi/tex-70-anni-di-un-mito-museo-permanente.html,Arte e cultura,"Museo della Permanente, 34, Via Filippo Turati, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4765941,9.1955129,0,0,0.0
Mostre,13-02-19,04-10-18,"Piazza del Duomo 12, Milano, MI",Palazzo Reale,Mostra di Carlo Carrà: dal 4 ottobre al 3 febbraio 2019 a Palazzo Reale,https://www.milanotoday.it/eventi/mostra-carlo-carra-palazzo-reale.html,Arte e cultura,"Giacomo Arengario, 12, Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, 20123, Italia",45.4635248,9.1902324,0,0,0.0
Incontri,01-06-19,06-10-18,"via Jan 15, Milano, MI",Casa Museo Boschi Di Stefano,Visite accompagnate gratuite a casa Boschi di Stefano,https://www.milanotoday.it/eventi/visite-accompagnate-gratuite-a-casa-boschi-di-stefano-.html,Formazione e networking,"Casa-museo Boschi Di Stefano, 15, Via Giorgio Jan, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4790348,9.2117518,0,0,0.0
Mostre,20-01-19,06-10-18,"Viale Emilio Alemagna, 6, Milano, MI",La Triennale di Milano,Achille Castiglioni in mostra dal 6 ottobre al 20 gennaio 2019 alla Triennale,https://www.milanotoday.it/eventi/achille-castiglioni-in-mostra-triennale.html,Arte e cultura,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,0,0,0.0
Mostre,10-02-19,09-10-18,"Via Giulio Cesare Procaccini, 4, Milano, MI",Fabbrica del Vapore,"""Inside Magritte"": dal 9 ottobre al 10 febbraio 2019 alla Fabbrica del Vapore",https://www.milanotoday.it/eventi/inside-magritte-fabbrica-del-vapore.html,Arte e cultura,"4, Via Giulio Cesare Procaccini, Bullona, Porta Volta, Municipio 8 di Milano, Milano, Lombardia, 20154, Italia",45.4839945,9.1753796,0,1,0.1
Mostre,17-02-19,10-10-18,"Piazza del Duomo, Milano, MI",Palazzo Reale,Picasso e il mito: la mostra a Milano a Palazzo Reale,https://www.milanotoday.it/eventi/picasso-palazzo-reale-2018-2019.html,Arte e cultura,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.0
Mostre,03-02-19,12-10-18,"Via Giulio Cesare Procaccini, Milano, MI",Fabbrica del Vapore,"""Dinosaur Invasion"": dal 12 ottobre al 3 febbraio 2019 alla Fabbrica del Vapore",https://www.milanotoday.it/eventi/dinosaur-invasion-fabbrica-del-vapore.html,Arte e cultura,"Via Giulio Cesare Procaccini, Bullona, Porta Volta, Municipio 8 di Milano, Milano, Lombardia, 20154, Italia",45.4838783,9.1755509,0,1,0.1
Mostre,25-02-19,18-10-18,"Largo Isarco, 2, Milano, MI",Fondazione Prada,“Sanguine-Luc Tuymans on baroque”: dal 18 ottobre al 25 febbraio 2019 alla Fondazione Prada,https://www.milanotoday.it/eventi/sanguine-luc-tuymans-fondazione-prada.html,Arte e cultura,"2, Largo Isarco, Scalo Romana, Municipio 5, Milano, Lombardia, 20139, Italia",45.4442572,9.2053389,0,2,0.2
Mostre,17-02-19,18-10-18,"Piazza del Duomo, 12, Milano, MI",Palazzo Reale,"""Picasso Metamorfosi"": dal 18 ottobre a Palazzo Reale",https://www.milanotoday.it/eventi/picasso-metamorfosi-mostra.html,Arte e cultura,"Giacomo Arengario, 12, Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, 20123, Italia",45.4635248,9.1902324,0,0,0.0
Mostre,17-03-19,26-10-18,"Piazza della Scala, 6, Milano, MI",Galleria d'Italia,"Alle Gallerie d'Italia la mostra ""Romanticismo"" fino al 17 marzo 2019",https://www.milanotoday.it/eventi/romanticismo-gallerie-di-italia.html,Arte e cultura,"Gallerie d'Italia, 6, Piazza della Scala, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.467265,9.1905257,0,0,0.0
Mostre,20-01-19,30-10-18,"Piazza Sant'Eustorgio, 3, Milano, MI",Museo Diocesano Carlo Maria Martini,“L’Adorazione dei Magi” di Paolo Veronese: dal 30 ottobre al 20 gennaio 2019 al Museo Diocesano Carlo Maria Martini,https://www.milanotoday.it/eventi/adorazione-dei-magi-museo-diocesano-martini.html,Arte e cultura,"Museo Diocesano di Milano, 3, Piazza Sant'Eustorgio, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4546749,9.1810291,0,0,0.0
Mostre,03-03-19,31-10-18,"Via Tortona, 56, Milano, MI",Mudec,"""Paul Klee. Alle origini dell'arte"": da mercoledì 31 ottobre a domenica 3 marzo al Mudec",https://www.milanotoday.it/eventi/paul-klee-in-mostra-mudec.html,Arte e cultura,"Mudec, 56, Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4520455,9.1613185,0,0,0.0
Incontri,15-02-19,05-11-18,"Via Adige, 9, Milano, MI",Cous-Cous Restaurant,Art beach crawl n*2 | Come back,https://www.milanotoday.it/eventi/art-beach-crawl-n-2-come-back-lilian-russo-2018.html,Formazione e networking,"9, Via Adige, Porta Romana, Municipio 5, Milano, Lombardia, 20135, Italia",45.4483982,9.2054846,0,3,0.3
Teatri,24-01-19,08-11-18,"Via Brembo, 23, Milano, MI",Taxi Blues,Jazz in taxi,https://www.milanotoday.it/eventi/jazz-in-taxi-gigi-cifarelli-2018.html,Teatro e spettacolo,"Gecko23, 23, Via Brembo, Scalo Romana, Municipio 5, Milano, Lombardia, 20139, Italia",45.4445252,9.2079801,0,2,0.2
,10-02-19,08-11-18,"Via Sant'Andrea, 6, Milano, MI",Palazzo Morando,“Milano e il cinema”: Dall’8 novembre 2018 al 10 febbraio 2019 a Palazzo Morando,https://www.milanotoday.it/eventi/milano-e-il-cinema-2018-palazzo-morando.html,Non classificato,"Palazzo Morando - Costume Moda Immagine, 6, Via Sant'Andrea, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4685907,9.1962586,0,0,0.0
Cibo e Vino,31-10-19,13-11-18,"Via Francesco Sforza, 32, Milano, MI",Ar.Se - il Percorso dei Segreti,Pranzo e cena al museo,https://www.milanotoday.it/eventi/pranzo-e-cena-al-museo-2018.html,Enogastronomia,"Chiesa di Santissima Maria Annunciata, 32, Via Francesco Sforza, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20122, Italia",45.4598272,9.1951956,0,0,0.0
Mostre,17-02-19,14-11-18,"Via Palestro, 16, Milano, MI",GAM,"""Hayez. Un capolavoro ritrovato"": dal 14 novembre al 17 febbraio 2019 alla GAM",https://www.milanotoday.it/eventi/hayez-un-capolavoro-ritrovato-gam.html,Arte e cultura,"Galleria d'Arte Moderna, 16, Via Palestro, Guastalla, Municipio 1, Milano, Lombardia, 20121, Italia",45.4725327,9.199676,0,0,0.0
,17-02-19,15-11-18,"Piazza Gae Aulenti, Milano, MI",Piazza Gae Aulenti,"Milano, ecco la pista di pattinaggio sul ghiaccio in Gae Aulenti: orari e prezzi",https://www.milanotoday.it/eventi/pista-pattinaggio-gae-aulenti.html,Non classificato,"Piazza Gae Aulenti, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, Italia",45.4834778,9.1902248,0,0,0.0
,13-01-19,15-11-18,"Via Goffredo Mameli, 46, Milano, MI",Conceptual,Mostra personale: Urs Lüthi,https://www.milanotoday.it/eventi/mostra-personale-urs-luthi.html,Non classificato,"46, Via Goffredo Mameli, XXII Marzo, Municipio 4, Milano, Lombardia, 20137, Italia",45.4631562,9.2133629,0,-1,0.-1
Mostre,13-01-19,16-11-18,"Viale Emilio Alemagna, 6, Milano, MI",La Triennale,"""Coop_70. Valori in Scatola"": in Triennale la grande storia d'Italia insieme a Coop",https://www.milanotoday.it/eventi/coop-valori-scatola-triennale.html,Arte e cultura,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,0,0,0.0
Mostre,14-04-19,21-11-18,"Via Tortona, Milano, MI",Mudec,Al Mudec di Milano la mega mostra su Banksy (senza l'autorizzazione dello stesso Banksy),https://www.milanotoday.it/eventi/mostra-banksy-mudec.html,Arte e cultura,"Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20143, Italia",45.4501842,9.1562356,0,0,0.0
Mostre,24-02-19,23-11-18,"Piazza del Duomo, 8, Milano, MI",Museo del Novecento,“Chi ha paura del disegno?”: dal 23 novembre al 24 febbraio al Museo del Novecento,https://www.milanotoday.it/eventi/chi-ha-paura-disegno-museo-novecento.html,Arte e cultura,"8, Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, 20123, Italia",45.4632949,9.1904599,0,0,0.0
Mostre,19-01-19,29-11-18,"Via Andrea Maffei, 1, Milano, MI",Other Size Gallery,Lucio e Peppe Perone. Senza titolo,https://www.milanotoday.it/eventi/lucio-e-peppe-perone-2018.html,Arte e cultura,"1, Via Andrea Maffei, XXII Marzo, Municipio 4, Milano, Lombardia, 20135, Italia",45.4588219,9.209057,0,-1,0.-1
,07-01-19,30-11-18,"Via Alfredo Cappellini, 20, Milano, MI",LaMari Creative Shopping,'Disegnare con il colore-personale': di Angelo Elio Barabino,https://www.milanotoday.it/eventi/disegnare-con-il-colore.html,Non classificato,"20, Via Alfredo Cappellini, Centrale, Municipio 2, Milano, Lombardia, 20124, Italia",45.4810595,9.2032583,0,0,0.0
Mostre,20-02-19,01-12-18,"Corso Magenta, 63, Milano, MI","Institut français Milano, Palazzo delle Stelline",'Kennedy Confidential': la mostra all'Institut français di Milano,https://www.milanotoday.it/eventi/mostra-kennedy-confidential.html,Arte e cultura,"Fondazione ENI Enrico Mattei, 63, Corso Magenta, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.465603,9.1715837,0,0,0.0
Manifestazioni,06-01-19,01-12-18,"Via Palestro, Milano, MI",Giardini Pubblici Indro Montanelli,"Casa Babbo Natale, cascata di ghiaccio, mercatini: torna il Villaggio delle meraviglie a Milano",https://www.milanotoday.it/eventi/villaggio-meraviglie-milano-2019-18.html,Altri eventi,"Via Palestro, Guastalla, Municipio 1, Milano, Lombardia, 20219, Italia",45.4729064,9.1999749,0,0,0.0
Incontri,06-01-19,02-12-18,"Via Carlo Botta, 18, Milano, MI",Bagni Misteriosi,Torna la pista di pattinaggio galleggiante dei Bagni Misteriosi,https://www.milanotoday.it/eventi/pista-pattinaggio-bagni-misteriosi.html,Formazione e networking,"18, Via Carlo Botta, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4537805,9.2050141,0,3,0.3
Incontri,19-01-19,03-12-18,"Via Niccolò Paganini, 3, Milano, MI",The Small,Classico e romantico di Ding Tan,https://www.milanotoday.it/eventi/classico-e-romantico-di-ding-tan-ding-tan-2018.html,Formazione e networking,"3, Via Niccolò Paganini, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20131, Italia",45.4836322,9.2153309,0,-1,0.-1
Mostre,03-03-19,04-12-18,"Piazza del Duomo, 8, Milano, MI",Museo del Novecento,"""80 anni di Corrente"": dal 4 dicembre al 3 marzo 2019 al Museo del Novecento, Casa Boschi Di Stefano e Biblioteca Sormani",https://www.milanotoday.it/eventi/80-anni-di-corrente.html,Arte e cultura,"8, Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, 20123, Italia",45.4632949,9.1904599,0,0,0.0
,26-01-19,04-12-18,"Via Savona, 61, Milano, MI",Barbara Frigerio Contemporary Art,"Daniele Cestari: ""Greetings from Milano""",https://www.milanotoday.it/eventi/daniele-cestari-greetings-from-milano.html,Non classificato,"61, Via Savona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4523868,9.159355,0,0,0.0
Mostre,26-01-19,04-12-18,"Via Maurizio Gonzaga, 2, Milano, MI",BABS Art Gallery,"Antonio Paradiso, 'Gioielli d'artista' in mostra presso Babs Art Gallery",https://www.milanotoday.it/eventi/gioielli-d-artista-in-mostra.html,Arte e cultura,"2, Via Maurizio Gonzaga, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4619404,9.1894546,0,0,0.0
Teatri,13-01-19,05-12-18,"Corso Buenos Aires, 33, Milano, MI",Teatro Elfo Puccini,"""Lo strano caso del cane ucciso a mezzanotte"": dal 5 dicembre al 13 gennaio all’Elfo Puccini",https://www.milanotoday.it/eventi/lo-strano-caso-del-cane-ucciso.html,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0,0,0.0
,13-01-19,05-12-18,"Viale Emilio Alemagna, 6, Milano, MI",La Triennale di Milano,"""Buoni come il pane"": dal 5 dicembre al 13 gennaio in Triennale",https://www.milanotoday.it/eventi/buoni-come-il-pane-triennale.html,Non classificato,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,0,0,0.0
Mostre,22-06-19,08-12-18,"Via Luisa Sanfelice, 3, Milano, MI",Casa di Vetro,“Human Rights: la storia dell’Onu”: dall’8 dicembre al 22 giugno alla Casa di Vetro,https://www.milanotoday.it/eventi/human-rights-storia-onu.html,Arte e cultura,"Via Luisa Sanfelice, Umbria - Molise, Municipio 4, Milano, Lombardia, 20137, Italia",45.4567284,9.2226741,0,-1,0.-1
,20-01-19,08-12-18,"Via Luigi Canonica, 40, Milano, MI",La Boutique della Solidarietà,'Vintage shop': torna la boutique della solidarietà,https://www.milanotoday.it/eventi/vintage-shop-la-boutique-della-solidarieta.html,Non classificato,"40, Via Luigi Canonica, Sarpi, Municipio 1, Milano, Lombardia, 20154, Italia",45.4793228,9.1737131,0,-1,0.-1
Fiere,06-01-19,10-12-18,"Piazza del Duomo, Milano, MI",Duomo,Mercatini di Natale in Duomo dal 10 dicembre: casette in legno con prodotti tipici e regali,https://www.milanotoday.it/eventi/mercatini-duomo-date.html,Mercati e shopping,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.0
Sport,06-01-19,10-12-18,"Piazza Ventiquattro Maggio, Milano, MI",Darsena Christmas Village,"Darsena, nel 'Christmas Village' anche una pista di pattinaggio galleggiante",https://www.milanotoday.it/eventi/pista-pattinaggio-darsena.html,Sport e attività fisica,"Piazza Ventiquattro Maggio, Ticinese, Municipio 5, Milano, Lombardia, 20136, Italia",45.4529634,9.1804834,0,0,0.0
Teatri,01-01-19,11-12-18,"Via Alessandro Manzoni, 42, Milano, MI",Teatro Manzoni,Vincenzo Salemme a teatro: dall'11 dicembre al 1 gennaio al Teatro Manzoni,https://www.milanotoday.it/eventi/vincenzo-salemme-teatro.html,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762,0,0,0.0
Mostre,12-05-19,12-12-18,"Corso Magenta, 15, Milano, MI",Museo Archeologico,“Il viaggio della chimera”: dal 12 dicembre al 12 maggio al Museo Archeologico,https://www.milanotoday.it/eventi/viaggio-della-chimera-museo-archeologico.html,Arte e cultura,"Civico museo archeologico di Milano, 15, Corso Magenta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.465621,9.1787191,0,0,0.0
Teatri,15-01-19,15-12-18,"Via Filodrammatici, 2, Milano, MI",Teatro alla Scala,"""Lo schiaccianoci"": dal 15 dicembre al 15 gennaio al Teatro alla Scala",https://www.milanotoday.it/eventi/lo-schiaccianoci-teatro-la-scala.html,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4673781,9.188701,0,0,0.0
Mostre,31-03-19,15-12-18,"Corso Vittorio Emanuele II, 53, Milano, MI",MUST Museo del territorio di Vimercate,Mostra di Fortunato Depero: dal 15 dicembre al 31 marzo al MUST,https://www.milanotoday.it/eventi/mostra-fortunato-depero-must.html,Arte e cultura,"Corso Vittorio Emanuele Secondo, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4657653,9.1965617,0,0,0.0
Incontri,15-01-19,15-12-18,"Via Melchiorre Gioia, 30, Milano, MI",Kaos,Danzato in cantos,https://www.milanotoday.it/eventi/danzato-in-cantos-jennifer-cabrera-fernandez.html,Formazione e networking,"Via Melchiorre Gioia, Brera, Municipio 1, Milano, Lombardia, 20100, Italia",45.4803757,9.190068,0,0,0.0
Mostre,13-01-19,15-12-18,"Viale Emilio Alemagna, 6, Milano, MI",Palazzo della Triennale,"""Ciao sono io"" in mostra alla Triennale",https://www.milanotoday.it/eventi/ciao-sono-io-in-mostra-a-la-triennale.html,Arte e cultura,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,0,0,0.0
Mostre,31-03-19,16-12-18,"Via Tortona, Milano, MI",Mudec,"""Animals"": dal 16 dicembre al 31 marzo la mostra di Steve McCurry al Mudec",https://www.milanotoday.it/eventi/animals-mccurry-mudec.html,Arte e cultura,"Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20143, Italia",45.4501842,9.1562356,0,0,0.0
,06-01-19,17-12-18,"Piazza Duca d'Aosta, Milano, MI",Stazione Centrale,Stella Artois torna a brillare e accende la stazione centrale di Milano,https://www.milanotoday.it/eventi/stella-artois-torna-a-brillare-e-accende-la-stazione-centrale-di-milano.html,Non classificato,"Piazza Duca d'Aosta, Centrale, Municipio 2, Milano, Lombardia, 20124, Italia",45.4848412,9.2032441,0,4,0.4
Mostre,08-01-19,17-12-18,"Via Voghera, 14, Milano, MI",MADE4ART,"Mostra ""le rouge et le noir""",https://www.milanotoday.it/eventi/mostra-le-rouge-et-le-noir-sara-montani-2018.html,Arte e cultura,"14, Via Voghera, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.454295,9.1674959,0,0,0.0
Mostre,03-02-19,18-12-18,"Via Palestro, 14, Milano, MI",PAC - Padiglione d’arte contemporanea,Mostra di Eva Marisaldi: dal 18 dicembre al 3 febbraio al PAC,https://www.milanotoday.it/eventi/eva-marisaldi-pac.html,Arte e cultura,"14, Via Palestro, Guastalla, Municipio 1, Milano, Lombardia, 20121, Italia",45.4729115,9.1995282,0,0,0.0
,20-01-19,19-12-18,"Via Gerolamo Cardano, 1, Milano, MI",Four Points by Sheraton Milan Center,'Mask & colors': la mostra,https://www.milanotoday.it/eventi/mask-colors-rossano-ferrari-6213939.html,Non classificato,"Four Points by Sheraton Milan Center, 1, Via Gerolamo Cardano, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, 20124, Italia",45.4849077,9.1983039,0,4,0.4
Cinema,20-01-19,19-12-18,"piazza Città di Lombardia, Milano, MI",Palazzo della Regione Lombardia,Cinema Pattinando sul ghiaccio,https://www.milanotoday.it/eventi/cinema/cinema-pattinando-sul-ghiaccio.html,Arte e cultura,"Piazza Città di Lombardia, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, 20124, Italia",45.4867209,9.1960553,0,4,0.4
,20-01-19,19-12-18,"Via Gerolamo Cardano, 1, Milano, MI",Four Points by Sheraton Milan Center,'Mask & colors',https://www.milanotoday.it/eventi/mask-colors-rossano-ferrari.html,Non classificato,"Four Points by Sheraton Milan Center, 1, Via Gerolamo Cardano, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, 20124, Italia",45.4849077,9.1983039,0,4,0.4
Manifestazioni,06-01-19,26-12-18,"Via San Vittore, Milano, MI",museo della scienza e della tecnologia,"""Museo Natale"": dal 26 dicembre al 6 gennaio al Museo della Scienza e della Tecnologia",https://www.milanotoday.it/eventi/museo-natale-scienza-tecnologia.html,Altri eventi,"Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20144, Italia",45.4640293,9.1681174,0,0,0.0
Teatri,13-01-19,27-12-18,"largo Greppi, Milano, MI",Piccolo Teatro Strehler,"""Slava’s Snowshow"": dal 27 dicembre al 13 gennaio al Piccolo Teatro",https://www.milanotoday.it/eventi/slava-show-piccolo-teatro.html,Teatro e spettacolo,"Largo Antonio Greppi, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.471727,9.1826196,0,0,0.0
Teatri,20-01-19,31-12-18,"Viale Puglie, 26, Milano, MI",Teatro Ciak,"""Men in Italy"": dal 31 dicembre al 20 gennaio al Teatro Ciak",https://www.milanotoday.it/eventi/men-in-italy-teatro-ciak.html,Teatro e spettacolo,"Viale Puglie, Ortomercato, Municipio 4, Milano, Lombardia, 20137, Italia",45.4503876,9.2241185,0,8,0.8
Spettacoli,01-01-19,01-01-19,"Corso di Porta Romana 63,20122, Milano, MI,Italia",Carcano,La bella addormentata,https://www.teatro.it/spettacoli/milano/carcano/2018-2019/la-bella-addormentata,Teatro e spettacolo,"Teatro Carcano, 63, Corso di Porta Romana, Crocetta, Municipio 1, Milano, Lombardia, 20121, Italia",45.4566842,9.1955297,0,0,0.0
Spettacoli,01-01-19,01-01-19,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,Con tutto il cuore,https://www.teatro.it/spettacoli/milano/manzoni/2018-2019/con-tutto-il-cuore,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762,0,0,0.0
Manifestazioni,04-01-19,04-01-19,"Via San Vittore, 21, Milano, MI",Museo Nazionale della Scienza e della Tecnologia,"""Colori da viaggio"": venerdì 4 gennaio 2019 al Museo della Scienza e della Tecnologia",https://www.milanotoday.it/eventi/colori-da-viaggio-museo-scienza-tecnologia.html,Altri eventi,"21, Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4628946,9.1706462,0,0,0.0
Disco&Feste,05-01-19,05-01-19,"Via Valtellina, 25, Milano, MI",Alcatraz Milano,Epifania in Pigiama Party: sabato 5 gennaio all'Alcatraz,https://www.milanotoday.it/eventi/epifania-pigiama-party-alcatraz.html,Musica e vita notturna,"Alcatraz, 25, Via Valtellina, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.494744,9.1823768,0,5,0.5
Teatri,05-01-19,05-01-19,"Piazza San Babila, Milano, MI",Teatro Nuovo,"""Le avventure della fabbrica di cioccolato"": sabato 5 gennaio al Teatro Nuovo",https://www.milanotoday.it/eventi/avventure-fabbrica-cioccolato.html,Teatro e spettacolo,"Piazza San Babila, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.466374,9.1977066,0,0,0.0
